region,variant,freq,year,lifeexpectancyatbirth
922,estimates,5yearly,1950,43.7588252082045
922,estimates,5yearly,1955,46.9272417677531
922,estimates,5yearly,1960,50.138952222995
922,estimates,5yearly,1965,53.791292506982
922,estimates,5yearly,1970,57.0135645343954
922,estimates,5yearly,1975,60.2342355240082
922,estimates,5yearly,1980,62.5671414909622
922,estimates,5yearly,1985,65.371490388049
922,estimates,5yearly,1990,67.2554495640518
922,estimates,5yearly,1995,69.1940220960133
922,estimates,5yearly,2000,70.8505364848315
922,estimates,5yearly,2005,72.0397275001688
922,estimates,5yearly,2010,72.7735568046537
922,medium_variant,5yearly,2015,73.9398438772587
922,medium_variant,5yearly,2020,75.1597674955547
922,medium_variant,5yearly,2025,76.0755416903737
922,medium_variant,5yearly,2030,76.8698384017834
922,medium_variant,5yearly,2035,77.6021330096
922,medium_variant,5yearly,2040,78.31096155986
922,medium_variant,5yearly,2045,78.9746321166524
922,medium_variant,5yearly,2050,79.6075668328658
922,medium_variant,5yearly,2055,80.2031638565569
922,medium_variant,5yearly,2060,80.7750272332789
922,medium_variant,5yearly,2065,81.3343063486875
922,medium_variant,5yearly,2070,81.8792924145053
922,medium_variant,5yearly,2075,82.4243849485397
922,medium_variant,5yearly,2080,82.9574072108189
922,medium_variant,5yearly,2085,83.4826959220252
922,medium_variant,5yearly,2090,84.0164381947901
922,medium_variant,5yearly,2095,84.5502511942183
922,estimates,5yearly,Regi,Western Asia
922,medium_variant,5yearly,Regi,Western Asia
