region,variant,freq,year,lifeexpectancyatbirth
5501,estimates,5yearly,1950,37.0150179138274
5501,estimates,5yearly,1955,40.2601188894449
5501,estimates,5yearly,1960,43.4217650561422
5501,estimates,5yearly,1965,46.6492671992746
5501,estimates,5yearly,1970,49.3658846616573
5501,estimates,5yearly,1975,52.7457540458126
5501,estimates,5yearly,1980,54.8418874134368
5501,estimates,5yearly,1985,57.028264457309
5501,estimates,5yearly,1990,59.6474686784475
5501,estimates,5yearly,1995,61.9584025824373
5501,estimates,5yearly,2000,64.0010645957608
5501,estimates,5yearly,2005,65.9322213405499
5501,estimates,5yearly,2010,67.8751916201535
5501,medium_variant,5yearly,2015,69.1706111117972
5501,medium_variant,5yearly,2020,70.2915981580134
5501,medium_variant,5yearly,2025,71.2715056429397
5501,medium_variant,5yearly,2030,72.1754853820379
5501,medium_variant,5yearly,2035,72.9961980756166
5501,medium_variant,5yearly,2040,73.8002201576608
5501,medium_variant,5yearly,2045,74.579175012886
5501,medium_variant,5yearly,2050,75.3376945625493
5501,medium_variant,5yearly,2055,76.0620022885959
5501,medium_variant,5yearly,2060,76.7721196897317
5501,medium_variant,5yearly,2065,77.4531981012353
5501,medium_variant,5yearly,2070,78.1387849874403
5501,medium_variant,5yearly,2075,78.8165860732348
5501,medium_variant,5yearly,2080,79.4953768113834
5501,medium_variant,5yearly,2085,80.1896175080184
5501,medium_variant,5yearly,2090,80.863042277769
5501,medium_variant,5yearly,2095,81.5684637903845
5501,estimates,5yearly,Regi,Southern Asia
5501,medium_variant,5yearly,Regi,Southern Asia
