region,variant,freq,year,lifeexpectancyatbirth
921,estimates,5yearly,1950,37.4734427939098
921,estimates,5yearly,1955,40.7551610641919
921,estimates,5yearly,1960,43.9376676043748
921,estimates,5yearly,1965,47.1462009156772
921,estimates,5yearly,1970,49.8340302346837
921,estimates,5yearly,1975,53.1393106729934
921,estimates,5yearly,1980,55.2132153075076
921,estimates,5yearly,1985,57.3740784194573
921,estimates,5yearly,1990,59.8593324817912
921,estimates,5yearly,1995,62.0441859013957
921,estimates,5yearly,2000,64.0587610597993
921,estimates,5yearly,2005,65.9844016236507
921,estimates,5yearly,2010,67.9466018574875
921,medium_variant,5yearly,2015,69.2235404455702
921,medium_variant,5yearly,2020,70.3316162854617
921,medium_variant,5yearly,2025,71.3037506455926
921,medium_variant,5yearly,2030,72.2028145436088
921,medium_variant,5yearly,2035,73.0211082061724
921,medium_variant,5yearly,2040,73.8225758605051
921,medium_variant,5yearly,2045,74.5990009163247
921,medium_variant,5yearly,2050,75.3554314377494
921,medium_variant,5yearly,2055,76.0793385965379
921,medium_variant,5yearly,2060,76.7895232677609
921,medium_variant,5yearly,2065,77.4723364011643
921,medium_variant,5yearly,2070,78.1592056698935
921,medium_variant,5yearly,2075,78.8402421841531
921,medium_variant,5yearly,2080,79.5225113931174
921,medium_variant,5yearly,2085,80.2191653413204
921,medium_variant,5yearly,2090,80.8952049039536
921,medium_variant,5yearly,2095,81.6003900763662
921,estimates,5yearly,Regi,South-Central Asia
921,medium_variant,5yearly,Regi,South-Central Asia
