region,variant,freq,year,lifeexpectancyatbirth
957,estimates,5yearly,1950,50.3975188773723
957,estimates,5yearly,1955,53.9077284468349
957,estimates,5yearly,1960,56.079325490528
957,estimates,5yearly,1965,58.3087249643844
957,estimates,5yearly,1970,60.2833356273057
957,estimates,5yearly,1975,62.2537375072751
957,estimates,5yearly,1980,64.8083588023971
957,estimates,5yearly,1985,66.7190029212517
957,estimates,5yearly,1990,68.5062017580615
957,estimates,5yearly,1995,70.1256943488047
957,estimates,5yearly,2000,71.5804738030767
957,estimates,5yearly,2005,73.2022050391463
957,estimates,5yearly,2010,74.5412468611879
957,medium_variant,5yearly,2015,75.5570533825546
957,medium_variant,5yearly,2020,76.5252749396914
957,medium_variant,5yearly,2025,77.4492920273086
957,medium_variant,5yearly,2030,78.347508201975
957,medium_variant,5yearly,2035,79.2336222032738
957,medium_variant,5yearly,2040,80.1043707178122
957,medium_variant,5yearly,2045,80.9627674386905
957,medium_variant,5yearly,2050,81.7913318932657
957,medium_variant,5yearly,2055,82.5736818729227
957,medium_variant,5yearly,2060,83.2907361150212
957,medium_variant,5yearly,2065,83.9447264554028
957,medium_variant,5yearly,2070,84.5626620665914
957,medium_variant,5yearly,2075,85.1730104098146
957,medium_variant,5yearly,2080,85.7766627724282
957,medium_variant,5yearly,2085,86.3780662196657
957,medium_variant,5yearly,2090,86.9729855781936
957,medium_variant,5yearly,2095,87.5584128790817
