region,variant,freq,year,lifeexpectancyatbirth
923,estimates,5yearly,1950,60.3562411725449
923,estimates,5yearly,1955,65.5191340910797
923,estimates,5yearly,1960,68.3997541833108
923,estimates,5yearly,1965,69.0362122502568
923,estimates,5yearly,1970,69.1651105659132
923,estimates,5yearly,1975,68.7539596958794
923,estimates,5yearly,1980,68.6413518446679
923,estimates,5yearly,1985,69.7953329277099
923,estimates,5yearly,1990,68.3003853496306
923,estimates,5yearly,1995,67.8418895065128
923,estimates,5yearly,2000,67.9081160316533
923,estimates,5yearly,2005,69.5168378311028
923,estimates,5yearly,2010,72.2172123335152
923,medium_variant,5yearly,2015,73.0875835321933
923,medium_variant,5yearly,2020,73.9354373823801
923,medium_variant,5yearly,2025,74.7628945294469
923,medium_variant,5yearly,2030,75.5665671046593
923,medium_variant,5yearly,2035,76.356164171931
923,medium_variant,5yearly,2040,77.1243825644465
923,medium_variant,5yearly,2045,77.8762373747635
923,medium_variant,5yearly,2050,78.6172294996965
923,medium_variant,5yearly,2055,79.3473862753197
923,medium_variant,5yearly,2060,80.0612381210836
923,medium_variant,5yearly,2065,80.7827386607507
923,medium_variant,5yearly,2070,81.4837107135602
923,medium_variant,5yearly,2075,82.1665487861128
923,medium_variant,5yearly,2080,82.8255848258945
923,medium_variant,5yearly,2085,83.443763845062
923,medium_variant,5yearly,2090,84.0359203133945
923,medium_variant,5yearly,2095,84.5881459022431
923,estimates,5yearly,Regi,Eastern Europe
923,medium_variant,5yearly,Regi,Eastern Europe
