region,variant,freq,year,lifeexpectancyatbirth
954,estimates,5yearly,1950,53.4966364730744
954,estimates,5yearly,1955,55.4270762636585
954,estimates,5yearly,1960,57.6854353063426
954,estimates,5yearly,1965,59.7856210386333
954,estimates,5yearly,1970,61.9236381439596
954,estimates,5yearly,1975,63.5019267753247
954,estimates,5yearly,1980,64.5923639236887
954,estimates,5yearly,1985,65.9856270112935
954,estimates,5yearly,1990,67.547849771079
954,estimates,5yearly,1995,69.3910766732658
954,estimates,5yearly,2000,70.9219806324414
954,estimates,5yearly,2005,71.9430656082249
954,estimates,5yearly,2010,72.811810973013
954,medium_variant,5yearly,2015,73.7401564551629
954,medium_variant,5yearly,2020,74.6537353810296
954,medium_variant,5yearly,2025,75.5248180507736
954,medium_variant,5yearly,2030,76.3293973172295
954,medium_variant,5yearly,2035,77.0470552612241
954,medium_variant,5yearly,2040,77.6604396107956
954,medium_variant,5yearly,2045,78.1866870653098
954,medium_variant,5yearly,2050,78.6709492936453
954,medium_variant,5yearly,2055,79.1394719093812
954,medium_variant,5yearly,2060,79.6229740656525
954,medium_variant,5yearly,2065,80.162664074665
954,medium_variant,5yearly,2070,80.733482354886
954,medium_variant,5yearly,2075,81.3090220439263
954,medium_variant,5yearly,2080,81.8568277171648
954,medium_variant,5yearly,2085,82.3603210204264
954,medium_variant,5yearly,2090,82.8631260637622
954,medium_variant,5yearly,2095,83.380891762451
