region,variant,freq,year,lifeexpectancyatbirth
926,estimates,5yearly,1950,67.7458917558829
926,estimates,5yearly,1955,69.3472926843053
926,estimates,5yearly,1960,70.4875446021915
926,estimates,5yearly,1965,71.1128400474115
926,estimates,5yearly,1970,71.814780354309
926,estimates,5yearly,1975,72.9819665779662
926,estimates,5yearly,1980,74.1939821259697
926,estimates,5yearly,1985,75.4897117603944
926,estimates,5yearly,1990,76.5343415394382
926,estimates,5yearly,1995,77.7289277793488
926,estimates,5yearly,2000,78.9357605027417
926,estimates,5yearly,2005,80.1848537319527
926,estimates,5yearly,2010,81.077367880432
926,medium_variant,5yearly,2015,81.9196383633287
926,medium_variant,5yearly,2020,82.7216477027137
926,medium_variant,5yearly,2025,83.5074178078672
926,medium_variant,5yearly,2030,84.2471584669532
926,medium_variant,5yearly,2035,84.9211518237367
926,medium_variant,5yearly,2040,85.5567702541574
926,medium_variant,5yearly,2045,86.1573968623263
926,medium_variant,5yearly,2050,86.7578343241571
926,medium_variant,5yearly,2055,87.3520080566061
926,medium_variant,5yearly,2060,87.9434856469585
926,medium_variant,5yearly,2065,88.5209486810332
926,medium_variant,5yearly,2070,89.0958082359152
926,medium_variant,5yearly,2075,89.6772369200979
926,medium_variant,5yearly,2080,90.2566897471503
926,medium_variant,5yearly,2085,90.8453253484165
926,medium_variant,5yearly,2090,91.4311707295588
926,medium_variant,5yearly,2095,92.0093139109396
