region,variant,freq,year,lifeexpectancyatbirth
1500,estimates,5yearly,1950,34.7529596204781
1500,estimates,5yearly,1955,37.4490660191459
1500,estimates,5yearly,1960,39.5139224952966
1500,estimates,5yearly,1965,41.736135399245
1500,estimates,5yearly,1970,43.9166097186652
1500,estimates,5yearly,1975,45.8189544904844
1500,estimates,5yearly,1980,47.3804033061544
1500,estimates,5yearly,1985,48.9692733485957
1500,estimates,5yearly,1990,49.2581043985496
1500,estimates,5yearly,1995,50.84798551832
1500,estimates,5yearly,2000,53.3455601304056
1500,estimates,5yearly,2005,57.2002328837073
1500,estimates,5yearly,2010,60.5622359675284
1500,medium_variant,5yearly,2015,62.8233811155978
1500,medium_variant,5yearly,2020,64.5333114599345
1500,medium_variant,5yearly,2025,66.1289818073404
1500,medium_variant,5yearly,2030,67.578207998595
1500,medium_variant,5yearly,2035,68.8741915143606
1500,medium_variant,5yearly,2040,70.0472213202215
1500,medium_variant,5yearly,2045,71.1275761706172
1500,medium_variant,5yearly,2050,72.1321043948657
1500,medium_variant,5yearly,2055,73.046417756594
1500,medium_variant,5yearly,2060,73.8864319407719
1500,medium_variant,5yearly,2065,74.677635581921
1500,medium_variant,5yearly,2070,75.419944093954
1500,medium_variant,5yearly,2075,76.1238341398635
1500,medium_variant,5yearly,2080,76.800855170711
1500,medium_variant,5yearly,2085,77.457262140943
1500,medium_variant,5yearly,2090,78.1014878592674
1500,medium_variant,5yearly,2095,78.7417272238746
