region,variant,freq,year,lifeexpectancyatbirth
915,estimates,5yearly,1950,52.0475031080129
915,estimates,5yearly,1955,55.2600974884212
915,estimates,5yearly,1960,58.3501431438799
915,estimates,5yearly,1965,61.0089108220229
915,estimates,5yearly,1970,63.0375204436899
915,estimates,5yearly,1975,64.4652733785797
915,estimates,5yearly,1980,65.5318977337389
915,estimates,5yearly,1985,66.8315361954178
915,estimates,5yearly,1990,67.716215149653
915,estimates,5yearly,1995,68.9182557815013
915,estimates,5yearly,2000,69.959548423121
915,estimates,5yearly,2005,71.3048146274408
915,estimates,5yearly,2010,72.4454658146793
915,medium_variant,5yearly,2015,73.4318700385241
915,medium_variant,5yearly,2020,74.3693137673179
915,medium_variant,5yearly,2025,75.2623671138206
915,medium_variant,5yearly,2030,76.109061749669
915,medium_variant,5yearly,2035,76.9005562382834
915,medium_variant,5yearly,2040,77.6346288611007
915,medium_variant,5yearly,2045,78.2782929485401
915,medium_variant,5yearly,2050,78.8746575367647
915,medium_variant,5yearly,2055,79.4133599611456
915,medium_variant,5yearly,2060,79.9478349621392
915,medium_variant,5yearly,2065,80.4922009230591
915,medium_variant,5yearly,2070,81.0559681274531
915,medium_variant,5yearly,2075,81.6276633265883
915,medium_variant,5yearly,2080,82.1761496469473
915,medium_variant,5yearly,2085,82.7119854650568
915,medium_variant,5yearly,2090,83.2675546859245
915,medium_variant,5yearly,2095,83.8291437139911
