region,variant,freq,year,lifeexpectancyatbirth
916,estimates,5yearly,1950,49.1011470825775
916,estimates,5yearly,1955,53.252418009653
916,estimates,5yearly,1960,56.4709143456103
916,estimates,5yearly,1965,58.6244428151101
916,estimates,5yearly,1970,61.064881644714
916,estimates,5yearly,1975,63.5965459977574
916,estimates,5yearly,1980,65.9107014572109
916,estimates,5yearly,1985,68.2959033544125
916,estimates,5yearly,1990,70.5332776944748
916,estimates,5yearly,1995,72.5041153583629
916,estimates,5yearly,2000,73.8692563712806
916,estimates,5yearly,2005,74.8501379540268
916,estimates,5yearly,2010,75.7919733883792
916,medium_variant,5yearly,2015,76.7742284480633
916,medium_variant,5yearly,2020,77.7209350122877
916,medium_variant,5yearly,2025,78.6320745355848
916,medium_variant,5yearly,2030,79.5285455620443
916,medium_variant,5yearly,2035,80.4051632250001
916,medium_variant,5yearly,2040,81.264633650315
916,medium_variant,5yearly,2045,82.108653023791
916,medium_variant,5yearly,2050,82.9273898608092
916,medium_variant,5yearly,2055,83.6956795070754
916,medium_variant,5yearly,2060,84.4001491009556
916,medium_variant,5yearly,2065,85.0544847043904
916,medium_variant,5yearly,2070,85.6635997184446
916,medium_variant,5yearly,2075,86.2579535187535
916,medium_variant,5yearly,2080,86.8285058880577
916,medium_variant,5yearly,2085,87.3884650214947
916,medium_variant,5yearly,2090,87.9549469518054
916,medium_variant,5yearly,2095,88.5040478572463
916,estimates,5yearly,Regi,Central America
916,medium_variant,5yearly,Regi,Central America
