region,variant,freq,year,lifeexpectancyatbirth
1517,estimates,5yearly,1950,43.4335669895077
1517,estimates,5yearly,1955,45.8844123372636
1517,estimates,5yearly,1960,47.941163523005
1517,estimates,5yearly,1965,53.348458848532
1517,estimates,5yearly,1970,56.5430910387493
1517,estimates,5yearly,1975,59.0247317971125
1517,estimates,5yearly,1980,61.0110982891458
1517,estimates,5yearly,1985,62.8060291072813
1517,estimates,5yearly,1990,63.8842071090889
1517,estimates,5yearly,1995,64.9993601675733
1517,estimates,5yearly,2000,66.5063582779661
1517,estimates,5yearly,2005,68.2619266547545
1517,estimates,5yearly,2010,69.9746129061396
1517,medium_variant,5yearly,2015,71.1170203718685
1517,medium_variant,5yearly,2020,72.1127361229999
1517,medium_variant,5yearly,2025,73.0355731182284
1517,medium_variant,5yearly,2030,73.9147232877561
1517,medium_variant,5yearly,2035,74.7434514058094
1517,medium_variant,5yearly,2040,75.542431203545
1517,medium_variant,5yearly,2045,76.3024292947836
1517,medium_variant,5yearly,2050,77.0343480366111
1517,medium_variant,5yearly,2055,77.7167677630806
1517,medium_variant,5yearly,2060,78.3622997483849
1517,medium_variant,5yearly,2065,78.9767451296451
1517,medium_variant,5yearly,2070,79.5645750249849
1517,medium_variant,5yearly,2075,80.1314812800286
1517,medium_variant,5yearly,2080,80.6835047537732
1517,medium_variant,5yearly,2085,81.2340944859031
1517,medium_variant,5yearly,2090,81.7780969215939
1517,medium_variant,5yearly,2095,82.3293222421288
1517,estimates,5yearly,Regi,Middle-income countries
1517,medium_variant,5yearly,Regi,Middle-income countries
