region,variant,freq,year,lifeexpectancyatbirth
925,estimates,5yearly,1950,63.7537652508035
925,estimates,5yearly,1955,66.2623530767658
925,estimates,5yearly,1960,68.2390264219987
925,estimates,5yearly,1965,69.7913998770538
925,estimates,5yearly,1970,71.3098041538234
925,estimates,5yearly,1975,72.7371713682486
925,estimates,5yearly,1980,74.0764716417091
925,estimates,5yearly,1985,75.3122833600631
925,estimates,5yearly,1990,76.2162342864752
925,estimates,5yearly,1995,77.4769001102361
925,estimates,5yearly,2000,78.7553772352908
925,estimates,5yearly,2005,80.0159268061517
925,estimates,5yearly,2010,81.0880000296286
925,medium_variant,5yearly,2015,81.9810633840012
925,medium_variant,5yearly,2020,82.775787349204
925,medium_variant,5yearly,2025,83.5150013805065
925,medium_variant,5yearly,2030,84.2232323078246
925,medium_variant,5yearly,2035,84.9109121829251
925,medium_variant,5yearly,2040,85.5880859572998
925,medium_variant,5yearly,2045,86.2427256838806
925,medium_variant,5yearly,2050,86.8627060313878
925,medium_variant,5yearly,2055,87.4581710539394
925,medium_variant,5yearly,2060,88.0429989539361
925,medium_variant,5yearly,2065,88.6322425943925
925,medium_variant,5yearly,2070,89.2291557129579
925,medium_variant,5yearly,2075,89.8381468663097
925,medium_variant,5yearly,2080,90.4509810334694
925,medium_variant,5yearly,2085,91.0618546216842
925,medium_variant,5yearly,2090,91.6563141027695
925,medium_variant,5yearly,2095,92.2361673634808
925,estimates,5yearly,Regi,Southern Europe
925,medium_variant,5yearly,Regi,Southern Europe
