region,variant,freq,year,lifeexpectancyatbirth
1502,estimates,5yearly,1950,46.8117169197206
1502,estimates,5yearly,1955,48.5000844689369
1502,estimates,5yearly,1960,49.6253749557861
1502,estimates,5yearly,1965,57.3142614268001
1502,estimates,5yearly,1970,61.6828658888498
1502,estimates,5yearly,1975,64.4664066375437
1502,estimates,5yearly,1980,66.2017887688973
1502,estimates,5yearly,1985,67.9501696254136
1502,estimates,5yearly,1990,68.7195412963237
1502,estimates,5yearly,1995,69.7468137753092
1502,estimates,5yearly,2000,71.2854243898305
1502,estimates,5yearly,2005,72.8225737148678
1502,estimates,5yearly,2010,74.3221926400586
1502,medium_variant,5yearly,2015,75.3222436965377
1502,medium_variant,5yearly,2020,76.2052375183881
1502,medium_variant,5yearly,2025,77.0614212622448
1502,medium_variant,5yearly,2030,77.8983658462302
1502,medium_variant,5yearly,2035,78.7104429695858
1502,medium_variant,5yearly,2040,79.5233373403135
1502,medium_variant,5yearly,2045,80.3232844018869
1502,medium_variant,5yearly,2050,81.1119751396745
1502,medium_variant,5yearly,2055,81.8789574543758
1502,medium_variant,5yearly,2060,82.6130864502135
1502,medium_variant,5yearly,2065,83.3122526908962
1502,medium_variant,5yearly,2070,83.9633645023833
1502,medium_variant,5yearly,2075,84.5807972103447
1502,medium_variant,5yearly,2080,85.1694077801152
1502,medium_variant,5yearly,2085,85.7265872706623
1502,medium_variant,5yearly,2090,86.2700955513161
1502,medium_variant,5yearly,2095,86.8074858537604
