region,variant,freq,year,lifeexpectancyatbirth
931,estimates,5yearly,1950,51.9396367410041
931,estimates,5yearly,1955,54.3654577769281
931,estimates,5yearly,1960,56.6875441321912
931,estimates,5yearly,1965,58.7775129941765
931,estimates,5yearly,1970,60.943591250483
931,estimates,5yearly,1975,62.6367294952623
931,estimates,5yearly,1980,64.4598595634262
931,estimates,5yearly,1985,66.0986182509376
931,estimates,5yearly,1990,67.7843925181642
931,estimates,5yearly,1995,69.8936943884466
931,estimates,5yearly,2000,71.7366316447807
931,estimates,5yearly,2005,73.1966589260701
931,estimates,5yearly,2010,74.5013239690472
931,medium_variant,5yearly,2015,75.5745178903169
931,medium_variant,5yearly,2020,76.6064113028131
931,medium_variant,5yearly,2025,77.5965787217424
931,medium_variant,5yearly,2030,78.5593417359752
931,medium_variant,5yearly,2035,79.4966482823059
931,medium_variant,5yearly,2040,80.4073151196536
931,medium_variant,5yearly,2045,81.3037730411156
931,medium_variant,5yearly,2050,82.1597755206491
931,medium_variant,5yearly,2055,82.9478226723688
931,medium_variant,5yearly,2060,83.6766250535742
931,medium_variant,5yearly,2065,84.3597553986291
931,medium_variant,5yearly,2070,85.0011819371654
931,medium_variant,5yearly,2075,85.6225017091652
931,medium_variant,5yearly,2080,86.2173146139444
931,medium_variant,5yearly,2085,86.799263002001
931,medium_variant,5yearly,2090,87.3741278178963
931,medium_variant,5yearly,2095,87.9417903920521
931,estimates,5yearly,Regi,South America
931,medium_variant,5yearly,Regi,South America
