region,variant,freq,year,lifeexpectancyatbirth
906,estimates,5yearly,1950,45.6012770170505
906,estimates,5yearly,1955,46.6349272783702
906,estimates,5yearly,1960,46.9715979738852
906,estimates,5yearly,1965,57.02010896069
906,estimates,5yearly,1970,62.8472078908151
906,estimates,5yearly,1975,66.5233585800341
906,estimates,5yearly,1980,68.7025779622962
906,estimates,5yearly,1985,69.8910878434135
906,estimates,5yearly,1990,70.7771649277556
906,estimates,5yearly,1995,71.9294880727865
906,estimates,5yearly,2000,74.1896622339855
906,estimates,5yearly,2005,75.7404111433097
906,estimates,5yearly,2010,76.7643173421466
906,medium_variant,5yearly,2015,77.5699447986059
906,medium_variant,5yearly,2020,78.3225318057369
906,medium_variant,5yearly,2025,79.0354325023847
906,medium_variant,5yearly,2030,79.7274761045482
906,medium_variant,5yearly,2035,80.396729581498
906,medium_variant,5yearly,2040,81.0886770714886
906,medium_variant,5yearly,2045,81.7844462388166
906,medium_variant,5yearly,2050,82.4869315830205
906,medium_variant,5yearly,2055,83.20026515754
906,medium_variant,5yearly,2060,83.8978729808128
906,medium_variant,5yearly,2065,84.5674197563846
906,medium_variant,5yearly,2070,85.1962081166579
906,medium_variant,5yearly,2075,85.7980453333761
906,medium_variant,5yearly,2080,86.3790934925262
906,medium_variant,5yearly,2085,86.9288584717827
906,medium_variant,5yearly,2090,87.4665249602143
906,medium_variant,5yearly,2095,88.0135902531695
906,estimates,5yearly,Regi,Eastern Asia
906,medium_variant,5yearly,Regi,Eastern Asia
