region,variant,freq,year,lifeexpectancyatbirth
924,estimates,5yearly,1950,68.8734330559849
924,estimates,5yearly,1955,70.4921229163191
924,estimates,5yearly,1960,71.1721319447721
924,estimates,5yearly,1965,71.8550040455537
924,estimates,5yearly,1970,72.3639087043932
924,estimates,5yearly,1975,73.0423341589519
924,estimates,5yearly,1980,74.047653316215
924,estimates,5yearly,1985,74.9180470500458
924,estimates,5yearly,1990,75.663376856541
924,estimates,5yearly,1995,76.6541432713871
924,estimates,5yearly,2000,77.9304993646696
924,estimates,5yearly,2005,79.1623925146015
924,estimates,5yearly,2010,80.5302682216195
924,medium_variant,5yearly,2015,81.3777933899237
924,medium_variant,5yearly,2020,82.2167978033228
924,medium_variant,5yearly,2025,83.0486890791135
924,medium_variant,5yearly,2030,83.8381074002917
924,medium_variant,5yearly,2035,84.5501392765079
924,medium_variant,5yearly,2040,85.2055872010558
924,medium_variant,5yearly,2045,85.8323362485777
924,medium_variant,5yearly,2050,86.4451019991041
924,medium_variant,5yearly,2055,87.0291947668576
924,medium_variant,5yearly,2060,87.6240062087814
924,medium_variant,5yearly,2065,88.2135471524877
924,medium_variant,5yearly,2070,88.7909449702355
924,medium_variant,5yearly,2075,89.3721525269168
924,medium_variant,5yearly,2080,89.9474038854212
924,medium_variant,5yearly,2085,90.5149398644318
924,medium_variant,5yearly,2090,91.0838815667252
924,medium_variant,5yearly,2095,91.6516033914609
