region,variant,freq,year,lifeexpectancyatbirth
901,estimates,5yearly,1950,64.8169785472197
901,estimates,5yearly,1955,67.7228643176466
901,estimates,5yearly,1960,69.484035873074
901,estimates,5yearly,1965,70.3223799318119
901,estimates,5yearly,1970,71.12859686853
901,estimates,5yearly,1975,72.0160390241953
901,estimates,5yearly,1980,72.8530269794902
901,estimates,5yearly,1985,73.9435413946485
901,estimates,5yearly,1990,74.1578482893015
901,estimates,5yearly,1995,74.7964259965825
901,estimates,5yearly,2000,75.593193423355
901,estimates,5yearly,2005,76.9266226553338
901,estimates,5yearly,2010,78.4264435842216
901,medium_variant,5yearly,2015,79.2756371913791
901,medium_variant,5yearly,2020,80.1197137430389
901,medium_variant,5yearly,2025,80.933087144973
901,medium_variant,5yearly,2030,81.7072797904208
901,medium_variant,5yearly,2035,82.4431136905363
901,medium_variant,5yearly,2040,83.1567642784543
901,medium_variant,5yearly,2045,83.8451446078971
901,medium_variant,5yearly,2050,84.5103140597819
901,medium_variant,5yearly,2055,85.1591652613019
901,medium_variant,5yearly,2060,85.7972934923095
901,medium_variant,5yearly,2065,86.4441444670587
901,medium_variant,5yearly,2070,87.0736162887455
901,medium_variant,5yearly,2075,87.698293787272
901,medium_variant,5yearly,2080,88.2969364740559
901,medium_variant,5yearly,2085,88.8665181804441
901,medium_variant,5yearly,2090,89.4281293612502
901,medium_variant,5yearly,2095,89.9841379571062
