continent,variant,gender,freq,year,under40mortalityper1000livebirth
935,estimates,female,5yearly,1950,414.96269707026
935,estimates,male,5yearly,1950,419.377496156176
935,estimates,female,5yearly,1955,380.642414346916
935,estimates,male,5yearly,1955,384.441862566782
935,estimates,female,5yearly,1960,354.653841764647
935,estimates,male,5yearly,1960,355.042127208548
935,estimates,female,5yearly,1965,273.557596899126
935,estimates,male,5yearly,1965,282.725629798968
935,estimates,female,5yearly,1970,230.143162847938
935,estimates,male,5yearly,1970,232.546261730602
935,estimates,female,5yearly,1975,199.641330873758
935,estimates,male,5yearly,1975,204.821173096567
935,estimates,female,5yearly,1980,171.363417553001
935,estimates,male,5yearly,1980,182.390806871874
935,estimates,female,5yearly,1985,150.612860139295
935,estimates,male,5yearly,1985,159.495440490178
935,estimates,female,5yearly,1990,133.870801044485
935,estimates,male,5yearly,1990,142.653049297962
935,estimates,female,5yearly,1995,119.373082942752
935,estimates,male,5yearly,1995,129.522587395716
935,estimates,female,5yearly,2000,102.18389296995
935,estimates,male,5yearly,2000,112.13605867984
935,estimates,female,5yearly,2005,85.5937925183192
935,estimates,male,5yearly,2005,96.9404056639208
935,estimates,female,5yearly,2010,70.9449217651232
935,estimates,male,5yearly,2010,84.8958780901881
935,medium_variant,female,5yearly,2015,62.439049243905
935,medium_variant,male,5yearly,2015,76.8894622574322
935,medium_variant,female,5yearly,2020,55.2768965088045
935,medium_variant,male,5yearly,2020,69.308597954225
935,medium_variant,female,5yearly,2025,49.2426469100647
935,medium_variant,male,5yearly,2025,63.4456723041684
935,medium_variant,female,5yearly,2030,44.0331492769216
935,medium_variant,male,5yearly,2030,58.9832894717101
935,medium_variant,female,5yearly,2035,39.2936428786331
935,medium_variant,male,5yearly,2035,54.5318083819425
935,medium_variant,female,5yearly,2040,35.6342201959317
935,medium_variant,male,5yearly,2040,50.3803067738874
935,medium_variant,female,5yearly,2045,32.486159812096
935,medium_variant,male,5yearly,2045,46.5996339708304
935,medium_variant,female,5yearly,2050,29.7449201156093
935,medium_variant,male,5yearly,2050,43.317756693002
935,medium_variant,female,5yearly,2055,27.3183719092432
935,medium_variant,male,5yearly,2055,40.3600866939737
935,medium_variant,female,5yearly,2060,25.1459868265947
935,medium_variant,male,5yearly,2060,37.2878248094887
935,medium_variant,female,5yearly,2065,23.2271418286016
935,medium_variant,male,5yearly,2065,34.4049050505262
935,medium_variant,female,5yearly,2070,21.5563835457612
935,medium_variant,male,5yearly,2070,31.6023049605574
935,medium_variant,female,5yearly,2075,20.0028423844866
935,medium_variant,male,5yearly,2075,28.9081844274697
935,medium_variant,female,5yearly,2080,18.5801872168653
935,medium_variant,male,5yearly,2080,26.3783720325226
935,medium_variant,female,5yearly,2085,17.2910887708418
935,medium_variant,male,5yearly,2085,24.063222393093
935,medium_variant,female,5yearly,2090,16.1383665877416
935,medium_variant,male,5yearly,2090,21.9646341636006
935,medium_variant,female,5yearly,2095,15.0277632366882
935,medium_variant,male,5yearly,2095,19.9558979845547
935,estimates,female,5yearly,Regi,ASIA
935,estimates,male,5yearly,Regi,ASIA
935,medium_variant,female,5yearly,Regi,ASIA
935,medium_variant,male,5yearly,Regi,ASIA
