continent,variant,gender,freq,year,under40mortalityper1000livebirth
909,estimates,female,5yearly,1950,158.575730285623
909,estimates,male,5yearly,1950,194.416509778538
909,estimates,female,5yearly,1955,141.878088851368
909,estimates,male,5yearly,1955,172.89681620422
909,estimates,female,5yearly,1960,129.842302740194
909,estimates,male,5yearly,1960,158.523463682982
909,estimates,female,5yearly,1965,113.303962513413
909,estimates,male,5yearly,1965,143.444037702274
909,estimates,female,5yearly,1970,99.8742763121414
909,estimates,male,5yearly,1970,128.934182138587
909,estimates,female,5yearly,1975,87.8461106362181
909,estimates,male,5yearly,1975,116.362930272763
909,estimates,female,5yearly,1980,73.9417434405636
909,estimates,male,5yearly,1980,103.155708755624
909,estimates,female,5yearly,1985,70.8258123568133
909,estimates,male,5yearly,1985,98.4094306916995
909,estimates,female,5yearly,1990,63.5630507686216
909,estimates,male,5yearly,1990,89.0854413012706
909,estimates,female,5yearly,1995,60.9869628031089
909,estimates,male,5yearly,1995,84.424542126887
909,estimates,female,5yearly,2000,56.3644027533663
909,estimates,male,5yearly,2000,75.9131664536583
909,estimates,female,5yearly,2005,50.2078656609709
909,estimates,male,5yearly,2005,67.4428465336918
909,estimates,female,5yearly,2010,46.6742669753538
909,estimates,male,5yearly,2010,61.9093771067785
909,medium_variant,female,5yearly,2015,42.5160683879162
909,medium_variant,male,5yearly,2015,56.762893824855
909,medium_variant,female,5yearly,2020,38.9930061612516
909,medium_variant,male,5yearly,2020,52.835248757186
909,medium_variant,female,5yearly,2025,36.205979880709
909,medium_variant,male,5yearly,2025,50.0218010912684
909,medium_variant,female,5yearly,2030,33.8047722404758
909,medium_variant,male,5yearly,2030,47.3710908111121
909,medium_variant,female,5yearly,2035,31.2359989291285
909,medium_variant,male,5yearly,2035,44.7299879562972
909,medium_variant,female,5yearly,2040,28.4939350635784
909,medium_variant,male,5yearly,2040,41.656595782515
909,medium_variant,female,5yearly,2045,25.9470211519505
909,medium_variant,male,5yearly,2045,38.9134702516779
909,medium_variant,female,5yearly,2050,23.7022790188915
909,medium_variant,male,5yearly,2050,36.6048563110725
909,medium_variant,female,5yearly,2055,21.7661150109586
909,medium_variant,male,5yearly,2055,34.4115875217396
909,medium_variant,female,5yearly,2060,19.9487638826872
909,medium_variant,male,5yearly,2060,32.1862751866597
909,medium_variant,female,5yearly,2065,18.5081103392897
909,medium_variant,male,5yearly,2065,30.0628385553295
909,medium_variant,female,5yearly,2070,17.1359712157969
909,medium_variant,male,5yearly,2070,27.8446746081577
909,medium_variant,female,5yearly,2075,15.7834010953657
909,medium_variant,male,5yearly,2075,25.5372302472636
909,medium_variant,female,5yearly,2080,14.4894853309944
909,medium_variant,male,5yearly,2080,23.7430754838168
909,medium_variant,female,5yearly,2085,13.3821788773603
909,medium_variant,male,5yearly,2085,21.9613273545602
909,medium_variant,female,5yearly,2090,12.4081178883643
909,medium_variant,male,5yearly,2090,20.2671146163939
909,medium_variant,female,5yearly,2095,11.4960882157349
909,medium_variant,male,5yearly,2095,18.539377104547
909,estimates,female,5yearly,Regi,OCEANIA
909,estimates,male,5yearly,Regi,OCEANIA
909,medium_variant,female,5yearly,Regi,OCEANIA
909,medium_variant,male,5yearly,Regi,OCEANIA
