continent,variant,gender,freq,year,under40mortalityper1000livebirth
905,estimates,female,5yearly,1950,65.2386839156285
905,estimates,male,5yearly,1950,96.3270416321564
905,estimates,female,5yearly,1955,56.7349465506088
905,estimates,male,5yearly,1955,87.3207588519518
905,estimates,female,5yearly,1960,53.1457328471058
905,estimates,male,5yearly,1960,83.2648338378453
905,estimates,female,5yearly,1965,50.3815250190373
905,estimates,male,5yearly,1965,84.1461679362903
905,estimates,female,5yearly,1970,44.5377620091327
905,estimates,male,5yearly,1970,78.6131955719713
905,estimates,female,5yearly,1975,36.7720286082149
905,estimates,male,5yearly,1975,68.1747243454189
905,estimates,female,5yearly,1980,31.3941467541744
905,estimates,male,5yearly,1980,59.8020353554036
905,estimates,female,5yearly,1985,29.8892037268736
905,estimates,male,5yearly,1985,60.2347569117504
905,estimates,female,5yearly,1990,28.1043835546521
905,estimates,male,5yearly,1990,58.9934416586466
905,estimates,female,5yearly,1995,25.5755658902135
905,estimates,male,5yearly,1995,48.3236629414667
905,estimates,female,5yearly,2000,24.3112891212053
905,estimates,male,5yearly,2000,44.6623477642646
905,estimates,female,5yearly,2005,23.2295673874814
905,estimates,male,5yearly,2005,42.9144670442214
905,estimates,female,5yearly,2010,21.8691478632019
905,estimates,male,5yearly,2010,39.6598004055193
905,medium_variant,female,5yearly,2015,20.362868192556
905,medium_variant,male,5yearly,2015,36.7667925119979
905,medium_variant,female,5yearly,2020,18.9603184257175
905,medium_variant,male,5yearly,2020,33.9398367590749
905,medium_variant,female,5yearly,2025,17.6360332378447
905,medium_variant,male,5yearly,2025,31.3360395141604
905,medium_variant,female,5yearly,2030,16.474035388061
905,medium_variant,male,5yearly,2030,28.8050151969832
905,medium_variant,female,5yearly,2035,15.3463886059665
905,medium_variant,male,5yearly,2035,26.3729519414329
905,medium_variant,female,5yearly,2040,14.2634603392792
905,medium_variant,male,5yearly,2040,24.1189419012421
905,medium_variant,female,5yearly,2045,13.2637966799286
905,medium_variant,male,5yearly,2045,22.1134540200383
905,medium_variant,female,5yearly,2050,12.3155674065075
905,medium_variant,male,5yearly,2050,20.4776238609057
905,medium_variant,female,5yearly,2055,11.4444076065939
905,medium_variant,male,5yearly,2055,19.0069153287518
905,medium_variant,female,5yearly,2060,10.5906198429542
905,medium_variant,male,5yearly,2060,17.7729517485127
905,medium_variant,female,5yearly,2065,9.76995670519754
905,medium_variant,male,5yearly,2065,16.556485345664
905,medium_variant,female,5yearly,2070,9.00090500927264
905,medium_variant,male,5yearly,2070,15.4909452035922
905,medium_variant,female,5yearly,2075,8.27941677395483
905,medium_variant,male,5yearly,2075,14.4133112352343
905,medium_variant,female,5yearly,2080,7.55143910342759
905,medium_variant,male,5yearly,2080,13.3896625832362
905,medium_variant,female,5yearly,2085,6.86654530606279
905,medium_variant,male,5yearly,2085,12.4487432505865
905,medium_variant,female,5yearly,2090,6.22285562694525
905,medium_variant,male,5yearly,2090,11.4506854727976
905,medium_variant,female,5yearly,2095,5.64275955872584
905,medium_variant,male,5yearly,2095,10.5805537592263
905,estimates,female,5yearly,Regi,NORTHERN AMERICA
905,estimates,male,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,female,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,male,5yearly,Regi,NORTHERN AMERICA
