continent,variant,gender,freq,year,under40mortalityper1000livebirth
908,estimates,female,5yearly,1950,133.722974954981
908,estimates,male,5yearly,1950,167.611414033379
908,estimates,female,5yearly,1955,92.1893109637425
908,estimates,male,5yearly,1955,125.038417407978
908,estimates,female,5yearly,1960,67.8631645590243
908,estimates,male,5yearly,1960,102.626169489352
908,estimates,female,5yearly,1965,56.1876749715261
908,estimates,male,5yearly,1965,93.6180925361747
908,estimates,female,5yearly,1970,49.2586265655181
908,estimates,male,5yearly,1970,89.0608596167788
908,estimates,female,5yearly,1975,44.8616726422668
908,estimates,male,5yearly,1975,85.972910715985
908,estimates,female,5yearly,1980,40.0271472409802
908,estimates,male,5yearly,1980,80.3253296234054
908,estimates,female,5yearly,1985,35.2429656152432
908,estimates,male,5yearly,1985,69.6603213626604
908,estimates,female,5yearly,1990,33.6798990264732
908,estimates,male,5yearly,1990,76.8299216472231
908,estimates,female,5yearly,1995,31.1050494314097
908,estimates,male,5yearly,1995,72.8550267844231
908,estimates,female,5yearly,2000,28.2354709016464
908,estimates,male,5yearly,2000,68.2142983660881
908,estimates,female,5yearly,2005,25.1927585933914
908,estimates,male,5yearly,2005,60.7086838357313
908,estimates,female,5yearly,2010,21.3890640340767
908,estimates,male,5yearly,2010,49.1667879584472
908,medium_variant,female,5yearly,2015,19.3337932129962
908,medium_variant,male,5yearly,2015,44.4627932396873
908,medium_variant,female,5yearly,2020,17.4235188218862
908,medium_variant,male,5yearly,2020,39.1638621965362
908,medium_variant,female,5yearly,2025,15.4515386010649
908,medium_variant,male,5yearly,2025,33.4016274250476
908,medium_variant,female,5yearly,2030,13.8077272838569
908,medium_variant,male,5yearly,2030,28.6832696948106
908,medium_variant,female,5yearly,2035,12.7743835840053
908,medium_variant,male,5yearly,2035,25.8795855516121
908,medium_variant,female,5yearly,2040,11.9787948077451
908,medium_variant,male,5yearly,2040,24.5163723109287
908,medium_variant,female,5yearly,2045,11.2368539273131
908,medium_variant,male,5yearly,2045,22.9988067567677
908,medium_variant,female,5yearly,2050,10.3550556755245
908,medium_variant,male,5yearly,2050,20.9968402547106
908,medium_variant,female,5yearly,2055,9.40956503346435
908,medium_variant,male,5yearly,2055,18.8221881380759
908,medium_variant,female,5yearly,2060,8.57931584002936
908,medium_variant,male,5yearly,2060,16.9013945759607
908,medium_variant,female,5yearly,2065,7.85568712857387
908,medium_variant,male,5yearly,2065,15.254613364525
908,medium_variant,female,5yearly,2070,7.26554091193143
908,medium_variant,male,5yearly,2070,13.9021438335707
908,medium_variant,female,5yearly,2075,6.74680651473458
908,medium_variant,male,5yearly,2075,12.7053251292882
908,medium_variant,female,5yearly,2080,6.26121637852195
908,medium_variant,male,5yearly,2080,11.5600129780258
908,medium_variant,female,5yearly,2085,5.75717030883183
908,medium_variant,male,5yearly,2085,10.4630939652697
908,medium_variant,female,5yearly,2090,5.24417168238733
908,medium_variant,male,5yearly,2090,9.46898983197575
908,medium_variant,female,5yearly,2095,4.79127016438319
908,medium_variant,male,5yearly,2095,8.65444666833226
908,estimates,female,5yearly,Regi,EUROPE
908,estimates,male,5yearly,Regi,EUROPE
908,medium_variant,female,5yearly,Regi,EUROPE
908,medium_variant,male,5yearly,Regi,EUROPE
