variant,continent,year,childdependencyratio2069
estimates,905,1950,56.499
estimates,905,1951,57.46
estimates,905,1952,58.45
estimates,905,1953,59.652
estimates,905,1954,61.072
estimates,905,1955,62.624
estimates,905,1956,63.984
estimates,905,1957,65.419
estimates,905,1958,66.777
estimates,905,1959,67.927
estimates,905,1960,68.816
estimates,905,1961,70.058
estimates,905,1962,70.918
estimates,905,1963,71.412
estimates,905,1964,71.581
estimates,905,1965,71.449
estimates,905,1966,70.996
estimates,905,1967,70.297
estimates,905,1968,69.437
estimates,905,1969,68.469
estimates,905,1970,67.397
estimates,905,1971,66.001
estimates,905,1972,64.558
estimates,905,1973,63.032
estimates,905,1974,61.383
estimates,905,1975,59.629
estimates,905,1976,58.404
estimates,905,1977,57.051
estimates,905,1978,55.621
estimates,905,1979,54.196
estimates,905,1980,52.83
estimates,905,1981,51.536
estimates,905,1982,50.292
estimates,905,1983,49.145
estimates,905,1984,48.126
estimates,905,1985,47.248
estimates,905,1986,46.741
estimates,905,1987,46.321
estimates,905,1988,45.98
estimates,905,1989,45.709
estimates,905,1990,45.493
estimates,905,1991,45.481
estimates,905,1992,45.532
estimates,905,1993,45.604
estimates,905,1994,45.637
estimates,905,1995,45.598
estimates,905,1996,45.641
estimates,905,1997,45.536
estimates,905,1998,45.337
estimates,905,1999,45.102
estimates,905,2000,44.842
estimates,905,2001,44.489
estimates,905,2002,44.169
estimates,905,2003,43.827
estimates,905,2004,43.4
estimates,905,2005,42.882
estimates,905,2006,42.623
estimates,905,2007,42.268
estimates,905,2008,41.851
estimates,905,2009,41.418
estimates,905,2010,40.989
estimates,905,2011,40.602
estimates,905,2012,40.084
estimates,905,2013,39.491
estimates,905,2014,38.926
estimates,905,2015,38.477
medium_variant,905,2015,38.477
medium_variant,905,2016,38.255
medium_variant,905,2017,38.246
medium_variant,905,2018,38.359
medium_variant,905,2019,38.463
medium_variant,905,2020,38.49
medium_variant,905,2021,38.679
medium_variant,905,2022,38.762
medium_variant,905,2023,38.777
medium_variant,905,2024,38.787
medium_variant,905,2025,38.816
medium_variant,905,2026,38.887
medium_variant,905,2027,38.95
medium_variant,905,2028,39.012
medium_variant,905,2029,39.076
medium_variant,905,2030,39.147
medium_variant,905,2031,39.314
medium_variant,905,2032,39.494
medium_variant,905,2033,39.658
medium_variant,905,2034,39.769
medium_variant,905,2035,39.807
medium_variant,905,2036,39.865
medium_variant,905,2037,39.849
medium_variant,905,2038,39.775
medium_variant,905,2039,39.671
medium_variant,905,2040,39.552
medium_variant,905,2041,39.513
medium_variant,905,2042,39.45
medium_variant,905,2043,39.365
medium_variant,905,2044,39.258
medium_variant,905,2045,39.131
medium_variant,905,2046,39.066
medium_variant,905,2047,38.98
medium_variant,905,2048,38.884
