variant,continent,year,childdependencyratio2069
estimates,909,1950,64.178
estimates,909,1951,65.307
estimates,909,1952,66.347
estimates,909,1953,67.549
estimates,909,1954,68.898
estimates,909,1955,70.265
estimates,909,1956,71.569
estimates,909,1957,72.975
estimates,909,1958,74.3
estimates,909,1959,75.412
estimates,909,1960,76.289
estimates,909,1961,77.52
estimates,909,1962,78.421
estimates,909,1963,79.009
estimates,909,1964,79.322
estimates,909,1965,79.383
estimates,909,1966,79.421
estimates,909,1967,79.079
estimates,909,1968,78.468
estimates,909,1969,77.757
estimates,909,1970,77.074
estimates,909,1971,76.631
estimates,909,1972,76.331
estimates,909,1973,76
estimates,909,1974,75.418
estimates,909,1975,74.516
estimates,909,1976,74.067
estimates,909,1977,73.149
estimates,909,1978,71.989
estimates,909,1979,70.877
estimates,909,1980,69.942
estimates,909,1981,68.634
estimates,909,1982,67.646
estimates,909,1983,66.843
estimates,909,1984,66.009
estimates,909,1985,65.068
estimates,909,1986,64.455
estimates,909,1987,63.67
estimates,909,1988,62.809
estimates,909,1989,61.99
estimates,909,1990,61.239
estimates,909,1991,60.434
estimates,909,1992,59.683
estimates,909,1993,59.005
estimates,909,1994,58.399
estimates,909,1995,57.871
estimates,909,1996,57.483
estimates,909,1997,57.179
estimates,909,1998,56.951
estimates,909,1999,56.76
estimates,909,2000,56.548
estimates,909,2001,56.224
estimates,909,2002,55.793
estimates,909,2003,55.27
estimates,909,2004,54.715
estimates,909,2005,54.197
estimates,909,2006,53.869
estimates,909,2007,53.531
estimates,909,2008,53.146
estimates,909,2009,52.669
estimates,909,2010,52.102
estimates,909,2011,51.914
estimates,909,2012,51.572
estimates,909,2013,51.137
estimates,909,2014,50.718
estimates,909,2015,50.382
medium_variant,909,2015,50.382
medium_variant,909,2016,50.247
medium_variant,909,2017,50.253
medium_variant,909,2018,50.337
medium_variant,909,2019,50.4
medium_variant,909,2020,50.392
medium_variant,909,2021,50.508
medium_variant,909,2022,50.539
medium_variant,909,2023,50.495
medium_variant,909,2024,50.405
medium_variant,909,2025,50.278
medium_variant,909,2026,50.144
medium_variant,909,2027,49.969
medium_variant,909,2028,49.76
medium_variant,909,2029,49.523
medium_variant,909,2030,49.268
medium_variant,909,2031,49.111
