variant,continent,year,childdependencyratio2069
estimates,904,1950,105.236
estimates,904,1951,105.997
estimates,904,1952,106.878
estimates,904,1953,107.748
estimates,904,1954,108.473
estimates,904,1955,109.024
estimates,904,1956,110.237
estimates,904,1957,111.11
estimates,904,1958,111.821
estimates,904,1959,112.56
estimates,904,1960,113.408
estimates,904,1961,114.366
estimates,904,1962,115.453
estimates,904,1963,116.53
estimates,904,1964,117.377
estimates,904,1965,117.887
estimates,904,1966,118.81
estimates,904,1967,119.24
estimates,904,1968,119.276
estimates,904,1969,119.063
estimates,904,1970,118.661
estimates,904,1971,118.064
estimates,904,1972,117.33
estimates,904,1973,116.462
estimates,904,1974,115.441
estimates,904,1975,114.287
estimates,904,1976,113.345
estimates,904,1977,112.289
estimates,904,1978,111.118
estimates,904,1979,109.825
estimates,904,1980,108.401
estimates,904,1981,107.025
estimates,904,1982,105.493
estimates,904,1983,103.882
estimates,904,1984,102.261
estimates,904,1985,100.659
estimates,904,1986,99.084
estimates,904,1987,97.509
estimates,904,1988,95.944
estimates,904,1989,94.376
estimates,904,1990,92.793
estimates,904,1991,91.243
estimates,904,1992,89.669
estimates,904,1993,88.082
estimates,904,1994,86.493
estimates,904,1995,84.908
estimates,904,1996,83.356
estimates,904,1997,81.854
estimates,904,1998,80.374
estimates,904,1999,78.884
estimates,904,2000,77.37
estimates,904,2001,75.901
estimates,904,2002,74.393
estimates,904,2003,72.88
estimates,904,2004,71.392
estimates,904,2005,69.939
estimates,904,2006,68.482
estimates,904,2007,67.015
estimates,904,2008,65.568
estimates,904,2009,64.175
estimates,904,2010,62.855
estimates,904,2011,61.55
estimates,904,2012,60.37
estimates,904,2013,59.262
estimates,904,2014,58.158
estimates,904,2015,57.028
medium_variant,904,2015,57.028
medium_variant,904,2016,56.025
medium_variant,904,2017,54.967
medium_variant,904,2018,53.895
medium_variant,904,2019,52.863
medium_variant,904,2020,51.892
medium_variant,904,2021,50.957
medium_variant,904,2022,50.067
medium_variant,904,2023,49.228
medium_variant,904,2024,48.436
medium_variant,904,2025,47.692
medium_variant,904,2026,47.024
medium_variant,904,2027,46.405
medium_variant,904,2028,45.821
medium_variant,904,2029,45.256
medium_variant,904,2030,44.699
medium_variant,904,2031,44.172
medium_variant,904,2032,43.65
medium_variant,904,2033,43.134
medium_variant,904,2034,42.626
medium_variant,904,2035,42.13
medium_variant,904,2036,41.667
medium_variant,904,2037,41.211
medium_variant,904,2038,40.763
medium_variant,904,2039,40.327
medium_variant,904,2040,39.902
medium_variant,904,2041,39.511
medium_variant,904,2042,39.128
medium_variant,904,2043,38.76
medium_variant,904,2044,38.409
medium_variant,904,2045,38.078
medium_variant,904,2046,37.785
medium_variant,904,2047,37.507
medium_variant,904,2048,37.247
medium_variant,904,2049,37.003
medium_variant,904,2050,36.774
medium_variant,904,2051,36.577
medium_variant,904,2052,36.392
medium_variant,904,2053,36.217
medium_variant,904,2054,36.052
medium_variant,904,2055,35.896
medium_variant,904,2056,35.763
medium_variant,904,2057,35.636
medium_variant,904,2058,35.514
medium_variant,904,2059,35.397
medium_variant,904,2060,35.283
medium_variant,904,2061,35.188
medium_variant,904,2062,35.093
medium_variant,904,2063,35.001
