continent,variant,freq,year,lifeexpectancyat15
905,estimates,5yearly,1950,56.6385681393702
905,estimates,5yearly,1955,57.3018958342224
905,estimates,5yearly,1960,57.5793464004562
905,estimates,5yearly,1965,57.6451528928709
905,estimates,5yearly,1970,58.334991644247
905,estimates,5yearly,1975,59.7933485295454
905,estimates,5yearly,1980,60.7076969441164
905,estimates,5yearly,1985,61.1645559983304
905,estimates,5yearly,1990,61.7905879508333
905,estimates,5yearly,1995,62.4879892907393
905,estimates,5yearly,2000,63.1615955114626
905,estimates,5yearly,2005,64.1218682604851
905,estimates,5yearly,2010,64.8073626934831
905,medium_variant,5yearly,2015,65.4814031446246
905,medium_variant,5yearly,2020,66.1844264143438
905,medium_variant,5yearly,2025,66.8743248069634
905,medium_variant,5yearly,2030,67.5807907369731
905,medium_variant,5yearly,2035,68.2936985304197
905,medium_variant,5yearly,2040,68.9835227653251
905,medium_variant,5yearly,2045,69.6483644398373
905,medium_variant,5yearly,2050,70.2594062917069
905,medium_variant,5yearly,2055,70.8391453474147
905,medium_variant,5yearly,2060,71.3586956097684
905,medium_variant,5yearly,2065,71.9049575995686
905,medium_variant,5yearly,2070,72.4271894013413
905,medium_variant,5yearly,2075,72.9553324725035
905,medium_variant,5yearly,2080,73.4787346696154
905,medium_variant,5yearly,2085,73.9931530396738
905,medium_variant,5yearly,2090,74.5229101229184
905,medium_variant,5yearly,2095,75.0329236416112
