continent,variant,freq,year,lifeexpectancyat15
904,estimates,5yearly,1950,49.5646531575317
904,estimates,5yearly,1955,51.1960726023319
904,estimates,5yearly,1960,52.5784323098118
904,estimates,5yearly,1965,53.6144756295758
904,estimates,5yearly,1970,54.5651854316863
904,estimates,5yearly,1975,55.0956732503429
904,estimates,5yearly,1980,55.7516105186061
904,estimates,5yearly,1985,56.4366950620248
904,estimates,5yearly,1990,57.3145148048557
904,estimates,5yearly,1995,58.7704274717223
904,estimates,5yearly,2000,59.8992021162059
904,estimates,5yearly,2005,60.8440192316064
904,estimates,5yearly,2010,61.7885961684476
904,medium_variant,5yearly,2015,62.5793356097093
904,medium_variant,5yearly,2020,63.3553282528366
904,medium_variant,5yearly,2025,64.139413346532
904,medium_variant,5yearly,2030,64.931134869922
904,medium_variant,5yearly,2035,65.7185095973015
904,medium_variant,5yearly,2040,66.4850916413291
904,medium_variant,5yearly,2045,67.2629956714848
904,medium_variant,5yearly,2050,68.0230104864078
904,medium_variant,5yearly,2055,68.7275865950908
904,medium_variant,5yearly,2060,69.3764958371954
904,medium_variant,5yearly,2065,69.9840454575524
904,medium_variant,5yearly,2070,70.565177348508
904,medium_variant,5yearly,2075,71.1234460889519
904,medium_variant,5yearly,2080,71.6690176822104
904,medium_variant,5yearly,2085,72.206146814073
904,medium_variant,5yearly,2090,72.7423868068805
904,medium_variant,5yearly,2095,73.2716657244119
