continent,variant,freq,year,lifeexpectancyat15
935,estimates,5yearly,1950,43.271147305723
935,estimates,5yearly,1955,44.5350873869134
935,estimates,5yearly,1960,45.9712844821272
935,estimates,5yearly,1965,50.0736134487207
935,estimates,5yearly,1970,52.4291922130084
935,estimates,5yearly,1975,54.0667190073513
935,estimates,5yearly,1980,55.0467264243739
935,estimates,5yearly,1985,55.9866475626609
935,estimates,5yearly,1990,56.8254713927964
935,estimates,5yearly,1995,57.5713307664906
935,estimates,5yearly,2000,58.5572864279465
935,estimates,5yearly,2005,59.3348175762369
935,estimates,5yearly,2010,60.0668525830096
935,medium_variant,5yearly,2015,60.7110314989012
935,medium_variant,5yearly,2020,61.3166547083953
935,medium_variant,5yearly,2025,61.8558838539234
935,medium_variant,5yearly,2030,62.3804911659852
935,medium_variant,5yearly,2035,62.8829480673704
935,medium_variant,5yearly,2040,63.3847436110966
935,medium_variant,5yearly,2045,63.8927438072089
935,medium_variant,5yearly,2050,64.3978615718247
935,medium_variant,5yearly,2055,64.9069520232202
935,medium_variant,5yearly,2060,65.3931676402388
935,medium_variant,5yearly,2065,65.8907689116301
935,medium_variant,5yearly,2070,66.3967720802786
935,medium_variant,5yearly,2075,66.9072565977684
935,medium_variant,5yearly,2080,67.4333377151189
935,medium_variant,5yearly,2085,67.9820052367479
935,medium_variant,5yearly,2090,68.5501668034283
935,medium_variant,5yearly,2095,69.1263174878662
935,estimates,5yearly,Regi,ASIA
935,medium_variant,5yearly,Regi,ASIA
