variant,country,year,potentialsupport2069_65
estimates,100,1950,15.525
estimates,100,1951,15.185
estimates,100,1952,14.917
estimates,100,1953,14.693
estimates,100,1954,14.505
estimates,100,1955,14.357
estimates,100,1956,13.91
estimates,100,1957,13.534
estimates,100,1958,13.235
estimates,100,1959,13.03
estimates,100,1960,12.918
estimates,100,1961,12.723
estimates,100,1962,12.61
estimates,100,1963,12.534
estimates,100,1964,12.446
estimates,100,1965,12.323
estimates,100,1966,12.094
estimates,100,1967,11.871
estimates,100,1968,11.648
estimates,100,1969,11.422
estimates,100,1970,11.187
estimates,100,1971,10.878
estimates,100,1972,10.6
estimates,100,1973,10.337
estimates,100,1974,10.083
estimates,100,1975,9.837
estimates,100,1976,9.499
estimates,100,1977,9.213
estimates,100,1978,8.967
estimates,100,1979,8.75
estimates,100,1980,8.554
estimates,100,1981,8.303
estimates,100,1982,8.069
estimates,100,1983,7.89
estimates,100,1984,7.818
estimates,100,1985,7.873
estimates,100,1986,7.915
estimates,100,1987,8.082
estimates,100,1988,8.297
estimates,100,1989,8.44
estimates,100,1990,8.442
estimates,100,1991,8.155
estimates,100,1992,7.803
estimates,100,1993,7.445
estimates,100,1994,7.142
estimates,100,1995,6.913
estimates,100,1996,6.68
estimates,100,1997,6.509
estimates,100,1998,6.38
estimates,100,1999,6.273
estimates,100,2000,6.179
estimates,100,2001,6.004
estimates,100,2002,5.852
estimates,100,2003,5.727
estimates,100,2004,5.639
estimates,100,2005,5.591
estimates,100,2006,5.507
estimates,100,2007,5.456
estimates,100,2008,5.431
estimates,100,2009,5.419
estimates,100,2010,5.41
estimates,100,2011,5.345
estimates,100,2012,5.294
estimates,100,2013,5.244
estimates,100,2014,5.181
estimates,100,2015,5.103
medium_variant,100,2015,5.103
medium_variant,100,2016,4.958
medium_variant,100,2017,4.811
medium_variant,100,2018,4.669
medium_variant,100,2019,4.546
medium_variant,100,2020,4.446
medium_variant,100,2021,4.322
medium_variant,100,2022,4.222
medium_variant,100,2023,4.14
medium_variant,100,2024,4.072
medium_variant,100,2025,4.016
medium_variant,100,2026,3.939
medium_variant,100,2027,3.876
medium_variant,100,2028,3.827
medium_variant,100,2029,3.791
medium_variant,100,2030,3.768
medium_variant,100,2031,3.726
medium_variant,100,2032,3.697
medium_variant,100,2033,3.676
medium_variant,100,2034,3.66
medium_variant,100,2035,3.646
medium_variant,100,2036,3.603
medium_variant,100,2037,3.565
medium_variant,100,2038,3.529
medium_variant,100,2039,3.492
medium_variant,100,2040,3.452
medium_variant,100,2041,3.382
medium_variant,100,2042,3.311
medium_variant,100,2043,3.243
medium_variant,100,2044,3.179
medium_variant,100,2045,3.123
medium_variant,100,2046,3.049
medium_variant,100,2047,2.981
medium_variant,100,2048,2.919
medium_variant,100,2049,2.865
medium_variant,100,2050,2.818
medium_variant,100,2051,2.763
medium_variant,100,2052,2.716
medium_variant,100,2053,2.675
medium_variant,100,2054,2.636
medium_variant,100,2055,2.597
medium_variant,100,2056,2.547
medium_variant,100,2057,2.499
medium_variant,100,2058,2.456
medium_variant,100,2059,2.425
medium_variant,100,2060,2.412
medium_variant,100,2061,2.405
medium_variant,100,2062,2.412
medium_variant,100,2063,2.433
medium_variant,100,2064,2.463
medium_variant,100,2065,2.502
medium_variant,100,2066,2.539
medium_variant,100,2067,2.584
medium_variant,100,2068,2.634
medium_variant,100,2069,2.69
medium_variant,100,2070,2.75
medium_variant,100,2071,2.798
medium_variant,100,2072,2.846
medium_variant,100,2073,2.892
medium_variant,100,2074,2.932
medium_variant,100,2075,2.962
medium_variant,100,2076,2.963
medium_variant,100,2077,2.951
medium_variant,100,2078,2.93
medium_variant,100,2079,2.908
medium_variant,100,2080,2.893
medium_variant,100,2081,2.87
medium_variant,100,2082,2.848
medium_variant,100,2083,2.827
medium_variant,100,2084,2.807
medium_variant,100,2085,2.787
medium_variant,100,2086,2.757
medium_variant,100,2087,2.726
medium_variant,100,2088,2.695
medium_variant,100,2089,2.665
medium_variant,100,2090,2.637
medium_variant,100,2091,2.615
medium_variant,100,2092,2.595
medium_variant,100,2093,2.578
medium_variant,100,2094,2.563
medium_variant,100,2095,2.551
medium_variant,100,2096,2.548
medium_variant,100,2097,2.548
medium_variant,100,2098,2.549
medium_variant,100,2099,2.551
medium_variant,100,2100,2.554
high_variant,100,2015,5.10338235278696
low_variant,100,2015,5.10338235278696
constant_fertility,100,2015,5.10338235278696
instant_replacement,100,2015,5.10338235278696
zero_migration,100,2015,5.10338235278696
constant_mortality,100,2015,5.10338235278696
no_change,100,2015,5.10338235278696
high_variant,100,2020,4.44646190345477
low_variant,100,2020,4.44646190345477
constant_fertility,100,2020,4.44646190345477
instant_replacement,100,2020,4.44646190345477
zero_migration,100,2020,4.48214773913171
constant_mortality,100,2020,4.48868296752676
no_change,100,2020,4.48868296752676
high_variant,100,2025,4.01615219053955
low_variant,100,2025,4.01615219053955
constant_fertility,100,2025,4.01615219053955
instant_replacement,100,2025,4.01615219053955
zero_migration,100,2025,4.08937382841346
constant_mortality,100,2025,4.12043892481764
no_change,100,2025,4.12043892481764
high_variant,100,2030,3.76792749530782
low_variant,100,2030,3.76792749530782
constant_fertility,100,2030,3.76792749530782
instant_replacement,100,2030,3.76792749530782
zero_migration,100,2030,3.87823001746804
constant_mortality,100,2030,3.94784021397261
no_change,100,2030,3.94784021397261
high_variant,100,2035,3.64569162030675
low_variant,100,2035,3.64569162030675
constant_fertility,100,2035,3.64569162030675
instant_replacement,100,2035,3.64569162030675
zero_migration,100,2035,3.79542860202183
constant_mortality,100,2035,3.91762073532352
no_change,100,2035,3.91762073532352
high_variant,100,2040,3.50185926676885
low_variant,100,2040,3.40290190305962
constant_fertility,100,2040,3.42352408944158
instant_replacement,100,2040,3.55034103437931
zero_migration,100,2040,3.64272646294313
constant_mortality,100,2040,3.80710413359078
no_change,100,2040,3.77489905896295
high_variant,100,2045,3.2397936534808
low_variant,100,2045,3.0060436769934
constant_fertility,100,2045,3.05494799014352
instant_replacement,100,2045,3.29251923330136
zero_migration,100,2045,3.3490958108204
constant_mortality,100,2045,3.5334549937706
no_change,100,2045,3.45538412493941
high_variant,100,2050,3.00586936924079
low_variant,100,2050,2.62925642071609
constant_fertility,100,2050,2.71647373747326
instant_replacement,100,2050,3.04016751735994
zero_migration,100,2050,3.07835577328382
constant_mortality,100,2050,3.28081162269682
no_change,100,2050,3.16097724744311
high_variant,100,2055,2.85429783852687
low_variant,100,2055,2.34047202556023
constant_fertility,100,2055,2.46668947516541
instant_replacement,100,2055,2.86847221685732
zero_migration,100,2055,2.89036382136228
constant_mortality,100,2055,3.12522734919928
no_change,100,2055,2.96516555568691
high_variant,100,2060,2.74257247464138
low_variant,100,2060,2.08463154395571
constant_fertility,100,2060,2.24440032688037
instant_replacement,100,2060,2.73502744779379
zero_migration,100,2060,2.72781867458403
constant_mortality,100,2060,3.00798094343739
no_change,100,2060,2.79459178737088
high_variant,100,2065,2.95016806941137
low_variant,100,2065,2.06643890811872
constant_fertility,100,2065,2.2659975884389
instant_replacement,100,2065,2.92003955280139
zero_migration,100,2065,2.83905357706546
constant_mortality,100,2065,3.2652944539737
no_change,100,2065,2.94987297323538
high_variant,100,2070,3.3775059176293
low_variant,100,2070,2.1564719110988
constant_fertility,100,2070,2.40943691632703
instant_replacement,100,2070,3.32028809822083
zero_migration,100,2070,3.08693385857162
constant_mortality,100,2070,3.76595001602051
no_change,100,2070,3.28819609099647
high_variant,100,2075,3.81717226469287
low_variant,100,2075,2.18103088415793
constant_fertility,100,2075,2.49865859205124
instant_replacement,100,2075,3.71694236244805
zero_migration,100,2075,3.27887245866027
constant_mortality,100,2075,4.21005922639001
no_change,100,2075,3.53449502001993
high_variant,100,2080,3.94445331021707
low_variant,100,2080,1.96270587919881
constant_fertility,100,2080,2.33325077525862
instant_replacement,100,2080,3.78305142304162
zero_migration,100,2080,3.20351948004957
constant_mortality,100,2080,4.1642027883201
no_change,100,2080,3.34008277704636
high_variant,100,2085,4.02399655114726
low_variant,100,2085,1.72067638694069
constant_fertility,100,2085,2.13996422458723
instant_replacement,100,2085,3.78616340870192
zero_migration,100,2085,3.10646804487852
constant_mortality,100,2085,4.06933334391171
no_change,100,2085,3.10873648529374
high_variant,100,2090,3.78329210883268
low_variant,100,2090,1.59897662825658
constant_fertility,100,2090,2.00731156386739
instant_replacement,100,2090,3.26949951980986
zero_migration,100,2090,2.96284105673452
constant_mortality,100,2090,3.95310436332084
no_change,100,2090,3.01539782809583
high_variant,100,2095,3.5672079082139
low_variant,100,2095,1.57461076899246
constant_fertility,100,2095,1.95013650752962
instant_replacement,100,2095,3.01595291432482
zero_migration,100,2095,2.87043182902023
constant_mortality,100,2095,3.9798628000983
no_change,100,2095,3.07582949426819
high_variant,100,2100,3.48243824988133
low_variant,100,2100,1.63247947633175
constant_fertility,100,2100,1.93368399537091
instant_replacement,100,2100,2.97072843903174
zero_migration,100,2100,2.85008803782639
constant_mortality,100,2100,4.1695577172978
no_change,100,2100,3.20119037309379
