variant,country,year,potentialsupport2069_65
estimates,422,1950,11.472
estimates,422,1951,11.457
estimates,422,1952,11.513
estimates,422,1953,11.639
estimates,422,1954,11.833
estimates,422,1955,12.082
estimates,422,1956,12.086
estimates,422,1957,12.156
estimates,422,1958,12.274
estimates,422,1959,12.419
estimates,422,1960,12.579
estimates,422,1961,12.546
estimates,422,1962,12.554
estimates,422,1963,12.62
estimates,422,1964,12.771
estimates,422,1965,13.02
estimates,422,1966,13.076
estimates,422,1967,13.249
estimates,422,1968,13.526
estimates,422,1969,13.874
estimates,422,1970,14.268
estimates,422,1971,14.396
estimates,422,1972,14.573
estimates,422,1973,14.801
estimates,422,1974,15.077
estimates,422,1975,15.397
estimates,422,1976,15.116
estimates,422,1977,14.878
estimates,422,1978,14.657
estimates,422,1979,14.42
estimates,422,1980,14.161
estimates,422,1981,13.995
estimates,422,1982,13.865
estimates,422,1983,13.828
estimates,422,1984,13.952
estimates,422,1985,14.243
estimates,422,1986,14.432
estimates,422,1987,14.734
estimates,422,1988,15.053
estimates,422,1989,15.266
estimates,422,1990,15.297
estimates,422,1991,15.252
estimates,422,1992,15.157
estimates,422,1993,15.038
estimates,422,1994,14.92
estimates,422,1995,14.81
estimates,422,1996,14.436
estimates,422,1997,14.09
estimates,422,1998,13.77
estimates,422,1999,13.48
estimates,422,2000,13.216
estimates,422,2001,13.184
estimates,422,2002,13.138
estimates,422,2003,13.038
estimates,422,2004,12.875
estimates,422,2005,12.657
estimates,422,2006,12.299
estimates,422,2007,11.971
estimates,422,2008,11.67
estimates,422,2009,11.398
estimates,422,2010,11.154
estimates,422,2011,11.177
estimates,422,2012,11.214
estimates,422,2013,11.247
estimates,422,2014,11.265
estimates,422,2015,11.258
medium_variant,422,2015,11.258
medium_variant,422,2016,11.04
medium_variant,422,2017,10.829
medium_variant,422,2018,10.621
medium_variant,422,2019,10.412
medium_variant,422,2020,10.196
medium_variant,422,2021,9.885
medium_variant,422,2022,9.576
medium_variant,422,2023,9.261
medium_variant,422,2024,8.933
medium_variant,422,2025,8.593
medium_variant,422,2026,8.289
medium_variant,422,2027,7.979
medium_variant,422,2028,7.663
medium_variant,422,2029,7.338
medium_variant,422,2030,7.009
medium_variant,422,2031,6.721
medium_variant,422,2032,6.434
medium_variant,422,2033,6.157
medium_variant,422,2034,5.897
medium_variant,422,2035,5.659
medium_variant,422,2036,5.457
medium_variant,422,2037,5.268
medium_variant,422,2038,5.093
medium_variant,422,2039,4.935
medium_variant,422,2040,4.795
medium_variant,422,2041,4.692
medium_variant,422,2042,4.601
medium_variant,422,2043,4.514
medium_variant,422,2044,4.422
medium_variant,422,2045,4.322
medium_variant,422,2046,4.237
medium_variant,422,2047,4.143
medium_variant,422,2048,4.04
medium_variant,422,2049,3.926
medium_variant,422,2050,3.801
medium_variant,422,2051,3.687
medium_variant,422,2052,3.562
medium_variant,422,2053,3.432
medium_variant,422,2054,3.299
medium_variant,422,2055,3.167
medium_variant,422,2056,3.054
medium_variant,422,2057,2.94
medium_variant,422,2058,2.826
medium_variant,422,2059,2.715
medium_variant,422,2060,2.604
medium_variant,422,2061,2.51
medium_variant,422,2062,2.416
medium_variant,422,2063,2.325
medium_variant,422,2064,2.24
medium_variant,422,2065,2.161
medium_variant,422,2066,2.1
medium_variant,422,2067,2.044
medium_variant,422,2068,1.993
medium_variant,422,2069,1.946
medium_variant,422,2070,1.903
medium_variant,422,2071,1.878
medium_variant,422,2072,1.856
medium_variant,422,2073,1.838
medium_variant,422,2074,1.825
medium_variant,422,2075,1.818
medium_variant,422,2076,1.829
medium_variant,422,2077,1.845
medium_variant,422,2078,1.863
medium_variant,422,2079,1.88
medium_variant,422,2080,1.891
medium_variant,422,2081,1.909
medium_variant,422,2082,1.922
medium_variant,422,2083,1.928
medium_variant,422,2084,1.93
medium_variant,422,2085,1.931
medium_variant,422,2086,1.942
medium_variant,422,2087,1.95
medium_variant,422,2088,1.954
medium_variant,422,2089,1.952
medium_variant,422,2090,1.943
medium_variant,422,2091,1.94
medium_variant,422,2092,1.929
medium_variant,422,2093,1.913
medium_variant,422,2094,1.893
medium_variant,422,2095,1.869
medium_variant,422,2096,1.854
medium_variant,422,2097,1.836
medium_variant,422,2098,1.817
medium_variant,422,2099,1.797
medium_variant,422,2100,1.776
high_variant,422,2015,11.2584280285125
low_variant,422,2015,11.2584280285125
constant_fertility,422,2015,11.2584280285125
instant_replacement,422,2015,11.2584280285125
zero_migration,422,2015,11.2584280285125
constant_mortality,422,2015,11.2584280285125
no_change,422,2015,11.2584280285125
high_variant,422,2020,10.195586343768
low_variant,422,2020,10.195586343768
constant_fertility,422,2020,10.195586343768
instant_replacement,422,2020,10.195586343768
zero_migration,422,2020,10.3899705575078
constant_mortality,422,2020,10.4568044846229
no_change,422,2020,10.4568044846229
high_variant,422,2025,8.59314021902924
low_variant,422,2025,8.59314021902924
constant_fertility,422,2025,8.59314021902924
instant_replacement,422,2025,8.59314021902924
zero_migration,422,2025,9.30765620972344
constant_mortality,422,2025,9.20114411634172
no_change,422,2025,9.20114411634172
high_variant,422,2030,7.00851170714218
low_variant,422,2030,7.00851170714218
constant_fertility,422,2030,7.00851170714218
instant_replacement,422,2030,7.00851170714218
zero_migration,422,2030,7.92167787395443
constant_mortality,422,2030,7.86802611011538
no_change,422,2030,7.86802611011538
high_variant,422,2035,5.65922926819765
low_variant,422,2035,5.65922926819765
constant_fertility,422,2035,5.65922926819765
instant_replacement,422,2035,5.65922926819765
zero_migration,422,2035,6.5118156881431
constant_mortality,422,2035,6.64011169418901
no_change,422,2035,6.64011169418901
high_variant,422,2040,4.88468486688731
low_variant,422,2040,4.70549723553061
constant_fertility,422,2040,4.79779061091631
instant_replacement,422,2040,4.92883165296958
zero_migration,422,2040,5.56800557066592
constant_mortality,422,2040,5.89700339736564
no_change,422,2040,5.90036326072096
high_variant,422,2045,4.52176856716454
low_variant,422,2045,4.12290061516435
constant_fertility,422,2045,4.32514772437725
instant_replacement,422,2045,4.55312253539925
zero_migration,422,2045,5.00044866661889
constant_mortality,422,2045,5.59172868024971
no_change,422,2045,5.59541992054801
high_variant,422,2050,4.08890002879785
low_variant,422,2050,3.5133963330738
constant_fertility,422,2050,3.80152948579839
instant_replacement,422,2050,4.08754013033694
zero_migration,422,2050,4.39213409682232
constant_mortality,422,2050,5.11721262603864
no_change,422,2050,5.1177413054269
high_variant,422,2055,3.49726420701321
low_variant,422,2055,2.83749097060303
constant_fertility,422,2055,3.16626251542998
instant_replacement,422,2055,3.47429159237416
zero_migration,422,2055,3.68055341038694
constant_mortality,422,2055,4.35522035893517
no_change,422,2055,4.3539295966626
high_variant,422,2060,2.95886290057415
low_variant,422,2060,2.25298138452589
constant_fertility,422,2060,2.60542182006728
instant_replacement,422,2060,2.9228523281989
zero_migration,422,2060,3.0402788686234
constant_mortality,422,2060,3.64605630930121
no_change,422,2060,3.64738034928676
high_variant,422,2065,2.54487892780876
low_variant,422,2065,1.78724516028662
constant_fertility,422,2065,2.16457641650871
instant_replacement,422,2065,2.50082217048823
zero_migration,422,2065,2.53186852343218
constant_mortality,422,2065,3.1018325077956
no_change,422,2065,3.10747902059608
high_variant,422,2070,2.34695863589421
low_variant,422,2070,1.48627833119126
constant_fertility,422,2070,1.90828156210443
instant_replacement,422,2070,2.2922131107737
zero_migration,422,2070,2.21902833472294
constant_mortality,422,2070,2.85261913973623
no_change,422,2070,2.86023871046634
high_variant,422,2075,2.35978046520166
low_variant,422,2075,1.3266615847246
constant_fertility,422,2075,1.82042112133307
instant_replacement,422,2075,2.28352137793715
zero_migration,422,2075,2.06642801768238
constant_mortality,422,2075,2.89256748177523
no_change,422,2075,2.89707238806205
high_variant,422,2080,2.5772838395781
low_variant,422,2080,1.2884187335029
constant_fertility,422,2080,1.88805723176945
instant_replacement,422,2080,2.46389920119994
zero_migration,422,2080,2.046566091835
constant_mortality,422,2080,3.2307464626816
no_change,422,2080,3.22593848008079
high_variant,422,2085,2.76753900799893
low_variant,422,2085,1.2150852700682
constant_fertility,422,2085,1.92168591820966
instant_replacement,422,2085,2.60945030266983
zero_migration,422,2085,2.01302449435122
constant_mortality,422,2085,3.44586235014532
no_change,422,2085,3.4287488385737
high_variant,422,2090,2.76476978921313
low_variant,422,2090,1.21452186233811
constant_fertility,422,2090,1.92512783657042
instant_replacement,422,2090,2.49441574292918
zero_migration,422,2090,1.9798268345673
constant_mortality,422,2090,3.51610794556963
no_change,422,2090,3.47988067977196
high_variant,422,2095,2.59401550018257
low_variant,422,2095,1.19709949996707
constant_fertility,422,2095,1.84733832384827
instant_replacement,422,2095,2.31881652965056
zero_migration,422,2095,1.91054870280544
constant_mortality,422,2095,3.33536108714292
no_change,422,2095,3.29339926555037
high_variant,422,2100,2.42776385396074
low_variant,422,2100,1.16503331890052
constant_fertility,422,2100,1.7540458786423
instant_replacement,422,2100,2.18406567023583
zero_migration,422,2100,1.84064575378126
constant_mortality,422,2100,3.15014435287029
no_change,422,2100,3.11064314947832
