continent,variant,freq,year,mortality15to50per1000aliveat15
904,estimates,5yearly,1950,203.587657229024
904,estimates,5yearly,1955,179.931548905211
904,estimates,5yearly,1960,158.409986729576
904,estimates,5yearly,1965,142.222420798522
904,estimates,5yearly,1970,128.867630414472
904,estimates,5yearly,1975,123.035480844324
904,estimates,5yearly,1980,116.079814138625
904,estimates,5yearly,1985,108.587699542526
904,estimates,5yearly,1990,101.504597309018
904,estimates,5yearly,1995,93.3434302552529
904,estimates,5yearly,2000,85.4593099605655
904,estimates,5yearly,2005,78.5763387380388
904,estimates,5yearly,2010,73.6236772776183
904,medium_variant,5yearly,2015,69.2003492915053
904,medium_variant,5yearly,2020,64.0153853682065
904,medium_variant,5yearly,2025,58.960357575347
904,medium_variant,5yearly,2030,53.7138520951381
904,medium_variant,5yearly,2035,48.7322255481458
904,medium_variant,5yearly,2040,44.0818804983032
904,medium_variant,5yearly,2045,39.6977264650055
904,medium_variant,5yearly,2050,35.7554990242731
904,medium_variant,5yearly,2055,32.2706606277136
904,medium_variant,5yearly,2060,29.1910593118129
904,medium_variant,5yearly,2065,26.4902803934041
904,medium_variant,5yearly,2070,24.054195405386
904,medium_variant,5yearly,2075,21.8746378707633
904,medium_variant,5yearly,2080,19.8647703423033
904,medium_variant,5yearly,2085,18.0251842118638
904,medium_variant,5yearly,2090,16.3201146365607
904,medium_variant,5yearly,2095,14.7590173313886
904,estimates,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,medium_variant,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
