continent,variant,freq,year,mortality15to50per1000aliveat15
935,estimates,5yearly,1950,302.525251878766
935,estimates,5yearly,1955,270.964406394057
935,estimates,5yearly,1960,245.699162345467
935,estimates,5yearly,1965,183.501449540444
935,estimates,5yearly,1970,140.811122349932
935,estimates,5yearly,1975,120.232357620167
935,estimates,5yearly,1980,108.616265747185
935,estimates,5yearly,1985,97.9221900790483
935,estimates,5yearly,1990,88.7214783779193
935,estimates,5yearly,1995,83.6278453751945
935,estimates,5yearly,2000,77.6504839668972
935,estimates,5yearly,2005,72.1505167137062
935,estimates,5yearly,2010,65.8682261377558
935,medium_variant,5yearly,2015,61.7501966161883
935,medium_variant,5yearly,2020,58.1851501655344
935,medium_variant,5yearly,2025,54.9076400693317
935,medium_variant,5yearly,2030,51.8353314477
935,medium_variant,5yearly,2035,49.3332170302112
935,medium_variant,5yearly,2040,47.4618350748163
935,medium_variant,5yearly,2045,45.0440530872702
935,medium_variant,5yearly,2050,42.4290507938764
935,medium_variant,5yearly,2055,39.8310161824187
935,medium_variant,5yearly,2060,37.4671787614181
935,medium_variant,5yearly,2065,35.2930357307648
935,medium_variant,5yearly,2070,33.0495728688659
935,medium_variant,5yearly,2075,30.7331420600133
935,medium_variant,5yearly,2080,28.3957475186406
935,medium_variant,5yearly,2085,26.1357193679989
935,medium_variant,5yearly,2090,24.0329503031669
935,medium_variant,5yearly,2095,22.05345993874
