variant,global,year,oldagedependencyratio2069
estimates,900,1950,5.466
estimates,900,1951,5.554
estimates,900,1952,5.61
estimates,900,1953,5.631
estimates,900,1954,5.615
estimates,900,1955,5.566
estimates,900,1956,5.661
estimates,900,1957,5.717
estimates,900,1958,5.736
estimates,900,1959,5.72
estimates,900,1960,5.674
estimates,900,1961,5.777
estimates,900,1962,5.85
estimates,900,1963,5.893
estimates,900,1964,5.907
estimates,900,1965,5.892
estimates,900,1966,6.014
estimates,900,1967,6.108
estimates,900,1968,6.176
estimates,900,1969,6.219
estimates,900,1970,6.242
estimates,900,1971,6.355
estimates,900,1972,6.435
estimates,900,1973,6.489
estimates,900,1974,6.526
estimates,900,1975,6.551
estimates,900,1976,6.673
estimates,900,1977,6.772
estimates,900,1978,6.849
estimates,900,1979,6.906
estimates,900,1980,6.945
estimates,900,1981,7.054
estimates,900,1982,7.141
estimates,900,1983,7.196
estimates,900,1984,7.209
estimates,900,1985,7.177
estimates,900,1986,7.195
estimates,900,1987,7.17
estimates,900,1988,7.121
estimates,900,1989,7.071
estimates,900,1990,7.034
estimates,900,1991,7.089
estimates,900,1992,7.14
estimates,900,1993,7.189
estimates,900,1994,7.234
estimates,900,1995,7.277
estimates,900,1996,7.397
estimates,900,1997,7.507
estimates,900,1998,7.605
estimates,900,1999,7.684
estimates,900,2000,7.742
estimates,900,2001,7.858
estimates,900,2002,7.948
estimates,900,2003,8.02
estimates,900,2004,8.081
estimates,900,2005,8.133
estimates,900,2006,8.245
estimates,900,2007,8.346
estimates,900,2008,8.432
estimates,900,2009,8.496
estimates,900,2010,8.537
estimates,900,2011,8.609
estimates,900,2012,8.66
estimates,900,2013,8.705
estimates,900,2014,8.76
estimates,900,2015,8.834
medium_variant,900,2015,8.834
medium_variant,900,2016,8.973
medium_variant,900,2017,9.12
medium_variant,900,2018,9.283
medium_variant,900,2019,9.469
medium_variant,900,2020,9.685
medium_variant,900,2021,9.973
medium_variant,900,2022,10.282
medium_variant,900,2023,10.599
medium_variant,900,2024,10.905
medium_variant,900,2025,11.194
medium_variant,900,2026,11.504
medium_variant,900,2027,11.794
medium_variant,900,2028,12.075
medium_variant,900,2029,12.36
medium_variant,900,2030,12.659
medium_variant,900,2031,12.992
medium_variant,900,2032,13.327
medium_variant,900,2033,13.666
medium_variant,900,2034,14.008
medium_variant,900,2035,14.355
medium_variant,900,2036,14.724
medium_variant,900,2037,15.089
medium_variant,900,2038,15.45
medium_variant,900,2039,15.806
medium_variant,900,2040,16.153
medium_variant,900,2041,16.505
medium_variant,900,2042,16.845
medium_variant,900,2043,17.171
medium_variant,900,2044,17.471
medium_variant,900,2045,17.74
medium_variant,900,2046,17.996
medium_variant,900,2047,18.222
medium_variant,900,2048,18.433
medium_variant,900,2049,18.647
medium_variant,900,2050,18.878
medium_variant,900,2051,19.135
medium_variant,900,2052,19.398
medium_variant,900,2053,19.677
medium_variant,900,2054,19.981
medium_variant,900,2055,20.316
medium_variant,900,2056,20.681
medium_variant,900,2057,21.072
medium_variant,900,2058,21.471
medium_variant,900,2059,21.854
medium_variant,900,2060,22.202
medium_variant,900,2061,22.517
medium_variant,900,2062,22.802
medium_variant,900,2063,23.058
medium_variant,900,2064,23.285
medium_variant,900,2065,23.482
medium_variant,900,2066,23.643
medium_variant,900,2067,23.778
medium_variant,900,2068,23.893
medium_variant,900,2069,24.002
medium_variant,900,2070,24.117
medium_variant,900,2071,24.22
medium_variant,900,2072,24.326
medium_variant,900,2073,24.443
medium_variant,900,2074,24.575
medium_variant,900,2075,24.723
medium_variant,900,2076,24.857
medium_variant,900,2077,25.006
medium_variant,900,2078,25.177
medium_variant,900,2079,25.368
medium_variant,900,2080,25.574
medium_variant,900,2081,25.771
medium_variant,900,2082,25.993
medium_variant,900,2083,26.23
medium_variant,900,2084,26.472
medium_variant,900,2085,26.715
medium_variant,900,2086,26.938
medium_variant,900,2087,27.166
medium_variant,900,2088,27.4
medium_variant,900,2089,27.638
medium_variant,900,2090,27.878
medium_variant,900,2091,28.07
medium_variant,900,2092,28.262
medium_variant,900,2093,28.459
medium_variant,900,2094,28.664
medium_variant,900,2095,28.879
medium_variant,900,2096,29.028
medium_variant,900,2097,29.191
medium_variant,900,2098,29.37
medium_variant,900,2099,29.562
medium_variant,900,2100,29.762
high_variant,900,2015,8.83352153196459
low_variant,900,2015,8.83352153196459
constant_fertility,900,2015,8.83352153196459
instant_replacement,900,2015,8.83352153196459
zero_migration,900,2015,8.83352153196459
constant_mortality,900,2015,8.83352153196459
no_change,900,2015,8.83352153196459
high_variant,900,2020,9.68457074029615
low_variant,900,2020,9.68457074029615
constant_fertility,900,2020,9.68457074029615
instant_replacement,900,2020,9.68458212220617
zero_migration,900,2020,9.68515226852919
constant_mortality,900,2020,9.55134373209761
no_change,900,2020,9.55134251652161
high_variant,900,2025,11.1937672038742
low_variant,900,2025,11.1937672038742
constant_fertility,900,2025,11.1937672038742
instant_replacement,900,2025,11.1938221551899
zero_migration,900,2025,11.1950758901421
constant_mortality,900,2025,10.8075431612217
no_change,900,2025,10.8075356066184
high_variant,900,2030,12.6588443949273
low_variant,900,2030,12.6588443949273
constant_fertility,900,2030,12.6588443949273
instant_replacement,900,2030,12.6590215162532
zero_migration,900,2030,12.6615631693936
constant_mortality,900,2030,11.8991837219879
no_change,900,2030,11.8991530850947
high_variant,900,2035,14.3546568534526
low_variant,900,2035,14.3546568534526
constant_fertility,900,2035,14.3546568534526
instant_replacement,900,2035,14.3549495690013
zero_migration,900,2035,14.3596801622829
constant_mortality,900,2035,13.096698046731
no_change,900,2035,13.0966286708585
high_variant,900,2040,15.9569409007185
low_variant,900,2040,16.3543232916013
constant_fertility,900,2040,16.0679149362725
instant_replacement,900,2040,16.3330027131168
zero_migration,900,2040,16.1643997565477
constant_mortality,900,2040,14.2682606614142
no_change,900,2040,14.1933559396805
high_variant,900,2045,17.2046674961119
low_variant,900,2045,18.310987798581
constant_fertility,900,2045,17.4580955782412
instant_replacement,900,2045,18.1174621597223
zero_migration,900,2045,17.7621885590735
constant_mortality,900,2045,15.1372466176787
no_change,900,2045,14.8983879470816
high_variant,900,2050,17.9119750108502
low_variant,900,2050,19.9545037230052
constant_fertility,900,2050,18.2805745875568
instant_replacement,900,2050,19.4489139341701
zero_migration,900,2050,18.9090482932433
constant_mortality,900,2050,15.5344062646607
no_change,900,2050,15.048468665879
high_variant,900,2055,18.865163512773
low_variant,900,2055,22.0062924165005
constant_fertility,900,2055,19.2475408930754
instant_replacement,900,2055,21.1066658546995
zero_migration,900,2055,20.3486481027833
constant_mortality,900,2055,16.1837742039504
no_change,900,2055,15.3447166357619
high_variant,900,2060,20.1348133271804
low_variant,900,2060,24.7102306759125
constant_fertility,900,2060,20.4347036622823
instant_replacement,900,2060,23.2844045088677
zero_migration,900,2060,22.2197051197103
constant_mortality,900,2060,17.2069902224143
no_change,900,2060,15.8621853360555
high_variant,900,2065,20.72536512521
low_variant,900,2065,26.9569200329091
constant_fertility,900,2065,20.8374067394577
instant_replacement,900,2065,24.8915645307795
zero_migration,900,2065,23.4663132371109
constant_mortality,900,2065,17.6555419411229
no_change,900,2065,15.711184447597
high_variant,900,2070,20.6342247613357
low_variant,900,2070,28.6816436576767
constant_fertility,900,2070,20.4632640239763
instant_replacement,900,2070,25.8358476802768
zero_migration,900,2070,24.0661015230878
constant_mortality,900,2070,17.5286787484979
no_change,900,2070,14.9434161496446
high_variant,900,2075,20.4351960115329
low_variant,900,2075,30.6129004631766
constant_fertility,900,2075,19.8701900284772
instant_replacement,900,2075,26.744560198518
zero_migration,900,2075,24.6439921809059
constant_mortality,900,2075,17.4379802653442
no_change,900,2075,14.1184488499342
high_variant,900,2080,20.3732850868026
low_variant,900,2080,33.1322042204878
constant_fertility,900,2080,19.2645869169982
instant_replacement,900,2080,27.9202083715979
zero_migration,900,2080,25.4673133526536
constant_mortality,900,2080,17.6508841619828
no_change,900,2080,13.4416345481713
high_variant,900,2085,20.476320822314
low_variant,900,2085,36.3859685717432
constant_fertility,900,2085,18.6572827557329
instant_replacement,900,2085,29.418019585772
zero_migration,900,2085,26.5782648657275
constant_mortality,900,2085,18.1576716316468
no_change,900,2085,12.8809206549631
high_variant,900,2090,21.3071736821856
low_variant,900,2090,38.3650589322405
constant_fertility,900,2090,18.1235777884177
instant_replacement,900,2090,30.2043841094205
zero_migration,900,2090,27.7089074115568
constant_mortality,900,2090,18.5930546138164
no_change,900,2090,12.3820224540524
high_variant,900,2095,22.2991745897751
low_variant,900,2095,39.3970421824611
constant_fertility,900,2095,17.52882687118
instant_replacement,900,2095,30.9918773664965
zero_migration,900,2095,28.6936999045768
constant_mortality,900,2095,18.7754160800925
no_change,900,2095,11.7987583169059
high_variant,900,2100,23.2639197638153
low_variant,900,2100,39.9015538515382
constant_fertility,900,2100,16.8701200434264
instant_replacement,900,2100,31.8561440329706
zero_migration,900,2100,29.568781786778
constant_mortality,900,2100,18.8115864644973
no_change,900,2100,11.1664582921156
