region,variant,freq,year,totalfertility
921,estimates,5yearly,1950,5.9968626611938
921,estimates,5yearly,1955,6.03329200868015
921,estimates,5yearly,1960,6.05104641553645
921,estimates,5yearly,1965,5.90514260817447
921,estimates,5yearly,1970,5.6392457959485
921,estimates,5yearly,1975,5.27410650076726
921,estimates,5yearly,1980,4.98746485468026
921,estimates,5yearly,1985,4.54472662835093
921,estimates,5yearly,1990,4.01919231065145
921,estimates,5yearly,1995,3.57768808184871
921,estimates,5yearly,2000,3.16773055069577
921,estimates,5yearly,2005,2.84652753782592
921,estimates,5yearly,2010,2.54381365709476
921,constant_fertility,5yearly,2015,2.56715747588346
921,constant_mortality,5yearly,2015,2.39771847474918
921,high_variant,5yearly,2015,2.64811625136747
921,instant_replacement,5yearly,2015,2.24236457632134
921,low_variant,5yearly,2015,2.14734548937282
921,medium_variant,5yearly,2015,2.397730753131
921,momentum,5yearly,2015,2.26946064405629
921,no_change,5yearly,2015,2.56714190377499
921,zero_migration,5yearly,2015,2.39807514721337
921,constant_fertility,5yearly,2020,2.58560765885845
921,constant_mortality,5yearly,2020,2.27336740384305
921,high_variant,5yearly,2020,2.67469393756472
921,instant_replacement,5yearly,2020,2.22265894636862
921,low_variant,5yearly,2020,1.87208056681839
921,medium_variant,5yearly,2020,2.27338721911822
921,momentum,5yearly,2020,2.27222170544827
921,no_change,5yearly,2020,2.5855630221666
921,zero_migration,5yearly,2020,2.27390086460033
921,constant_fertility,5yearly,2025,2.59409369162721
921,constant_mortality,5yearly,2025,2.1626185667503
921,high_variant,5yearly,2025,2.66253862020458
921,instant_replacement,5yearly,2025,2.19427702987355
921,low_variant,5yearly,2025,1.66274518721596
921,medium_variant,5yearly,2025,2.16264184627857
921,momentum,5yearly,2025,2.26210074454778
921,no_change,5yearly,2025,2.59399796542653
921,zero_migration,5yearly,2025,2.16308094367482
921,constant_fertility,5yearly,2030,2.60108585754909
921,constant_mortality,5yearly,2030,2.06802083179397
921,high_variant,5yearly,2030,2.56535414252229
921,instant_replacement,5yearly,2030,2.1647871772048
921,low_variant,5yearly,2030,1.57087361294602
921,medium_variant,5yearly,2030,2.06808106509097
921,momentum,5yearly,2030,2.24794614133837
921,no_change,5yearly,2030,2.60083328900162
921,zero_migration,5yearly,2030,2.06864775483675
921,constant_fertility,5yearly,2035,2.61793153546726
921,constant_mortality,5yearly,2035,1.99800779928002
