region,variant,freq,year,totalfertility
947,estimates,5yearly,1950,6.56814334682096
947,estimates,5yearly,1955,6.59927919214667
947,estimates,5yearly,1960,6.66772929359077
947,estimates,5yearly,1965,6.6951207124585
947,estimates,5yearly,1970,6.77222924533876
947,estimates,5yearly,1975,6.77852662038504
947,estimates,5yearly,1980,6.70101898339463
947,estimates,5yearly,1985,6.48886586550899
947,estimates,5yearly,1990,6.15983594913205
947,estimates,5yearly,1995,5.8958667836752
947,estimates,5yearly,2000,5.64945151132136
947,estimates,5yearly,2005,5.39748092553534
947,estimates,5yearly,2010,5.09711355731578
947,constant_fertility,5yearly,2015,5.1190294302839
947,constant_mortality,5yearly,2015,4.75273744911602
947,high_variant,5yearly,2015,5.00169602730004
947,instant_replacement,5yearly,2015,2.37010236682143
947,low_variant,5yearly,2015,4.50156092121481
947,medium_variant,5yearly,2015,4.75162816912565
947,momentum,5yearly,2015,2.43858569728032
947,no_change,5yearly,2015,5.12024354087472
947,zero_migration,5yearly,2015,4.75243388557973
947,constant_fertility,5yearly,2020,5.14528432993235
947,constant_mortality,5yearly,2020,4.42599366497201
947,high_variant,5yearly,2020,4.82369520880737
947,instant_replacement,5yearly,2020,2.3170216861589
947,low_variant,5yearly,2020,4.02365756611532
947,medium_variant,5yearly,2020,4.42367648213405
947,momentum,5yearly,2020,2.43841949072265
947,no_change,5yearly,2020,5.148144078245
947,zero_migration,5yearly,2020,4.42550117992811
947,constant_fertility,5yearly,2025,5.17582541672407
947,constant_mortality,5yearly,2025,4.12618705228148
947,high_variant,5yearly,2025,4.62366949928856
947,instant_replacement,5yearly,2025,2.27234686648085
947,low_variant,5yearly,2025,3.62414372763596
947,medium_variant,5yearly,2025,4.12390649397395
947,momentum,5yearly,2025,2.43819931096276
947,no_change,5yearly,2025,5.1791532892264
947,zero_migration,5yearly,2025,4.12607904868262
947,constant_fertility,5yearly,2030,5.20796871854057
947,constant_mortality,5yearly,2030,3.85503659414172
947,high_variant,5yearly,2030,4.3526793339164
947,instant_replacement,5yearly,2030,2.23411885068763
947,low_variant,5yearly,2030,3.35474909145458
947,medium_variant,5yearly,2030,3.85372201519367
947,momentum,5yearly,2030,2.43681154849349
947,no_change,5yearly,2030,5.21059572426296
947,zero_migration,5yearly,2030,3.85583372924447
947,constant_fertility,5yearly,2035,5.24074270752887
947,constant_mortality,5yearly,2035,3.61122354233622
947,high_variant,5yearly,2035,4.1087960619428
947,instant_replacement,5yearly,2035,2.20275200954874
947,low_variant,5yearly,2035,3.11401367006531
947,medium_variant,5yearly,2035,3.61133526793202
947,momentum,5yearly,2035,2.43517147338166
947,no_change,5yearly,2035,5.24171246358168
947,zero_migration,5yearly,2035,3.61323584690485
947,constant_fertility,5yearly,2040,5.27347800513111
947,constant_mortality,5yearly,2040,3.39466151617531
947,high_variant,5yearly,2040,3.89184058479447
947,instant_replacement,5yearly,2040,2.18087082684535
947,low_variant,5yearly,2040,2.90119683909495
947,medium_variant,5yearly,2040,3.39619329728979
947,momentum,5yearly,2040,2.43708007869453
947,no_change,5yearly,2040,5.27213448980229
947,zero_migration,5yearly,2040,3.39788188298509
947,constant_fertility,5yearly,2045,5.30467814324498
947,constant_mortality,5yearly,2045,3.20052436436373
947,high_variant,5yearly,2045,3.69725762441287
947,instant_replacement,5yearly,2045,2.16471516454752
947,low_variant,5yearly,2045,2.7106060622895
947,medium_variant,5yearly,2045,3.20320941157228
947,momentum,5yearly,2045,2.44030778020189
947,no_change,5yearly,2045,5.30053401812761
947,zero_migration,5yearly,2045,3.204738831558
947,constant_fertility,5yearly,2050,5.33398210851831
947,constant_mortality,5yearly,2050,3.0279071087615
947,high_variant,5yearly,2050,3.52429267519378
947,instant_replacement,5yearly,2050,2.15015424723447
947,low_variant,5yearly,2050,2.54094712186211
947,medium_variant,5yearly,2050,3.03153345579099
947,momentum,5yearly,2050,2.44172452605225
947,no_change,5yearly,2050,5.32657549579596
947,zero_migration,5yearly,2050,3.03290824099161
947,constant_fertility,5yearly,2055,5.36245194216635
947,constant_mortality,5yearly,2055,2.87400477356149
947,high_variant,5yearly,2055,3.37011050086133
947,instant_replacement,5yearly,2055,2.13486408568922
947,low_variant,5yearly,2055,2.38923942599692
947,medium_variant,5yearly,2055,2.87837888682269
947,momentum,5yearly,2055,2.43894514593528
947,no_change,5yearly,2055,5.35138277237339
947,zero_migration,5yearly,2055,2.87957135845336
947,constant_fertility,5yearly,2060,5.39105193139397
