region,variant,freq,year,totalfertility
922,estimates,5yearly,1950,6.30377029634053
922,estimates,5yearly,1955,6.15462372869522
922,estimates,5yearly,1960,6.15257817878868
922,estimates,5yearly,1965,6.00235036813078
922,estimates,5yearly,1970,5.73423643493529
922,estimates,5yearly,1975,5.36385262255029
922,estimates,5yearly,1980,5.00054382695389
922,estimates,5yearly,1985,4.51339771719328
922,estimates,5yearly,1990,4.03498470125623
922,estimates,5yearly,1995,3.59809967582351
922,estimates,5yearly,2000,3.22942534674373
922,estimates,5yearly,2005,3.01754934299546
922,estimates,5yearly,2010,2.90237555219534
922,constant_fertility,5yearly,2015,2.949592879701
922,constant_mortality,5yearly,2015,2.73909787663242
922,high_variant,5yearly,2015,2.9885937932751
922,instant_replacement,5yearly,2015,2.12469511399255
922,low_variant,5yearly,2015,2.48987380199541
922,medium_variant,5yearly,2015,2.73923377209382
922,momentum,5yearly,2015,2.13658069986304
922,no_change,5yearly,2015,2.94942670388763
922,zero_migration,5yearly,2015,2.74400562841257
922,constant_fertility,5yearly,2020,3.00669607270819
922,constant_mortality,5yearly,2020,2.612301913642
922,high_variant,5yearly,2020,3.01227409122431
922,instant_replacement,5yearly,2020,2.11857351498699
922,low_variant,5yearly,2020,2.21310600052151
922,medium_variant,5yearly,2020,2.61269074039226
922,momentum,5yearly,2020,2.13910676185204
922,no_change,5yearly,2020,3.00611051972087
922,zero_migration,5yearly,2020,2.61941602966469
922,constant_fertility,5yearly,2025,3.06943511850025
922,constant_mortality,5yearly,2025,2.51142332521537
922,high_variant,5yearly,2025,3.01320105287957
922,instant_replacement,5yearly,2025,2.11789845690571
922,low_variant,5yearly,2025,2.01087702510428
922,medium_variant,5yearly,2025,2.51203904545267
922,momentum,5yearly,2025,2.14664857292242
922,no_change,5yearly,2025,3.06825516742023
922,zero_migration,5yearly,2025,2.51672130809512
922,constant_fertility,5yearly,2030,3.12680400770298
922,constant_mortality,5yearly,2030,2.42353364533065
922,high_variant,5yearly,2030,2.92580308580803
922,instant_replacement,5yearly,2030,2.11331494547662
922,low_variant,5yearly,2030,1.92270858149842
922,medium_variant,5yearly,2030,2.42434864043548
922,momentum,5yearly,2030,2.1509377751074
922,no_change,5yearly,2030,3.12485276814333
922,zero_migration,5yearly,2030,2.42904987293974
922,constant_fertility,5yearly,2035,3.17616979375135
922,constant_mortality,5yearly,2035,2.34125709649633
922,high_variant,5yearly,2035,2.83865697994738
922,instant_replacement,5yearly,2035,2.09012417361215
922,low_variant,5yearly,2035,1.84576861640164
922,medium_variant,5yearly,2035,2.34235579964885
922,momentum,5yearly,2035,2.13726781818225
922,no_change,5yearly,2035,3.1731658155655
922,zero_migration,5yearly,2035,2.35045545602464
922,constant_fertility,5yearly,2040,3.22478833755376
922,constant_mortality,5yearly,2040,2.27112453457004
922,high_variant,5yearly,2040,2.7619531507442
922,instant_replacement,5yearly,2040,2.07454459248355
922,low_variant,5yearly,2040,1.78431992378842
922,medium_variant,5yearly,2040,2.27255765918151
922,momentum,5yearly,2040,2.12933480272951
922,no_change,5yearly,2040,3.22041769919819
922,zero_migration,5yearly,2040,2.28434346924898
922,constant_fertility,5yearly,2045,3.27992474360764
922,constant_mortality,5yearly,2045,2.21543727694503
922,high_variant,5yearly,2045,2.70327072458694
922,instant_replacement,5yearly,2045,2.08684461550885
922,low_variant,5yearly,2045,1.73510081039558
922,medium_variant,5yearly,2045,2.21707873156377
922,momentum,5yearly,2045,2.14532349469454
922,no_change,5yearly,2045,3.27392521646279
922,zero_migration,5yearly,2045,2.22863001576543
922,constant_fertility,5yearly,2050,3.34049977474354
922,constant_mortality,5yearly,2050,2.17033227924575
922,high_variant,5yearly,2050,2.65873172556472
922,instant_replacement,5yearly,2050,2.09798153863837
922,low_variant,5yearly,2050,1.6924034791763
922,medium_variant,5yearly,2050,2.17198458272836
922,momentum,5yearly,2050,2.15843266482227
922,no_change,5yearly,2050,3.33264310084863
922,zero_migration,5yearly,2050,2.18081445759111
922,constant_fertility,5yearly,2055,3.40207719633976
922,constant_mortality,5yearly,2055,2.13015253446008
922,high_variant,5yearly,2055,2.62017555972992
922,instant_replacement,5yearly,2055,2.09246956629643
922,low_variant,5yearly,2055,1.65195677923944
922,medium_variant,5yearly,2055,2.13170301886163
922,momentum,5yearly,2055,2.1554543986093
922,no_change,5yearly,2055,3.39216934397703
922,zero_migration,5yearly,2055,2.13813709044889
922,constant_fertility,5yearly,2060,3.46064563862825
922,constant_mortality,5yearly,2060,2.09684873921037
922,high_variant,5yearly,2060,2.58689136888806
922,instant_replacement,5yearly,2060,2.08021421381554
922,low_variant,5yearly,2060,1.61869252284407
922,medium_variant,5yearly,2060,2.09829855147954
922,momentum,5yearly,2060,2.14630149483651
922,no_change,5yearly,2060,3.44852217695398
922,zero_migration,5yearly,2060,2.10337421663874
922,constant_fertility,5yearly,2065,3.51515249692364
922,constant_mortality,5yearly,2065,2.06557531935703
922,high_variant,5yearly,2065,2.55357983591362
922,instant_replacement,5yearly,2065,2.0722864051475
922,low_variant,5yearly,2065,1.58866430360965
922,medium_variant,5yearly,2065,2.06691812472244
922,momentum,5yearly,2065,2.14154770951719
922,no_change,5yearly,2065,3.50075329918279
922,zero_migration,5yearly,2065,2.07171955654346
922,constant_fertility,5yearly,2070,3.56756425700808
922,constant_mortality,5yearly,2070,2.04182147420794
922,high_variant,5yearly,2070,2.52698943094433
922,instant_replacement,5yearly,2070,2.07013620022481
922,low_variant,5yearly,2070,1.56726151131153
922,medium_variant,5yearly,2070,2.04306738296433
922,momentum,5yearly,2070,2.14212905147684
922,no_change,5yearly,2070,3.55092041902697
922,zero_migration,5yearly,2070,2.04809800517746
922,constant_fertility,5yearly,2075,3.62006666479632
922,constant_mortality,5yearly,2075,2.02137901089342
922,high_variant,5yearly,2075,2.50514305676454
922,instant_replacement,5yearly,2075,2.07216003636929
922,low_variant,5yearly,2075,1.54869429946429
922,medium_variant,5yearly,2075,2.02254581384325
922,momentum,5yearly,2075,2.14616208803008
922,no_change,5yearly,2075,3.60125176317209
922,zero_migration,5yearly,2075,2.02727169848311
922,constant_fertility,5yearly,2080,3.67262468312948
922,constant_mortality,5yearly,2080,2.00345734826115
922,high_variant,5yearly,2080,2.48812617749891
922,instant_replacement,5yearly,2080,2.07419997861755
922,low_variant,5yearly,2080,1.53088638378456
922,medium_variant,5yearly,2080,2.00459198316936
922,momentum,5yearly,2080,2.1494999316852
922,no_change,5yearly,2080,3.65173545073883
922,zero_migration,5yearly,2080,2.00828770472355
922,constant_fertility,5yearly,2085,3.72399070243915
922,constant_mortality,5yearly,2085,1.98500910175388
922,high_variant,5yearly,2085,2.47186806079419
922,instant_replacement,5yearly,2085,2.07309585817865
922,low_variant,5yearly,2085,1.51079674949284
922,medium_variant,5yearly,2085,1.98615287362606
922,momentum,5yearly,2085,2.14954600258829
922,no_change,5yearly,2085,3.7011395271333
922,zero_migration,5yearly,2085,1.98872084325928
922,constant_fertility,5yearly,2090,3.77303890259839
922,constant_mortality,5yearly,2090,1.96517716965419
922,high_variant,5yearly,2090,2.45395434554349
922,instant_replacement,5yearly,2090,2.06958577836367
922,low_variant,5yearly,2090,1.48851599298744
922,medium_variant,5yearly,2090,1.96633787064324
922,momentum,5yearly,2090,2.14738324047891
922,no_change,5yearly,2090,3.74835727112977
922,zero_migration,5yearly,2090,1.96818426750678
922,constant_fertility,5yearly,2095,3.81942700834524
922,constant_mortality,5yearly,2095,1.94640719456657
922,high_variant,5yearly,2095,2.4360532785275
922,instant_replacement,5yearly,2095,2.06649674026542
922,low_variant,5yearly,2095,1.46761833623997
922,medium_variant,5yearly,2095,1.94757087140068
922,momentum,5yearly,2095,2.14577130749798
922,no_change,5yearly,2095,3.79307121157043
922,zero_migration,5yearly,2095,1.94923237416193
