region,variant,freq,year,totalfertility
957,estimates,5yearly,1950,6.77543307194716
957,estimates,5yearly,1955,6.86029227172825
957,estimates,5yearly,1960,6.81886228409638
957,estimates,5yearly,1965,6.38737856360157
957,estimates,5yearly,1970,5.744208947033
957,estimates,5yearly,1975,5.22789697787531
957,estimates,5yearly,1980,4.79231044750334
957,estimates,5yearly,1985,4.37103570837741
957,estimates,5yearly,1990,3.95800831245752
957,estimates,5yearly,1995,3.55304206030538
957,estimates,5yearly,2000,3.31800602038557
957,estimates,5yearly,2005,3.17061071536724
957,estimates,5yearly,2010,2.9711331287208
957,constant_fertility,5yearly,2015,2.95941053060361
957,constant_mortality,5yearly,2015,2.8024959164453
957,high_variant,5yearly,2015,3.05009854268134
957,instant_replacement,5yearly,2015,2.08050816059814
957,low_variant,5yearly,2015,2.55536878760102
957,medium_variant,5yearly,2015,2.80249947113282
957,momentum,5yearly,2015,2.08774887089981
957,no_change,5yearly,2015,2.95945719972393
957,zero_migration,5yearly,2015,2.82934486193168
957,constant_fertility,5yearly,2020,2.97285106252954
957,constant_mortality,5yearly,2020,2.67590129789647
957,high_variant,5yearly,2020,3.07169160384395
957,instant_replacement,5yearly,2020,2.0755820934686
957,low_variant,5yearly,2020,2.28075614466945
957,medium_variant,5yearly,2020,2.67618433896605
957,momentum,5yearly,2020,2.09219738095189
957,no_change,5yearly,2020,2.97279194348752
957,zero_migration,5yearly,2020,2.73975113503357
957,constant_fertility,5yearly,2025,3.00942510310049
957,constant_mortality,5yearly,2025,2.58888653198726
957,high_variant,5yearly,2025,3.0835027701486
957,instant_replacement,5yearly,2025,2.07488253707662
957,low_variant,5yearly,2025,2.09433208053489
957,medium_variant,5yearly,2025,2.58895410406414
957,momentum,5yearly,2025,2.09806374218706
957,no_change,5yearly,2025,3.00926826094381
957,zero_migration,5yearly,2025,2.67112105859617
957,constant_fertility,5yearly,2030,3.05790323297152
957,constant_mortality,5yearly,2030,2.52242721124206
957,high_variant,5yearly,2030,3.01919340412019
957,instant_replacement,5yearly,2030,2.0863668015397
957,low_variant,5yearly,2030,2.02594485511213
957,medium_variant,5yearly,2030,2.5227337024144
957,momentum,5yearly,2030,2.11064602241125
957,no_change,5yearly,2030,3.05730949195316
957,zero_migration,5yearly,2030,2.60784924988176
957,constant_fertility,5yearly,2035,3.09930418322961
957,constant_mortality,5yearly,2035,2.45715283102545
957,high_variant,5yearly,2035,2.95531813759829
957,instant_replacement,5yearly,2035,2.09840607054994
957,low_variant,5yearly,2035,1.96042448891986
957,medium_variant,5yearly,2035,2.45751619991499
957,momentum,5yearly,2035,2.12188748744131
957,no_change,5yearly,2035,3.09864123818093
957,zero_migration,5yearly,2035,2.53889785536039
957,constant_fertility,5yearly,2040,3.1237307681832
957,constant_mortality,5yearly,2040,2.38562044646287
957,high_variant,5yearly,2040,2.88225797163614
957,instant_replacement,5yearly,2040,2.09228884880832
957,low_variant,5yearly,2040,1.89141550390127
957,medium_variant,5yearly,2040,2.38618330616927
957,momentum,5yearly,2040,2.11915112382926
957,no_change,5yearly,2040,3.12274232109529
957,zero_migration,5yearly,2040,2.46840308008768
957,constant_fertility,5yearly,2045,3.13922116857253
957,constant_mortality,5yearly,2045,2.31529865267284
957,high_variant,5yearly,2045,2.80926235112209
957,instant_replacement,5yearly,2045,2.08065732251337
957,low_variant,5yearly,2045,1.82600550074252
957,medium_variant,5yearly,2045,2.31628755562046
957,momentum,5yearly,2045,2.11246175152524
957,no_change,5yearly,2045,3.13789539859338
957,zero_migration,5yearly,2045,2.40391920399461
957,constant_fertility,5yearly,2050,3.16140878689948
957,constant_mortality,5yearly,2050,2.25510779066587
957,high_variant,5yearly,2050,2.74657694163432
957,instant_replacement,5yearly,2050,2.07693803200938
957,low_variant,5yearly,2050,1.77078969137277
