region,variant,freq,year,totalfertility
901,estimates,5yearly,1950,2.81921317722306
901,estimates,5yearly,1955,2.79277049932963
901,estimates,5yearly,1960,2.65929612715361
901,estimates,5yearly,1965,2.38401865694914
901,estimates,5yearly,1970,2.15605674326927
901,estimates,5yearly,1975,1.91978435604081
901,estimates,5yearly,1980,1.84443984396501
901,estimates,5yearly,1985,1.80875352321989
901,estimates,5yearly,1990,1.66979752311738
901,estimates,5yearly,1995,1.56616567288618
901,estimates,5yearly,2000,1.57755671136893
901,estimates,5yearly,2005,1.6675070899378
901,estimates,5yearly,2010,1.66908312823062
901,constant_fertility,5yearly,2015,1.66583513982728
901,constant_mortality,5yearly,2015,1.69140264399128
901,high_variant,5yearly,2015,1.94128381899531
901,instant_replacement,5yearly,2015,2.07654264189971
901,low_variant,5yearly,2015,1.44151125428638
901,medium_variant,5yearly,2015,1.69139743168586
901,momentum,5yearly,2015,2.07962750155945
901,no_change,5yearly,2015,1.6658418428741
901,zero_migration,5yearly,2015,1.69084945881674
901,constant_fertility,5yearly,2020,1.66940014438897
901,constant_mortality,5yearly,2020,1.71725271207937
901,high_variant,5yearly,2020,2.1162496055656
901,instant_replacement,5yearly,2020,2.07039115078775
901,low_variant,5yearly,2020,1.31823530676702
901,medium_variant,5yearly,2020,1.7172424858942
901,momentum,5yearly,2020,2.07549721383199
901,no_change,5yearly,2020,1.66942118111715
901,zero_migration,5yearly,2020,1.71549328992214
901,constant_fertility,5yearly,2025,1.68182549418914
901,constant_mortality,5yearly,2025,1.74870877350333
901,high_variant,5yearly,2025,2.2491073494145
901,instant_replacement,5yearly,2025,2.07514590681049
901,low_variant,5yearly,2025,1.24829537747554
901,medium_variant,5yearly,2025,1.7487012406424
901,momentum,5yearly,2025,2.08159781364252
901,no_change,5yearly,2025,1.68186093938149
901,zero_migration,5yearly,2025,1.74580429887725
901,constant_fertility,5yearly,2030,1.69394011439059
901,constant_mortality,5yearly,2030,1.76998823485121
901,high_variant,5yearly,2030,2.27085078247133
901,instant_replacement,5yearly,2030,2.07555453757108
901,low_variant,5yearly,2030,1.26913805238305
901,medium_variant,5yearly,2030,1.76998729026432
901,momentum,5yearly,2030,2.08373914422576
901,no_change,5yearly,2030,1.69398383392021
901,zero_migration,5yearly,2030,1.76695766203672
901,constant_fertility,5yearly,2035,1.70020953984934
901,constant_mortality,5yearly,2035,1.78612406756364
901,high_variant,5yearly,2035,2.286571553773
901,instant_replacement,5yearly,2035,2.07229358563204
901,low_variant,5yearly,2035,1.28566968813297
901,medium_variant,5yearly,2035,1.78612856567092
901,momentum,5yearly,2035,2.08264962346658
901,no_change,5yearly,2035,1.70025460321475
901,zero_migration,5yearly,2035,1.78389334684702
901,constant_fertility,5yearly,2040,1.70189088010301
901,constant_mortality,5yearly,2040,1.80068818876652
901,high_variant,5yearly,2040,2.3000822441901
901,instant_replacement,5yearly,2040,2.06650243319354
901,low_variant,5yearly,2040,1.30125610298629
901,medium_variant,5yearly,2040,1.80069838975725
901,momentum,5yearly,2040,2.07847038217061
901,no_change,5yearly,2040,1.70194002987874
901,zero_migration,5yearly,2040,1.79926434511352
901,constant_fertility,5yearly,2045,1.70445189422556
901,constant_mortality,5yearly,2045,1.81339365988807
901,high_variant,5yearly,2045,2.31165281898555
901,instant_replacement,5yearly,2045,2.06342493249436
901,low_variant,5yearly,2045,1.31540100773053
901,medium_variant,5yearly,2045,1.81341317005535
901,momentum,5yearly,2045,2.07642266925948
901,no_change,5yearly,2045,1.70451610484024
901,zero_migration,5yearly,2045,1.81229787887434
901,constant_fertility,5yearly,2050,1.71062470583343
901,constant_mortality,5yearly,2050,1.82406954271496
901,high_variant,5yearly,2050,2.32210498179109
901,instant_replacement,5yearly,2050,2.06657805843619
901,low_variant,5yearly,2050,1.32698166155858
901,medium_variant,5yearly,2050,1.82410110506291
901,momentum,5yearly,2050,2.08105075711131
901,no_change,5yearly,2050,1.71070179443469
901,zero_migration,5yearly,2050,1.82301975178123
901,constant_fertility,5yearly,2055,1.71797444928002
901,constant_mortality,5yearly,2055,1.83167148307512
901,high_variant,5yearly,2055,2.33022865202534
901,instant_replacement,5yearly,2055,2.06928667180297
901,low_variant,5yearly,2055,1.33451838217783
901,medium_variant,5yearly,2055,1.83171377977994
901,momentum,5yearly,2055,2.08525385053017
901,no_change,5yearly,2055,1.71805181323162
901,zero_migration,5yearly,2055,1.83069741256019
901,constant_fertility,5yearly,2060,1.72365862495933
