region,variant,freq,year,totalfertility
5501,estimates,5yearly,1950,6.04115863554289
5501,estimates,5yearly,1955,6.06211660286372
5501,estimates,5yearly,1960,6.06908956485157
5501,estimates,5yearly,1965,5.93678174072307
5501,estimates,5yearly,1970,5.66754272374002
5501,estimates,5yearly,1975,5.30977619747682
5501,estimates,5yearly,1980,5.02520080884323
5501,estimates,5yearly,1985,4.56713140482498
5501,estimates,5yearly,1990,4.03834500519177
5501,estimates,5yearly,1995,3.60640164620659
5501,estimates,5yearly,2000,3.19396663843975
5501,estimates,5yearly,2005,2.8545330242869
5501,estimates,5yearly,2010,2.53756161205415
5501,constant_fertility,5yearly,2015,2.5607927476171
5501,constant_mortality,5yearly,2015,2.39088873759587
5501,high_variant,5yearly,2015,2.64122423175509
5501,instant_replacement,5yearly,2015,2.24542092707832
5501,low_variant,5yearly,2015,2.14058101761183
5501,medium_variant,5yearly,2015,2.39090250742481
5501,momentum,5yearly,2015,2.27315046575758
5501,no_change,5yearly,2015,2.56077516145393
5501,zero_migration,5yearly,2015,2.39121524182317
5501,constant_fertility,5yearly,2020,2.57953893594338
5501,constant_mortality,5yearly,2020,2.26584498824484
5501,high_variant,5yearly,2020,2.66690116630322
5501,instant_replacement,5yearly,2020,2.22398487565795
5501,low_variant,5yearly,2020,1.8648414039541
5501,medium_variant,5yearly,2020,2.2658713048921
5501,momentum,5yearly,2020,2.27463369530591
5501,no_change,5yearly,2020,2.57948598360156
5501,zero_migration,5yearly,2020,2.26629603445637
5501,constant_fertility,5yearly,2025,2.58935345389565
5501,constant_mortality,5yearly,2025,2.1557652927434
5501,high_variant,5yearly,2025,2.65543744148305
5501,instant_replacement,5yearly,2025,2.19536564553334
5501,low_variant,5yearly,2025,1.65617067808703
5501,medium_variant,5yearly,2025,2.15580402387524
5501,momentum,5yearly,2025,2.264632322508
5501,no_change,5yearly,2025,2.58924053064402
5501,zero_migration,5yearly,2025,2.15609175656243
5501,constant_fertility,5yearly,2030,2.59768407417263
5501,constant_mortality,5yearly,2030,2.06313759686875
5501,high_variant,5yearly,2030,2.5607181638509
5501,instant_replacement,5yearly,2030,2.16761259688698
5501,low_variant,5yearly,2030,1.56579096228477
5501,medium_variant,5yearly,2030,2.06322030418209
5501,momentum,5yearly,2030,2.25261838074768
5501,no_change,5yearly,2030,2.59740851287394
5501,zero_migration,5yearly,2030,2.06357070804956
