region,variant,freq,year,totalfertility
1517,estimates,5yearly,1950,5.63668273278885
1517,estimates,5yearly,1955,5.48209088558497
1517,estimates,5yearly,1960,5.69922848908805
1517,estimates,5yearly,1965,5.60306358760086
1517,estimates,5yearly,1970,5.02141147282657
1517,estimates,5yearly,1975,4.24698699641274
1517,estimates,5yearly,1980,3.8716578138304
1517,estimates,5yearly,1985,3.64480039820956
1517,estimates,5yearly,1990,3.07097107751677
1517,estimates,5yearly,1995,2.71364125675713
1517,estimates,5yearly,2000,2.55770958068452
1517,estimates,5yearly,2005,2.45984340543765
1517,estimates,5yearly,2010,2.39848461584055
1517,constant_fertility,5yearly,2015,2.45290385070404
1517,constant_mortality,5yearly,2015,2.34516579010592
1517,high_variant,5yearly,2015,2.59563761888539
1517,instant_replacement,5yearly,2015,2.20603739558727
1517,low_variant,5yearly,2015,2.09497605609876
1517,medium_variant,5yearly,2015,2.34545822934065
1517,momentum,5yearly,2015,2.22630318716551
1517,no_change,5yearly,2015,2.45257690847806
1517,zero_migration,5yearly,2015,2.34590620337486
1517,constant_fertility,5yearly,2020,2.5042388952078
1517,constant_mortality,5yearly,2020,2.29658432302955
1517,high_variant,5yearly,2020,2.69852517993064
1517,instant_replacement,5yearly,2020,2.19173470736001
1517,low_variant,5yearly,2020,1.89661700861651
1517,medium_variant,5yearly,2020,2.29761988360022
1517,momentum,5yearly,2020,2.23024294692699
1517,no_change,5yearly,2020,2.50293803392931
1517,zero_migration,5yearly,2020,2.29803519434546
1517,constant_fertility,5yearly,2025,2.5583087081153
1517,constant_mortality,5yearly,2025,2.24636965159744
1517,high_variant,5yearly,2025,2.74872271049635
1517,instant_replacement,5yearly,2025,2.17212063173673
1517,low_variant,5yearly,2025,1.7483109053531
1517,medium_variant,5yearly,2025,2.24855625150588
1517,momentum,5yearly,2025,2.22708091677861
1517,no_change,5yearly,2025,2.55525651133063
1517,zero_migration,5yearly,2025,2.24837205269235
1517,constant_fertility,5yearly,2030,2.61471128245049
1517,constant_mortality,5yearly,2030,2.19413720811544
1517,high_variant,5yearly,2030,2.69444043996714
1517,instant_replacement,5yearly,2030,2.14302625045517
1517,low_variant,5yearly,2030,1.70133106312939
1517,medium_variant,5yearly,2030,2.19799415477682
1517,momentum,5yearly,2030,2.21192227445867
1517,no_change,5yearly,2030,2.60876323861832
1517,zero_migration,5yearly,2030,2.19739049525715
1517,constant_fertility,5yearly,2035,2.67672302811238
1517,constant_mortality,5yearly,2035,2.14984091226092
1517,high_variant,5yearly,2035,2.64704733291153
1517,instant_replacement,5yearly,2035,2.11722167529454
1517,low_variant,5yearly,2035,1.66534776972893
1517,medium_variant,5yearly,2035,2.15602830176171
1517,momentum,5yearly,2035,2.19673569830847
1517,no_change,5yearly,2035,2.66633932094407
1517,zero_migration,5yearly,2035,2.15519845080264
1517,constant_fertility,5yearly,2040,2.74676597977677
1517,constant_mortality,5yearly,2040,2.11917548645241
1517,high_variant,5yearly,2040,2.61520981054051
1517,instant_replacement,5yearly,2040,2.11531728045149
1517,low_variant,5yearly,2040,1.64377852136813
1517,medium_variant,5yearly,2040,2.12811568841976
1517,momentum,5yearly,2040,2.20217293169428
1517,no_change,5yearly,2040,2.73023155248177
1517,zero_migration,5yearly,2040,2.12693408879041
1517,constant_fertility,5yearly,2045,2.82211881048597
1517,constant_mortality,5yearly,2045,2.09486589236175
1517,high_variant,5yearly,2045,2.592090406351
1517,instant_replacement,5yearly,2045,2.12979302704313
1517,low_variant,5yearly,2045,1.62747545583543
1517,medium_variant,5yearly,2045,2.10649555822887
1517,momentum,5yearly,2045,2.22256418601065
1517,no_change,5yearly,2045,2.79765514806274
1517,zero_migration,5yearly,2045,2.10470286844536
1517,constant_fertility,5yearly,2050,2.90144433962073
1517,constant_mortality,5yearly,2050,2.06819767792647
1517,high_variant,5yearly,2050,2.56664630075994
1517,instant_replacement,5yearly,2050,2.1311168475605
1517,low_variant,5yearly,2050,1.60763613349734
1517,medium_variant,5yearly,2050,2.08229393779956
1517,momentum,5yearly,2050,2.22951227816371
1517,no_change,5yearly,2050,2.86723999603287
1517,zero_migration,5yearly,2050,2.07990695945562
1517,constant_fertility,5yearly,2055,2.98436428238623
1517,constant_mortality,5yearly,2055,2.03878807200103
1517,high_variant,5yearly,2055,2.5374203428633
1517,instant_replacement,5yearly,2055,2.11641202906168
1517,low_variant,5yearly,2055,1.58409697183213
1517,medium_variant,5yearly,2055,2.05511685412157
1517,momentum,5yearly,2055,2.22085198927425
1517,no_change,5yearly,2055,2.93864571343755
1517,zero_migration,5yearly,2055,2.05238043936498
1517,constant_fertility,5yearly,2060,3.07130699210129
1517,constant_mortality,5yearly,2060,2.01312553483691
1517,high_variant,5yearly,2060,2.51166442848691
1517,instant_replacement,5yearly,2060,2.10110278036994
1517,low_variant,5yearly,2060,1.56338071752991
1517,medium_variant,5yearly,2060,2.03152853111734
1517,momentum,5yearly,2060,2.21143036336658
1517,no_change,5yearly,2060,3.01237346282902
1517,zero_migration,5yearly,2060,2.02861067656108
1517,constant_fertility,5yearly,2065,3.16246744732497
1517,constant_mortality,5yearly,2065,1.99147555684107
1517,high_variant,5yearly,2065,2.49036627405012
1517,instant_replacement,5yearly,2065,2.09168977488123
1517,low_variant,5yearly,2065,1.54538534690678
1517,medium_variant,5yearly,2065,2.01166458521948
1517,momentum,5yearly,2065,2.20646211496374
1517,no_change,5yearly,2065,3.08874753992275
1517,zero_migration,5yearly,2065,2.00862165847901
1517,constant_fertility,5yearly,2070,3.25737160193858
1517,constant_mortality,5yearly,2070,1.97382376620511
1517,high_variant,5yearly,2070,2.47326979671006
1517,instant_replacement,5yearly,2070,2.09117112815425
1517,low_variant,5yearly,2070,1.52990028070246
1517,medium_variant,5yearly,2070,1.99518370601865
1517,momentum,5yearly,2070,2.20871280658863
1517,no_change,5yearly,2070,3.16749533427698
1517,zero_migration,5yearly,2070,1.99201231197606
1517,constant_fertility,5yearly,2075,3.35543478532969
1517,constant_mortality,5yearly,2075,1.95838549578856
1517,high_variant,5yearly,2075,2.45820053727324
1517,instant_replacement,5yearly,2075,2.0943859397973
1517,low_variant,5yearly,2075,1.515799832675
1517,medium_variant,5yearly,2075,1.98035870988874
1517,momentum,5yearly,2075,2.21405672912849
1517,no_change,5yearly,2075,3.24822030466684
1517,zero_migration,5yearly,2075,1.97705477472637
1517,constant_fertility,5yearly,2080,3.45609887800943
1517,constant_mortality,5yearly,2080,1.94414586346099
1517,high_variant,5yearly,2080,2.44448085538987
1517,instant_replacement,5yearly,2080,2.09615157462108
1517,low_variant,5yearly,2080,1.50168702290566
1517,medium_variant,5yearly,2080,1.96624210673829
1517,momentum,5yearly,2080,2.21807243722539
1517,no_change,5yearly,2080,3.33055143678345
1517,zero_migration,5yearly,2080,1.96286460930853
1517,constant_fertility,5yearly,2085,3.55872262800625
1517,constant_mortality,5yearly,2085,1.92956942964852
1517,high_variant,5yearly,2085,2.43079466442201
1517,instant_replacement,5yearly,2085,2.09384298289865
1517,low_variant,5yearly,2085,1.48610464212829
1517,medium_variant,5yearly,2085,1.95155783639586
1517,momentum,5yearly,2085,2.21844304000927
1517,no_change,5yearly,2085,3.41407423962547
1517,zero_migration,5yearly,2085,1.94822195257713
1517,constant_fertility,5yearly,2090,3.66243693844391
1517,constant_mortality,5yearly,2090,1.91502679899784
1517,high_variant,5yearly,2090,2.4170708843829
1517,instant_replacement,5yearly,2090,2.08900717226406
1517,low_variant,5yearly,2090,1.46901652372452
1517,medium_variant,5yearly,2090,1.93640638222704
1517,momentum,5yearly,2090,2.21641332708387
1517,no_change,5yearly,2090,3.49823390219286
1517,zero_migration,5yearly,2090,1.93324284339219
1517,constant_fertility,5yearly,2095,3.76629487097381
1517,constant_mortality,5yearly,2095,1.90218671354613
1517,high_variant,5yearly,2095,2.40462245348947
1517,instant_replacement,5yearly,2095,2.08499491394798
1517,low_variant,5yearly,2095,1.45271717930638
1517,medium_variant,5yearly,2095,1.92252097950126
