region,variant,freq,year,totalfertility
915,estimates,5yearly,1950,5.26601439374264
915,estimates,5yearly,1955,5.19427487507062
915,estimates,5yearly,1960,5.48291690325151
915,estimates,5yearly,1965,5.00494827241759
915,estimates,5yearly,1970,4.36822481641057
915,estimates,5yearly,1975,3.6173789897278
915,estimates,5yearly,1980,3.40923713656368
915,estimates,5yearly,1985,3.12758629360394
915,estimates,5yearly,1990,2.83454120131918
915,estimates,5yearly,1995,2.63867455041984
915,estimates,5yearly,2000,2.48671629316396
915,estimates,5yearly,2005,2.37966603364749
915,estimates,5yearly,2010,2.28487952673847
915,constant_fertility,5yearly,2015,2.32306856638957
915,constant_mortality,5yearly,2015,2.19743061819971
915,high_variant,5yearly,2015,2.44529549394048
915,instant_replacement,5yearly,2015,2.14401170414719
915,low_variant,5yearly,2015,1.9499373514354
915,medium_variant,5yearly,2015,2.19761546402161
915,momentum,5yearly,2015,2.16006071879619
915,no_change,5yearly,2015,2.32284487511498
915,zero_migration,5yearly,2015,2.19834585312248
915,constant_fertility,5yearly,2020,2.35574250425788
915,constant_mortality,5yearly,2020,2.12482261954856
915,high_variant,5yearly,2020,2.52458058487781
915,instant_replacement,5yearly,2020,2.14931109172449
915,low_variant,5yearly,2020,1.72617396268975
915,medium_variant,5yearly,2020,2.12537110018888
915,momentum,5yearly,2020,2.17960201197626
915,no_change,5yearly,2020,2.3548841370439
915,zero_migration,5yearly,2020,2.12590132087028
915,constant_fertility,5yearly,2025,2.38300858044098
915,constant_mortality,5yearly,2025,2.05927703945195
915,high_variant,5yearly,2025,2.56050310789032
915,instant_replacement,5yearly,2025,2.14534448898694
915,low_variant,5yearly,2025,1.55991929321455
915,medium_variant,5yearly,2025,2.06020862260403
915,momentum,5yearly,2025,2.1880621844313
915,no_change,5yearly,2025,2.3811970148023
915,zero_migration,5yearly,2025,2.05979690890699
915,constant_fertility,5yearly,2030,2.40593099695401
915,constant_mortality,5yearly,2030,1.99914621935647
915,high_variant,5yearly,2030,2.50025129383706
915,instant_replacement,5yearly,2030,2.13386426325561
915,low_variant,5yearly,2030,1.50050315263817
915,medium_variant,5yearly,2030,2.00041011094036
915,momentum,5yearly,2030,2.18750908516723
915,no_change,5yearly,2030,2.40296277332093
915,zero_migration,5yearly,2030,1.99915870612544
915,constant_fertility,5yearly,2035,2.42575045683633
915,constant_mortality,5yearly,2035,1.94367281503543
915,high_variant,5yearly,2035,2.44312253736882
915,instant_replacement,5yearly,2035,2.11685162860432
915,low_variant,5yearly,2035,1.4473441539977
915,medium_variant,5yearly,2035,1.9452813388636
915,momentum,5yearly,2035,2.1794606706194
915,no_change,5yearly,2035,2.42135827484761
915,zero_migration,5yearly,2035,1.94390353704169
915,constant_fertility,5yearly,2040,2.44462120835081
915,constant_mortality,5yearly,2040,1.89930154192753
915,high_variant,5yearly,2040,2.39784073516359
915,instant_replacement,5yearly,2040,2.10865451932939
915,low_variant,5yearly,2040,1.40508887041174
915,medium_variant,5yearly,2040,1.90123904439791
915,momentum,5yearly,2040,2.17842020545055
915,no_change,5yearly,2040,2.43840246661069
915,zero_migration,5yearly,2040,1.9000160945359
915,constant_fertility,5yearly,2045,2.46490678539621
915,constant_mortality,5yearly,2045,1.86242981995014
915,high_variant,5yearly,2045,2.36194173839853
915,instant_replacement,5yearly,2045,2.11329633698486
915,low_variant,5yearly,2045,1.36847917781134
915,medium_variant,5yearly,2045,1.86449536440678
915,momentum,5yearly,2045,2.18788818039172
915,no_change,5yearly,2045,2.45640010359413
915,zero_migration,5yearly,2045,1.86315639604171
915,constant_fertility,5yearly,2050,2.48841656470818
915,constant_mortality,5yearly,2050,1.83476687133477
915,high_variant,5yearly,2050,2.3360684775455
915,instant_replacement,5yearly,2050,2.11446436937354
915,low_variant,5yearly,2050,1.33953611183302
915,medium_variant,5yearly,2050,1.83679607375022
915,momentum,5yearly,2050,2.19413429613321
915,no_change,5yearly,2050,2.47720653097887
915,zero_migration,5yearly,2050,1.83525757537389
915,constant_fertility,5yearly,2055,2.51408260975426
915,constant_mortality,5yearly,2055,1.81287535889116
915,high_variant,5yearly,2055,2.31509202738662
915,instant_replacement,5yearly,2055,2.10678530408378
915,low_variant,5yearly,2055,1.31610289093315
915,medium_variant,5yearly,2055,1.81470151246535
915,momentum,5yearly,2055,2.19280579133823
915,no_change,5yearly,2055,2.49991429611654
915,zero_migration,5yearly,2055,1.81307527129391
915,constant_fertility,5yearly,2060,2.53863115558558
915,constant_mortality,5yearly,2060,1.79771053965055
915,high_variant,5yearly,2060,2.29945452026432
915,instant_replacement,5yearly,2060,2.09687020398421
915,low_variant,5yearly,2060,1.30041224308989
915,medium_variant,5yearly,2060,1.79930660103953
915,momentum,5yearly,2060,2.1895524095306
915,no_change,5yearly,2060,2.52142125236744
915,zero_migration,5yearly,2060,1.79781259000503
915,constant_fertility,5yearly,2065,2.56072424271161
915,constant_mortality,5yearly,2065,1.78843575482692
915,high_variant,5yearly,2065,2.28895589247266
915,instant_replacement,5yearly,2065,2.09081121206391
915,low_variant,5yearly,2065,1.2912281986996
915,medium_variant,5yearly,2065,1.7897452588357
915,momentum,5yearly,2065,2.18815302911313
915,no_change,5yearly,2065,2.54051201243388
915,zero_migration,5yearly,2065,1.78851601995532
915,constant_fertility,5yearly,2070,2.58092878120009
915,constant_mortality,5yearly,2070,1.78285034991245
915,high_variant,5yearly,2070,2.28234424828091
915,instant_replacement,5yearly,2070,2.08804915710032
915,low_variant,5yearly,2070,1.28577823174646
915,medium_variant,5yearly,2070,1.78384777650051
915,momentum,5yearly,2070,2.18850648809514
915,no_change,5yearly,2070,2.55775853075363
915,zero_migration,5yearly,2070,1.78278431127675
915,constant_fertility,5yearly,2075,2.60087794075257
915,constant_mortality,5yearly,2075,1.78081882197817
915,high_variant,5yearly,2075,2.28012986308357
915,instant_replacement,5yearly,2075,2.08732557569816
915,low_variant,5yearly,2075,1.2832214865505
915,medium_variant,5yearly,2075,1.78144082186685
915,momentum,5yearly,2075,2.19002492750814
915,no_change,5yearly,2075,2.57474641407936
915,zero_migration,5yearly,2075,1.7804404302897
915,constant_fertility,5yearly,2080,2.62139777359668
915,constant_mortality,5yearly,2080,1.78083267692209
915,high_variant,5yearly,2080,2.28061733065683
915,instant_replacement,5yearly,2080,2.08662044294556
915,low_variant,5yearly,2080,1.28217491754386
915,medium_variant,5yearly,2080,1.78109424940289
915,momentum,5yearly,2080,2.19163593056073
915,no_change,5yearly,2080,2.5922839055519
915,zero_migration,5yearly,2080,1.78013897956371
915,constant_fertility,5yearly,2085,2.64211052757905
915,constant_mortality,5yearly,2085,1.78300746136335
915,high_variant,5yearly,2085,2.2831548715266
915,instant_replacement,5yearly,2085,2.08455575113206
915,low_variant,5yearly,2085,1.28334333140044
915,medium_variant,5yearly,2085,1.78299778880207
915,momentum,5yearly,2085,2.19244215881425
915,no_change,5yearly,2085,2.61002605946954
915,zero_migration,5yearly,2085,1.78204937697519
915,constant_fertility,5yearly,2090,2.66206752298952
915,constant_mortality,5yearly,2090,1.78524863121147
915,high_variant,5yearly,2090,2.28526774621482
915,instant_replacement,5yearly,2090,2.08146869976157
915,low_variant,5yearly,2090,1.28497944305101
915,medium_variant,5yearly,2090,1.7849961036773
915,momentum,5yearly,2090,2.19254388717302
915,no_change,5yearly,2090,2.62708168063675
915,zero_migration,5yearly,2090,1.78420878939412
915,constant_fertility,5yearly,2095,2.68065630343359
915,constant_mortality,5yearly,2095,1.78728654680363
915,high_variant,5yearly,2095,2.28684154158486
915,instant_replacement,5yearly,2095,2.07856454278869
915,low_variant,5yearly,2095,1.28685405409219
915,medium_variant,5yearly,2095,1.78682592643706
915,momentum,5yearly,2095,2.19239718243337
915,no_change,5yearly,2095,2.64286505214095
915,zero_migration,5yearly,2095,1.78621161327967
915,constant_fertility,5yearly,Regi,Caribbean
915,constant_mortality,5yearly,Regi,Caribbean
915,estimates,5yearly,Regi,Caribbean
915,high_variant,5yearly,Regi,Caribbean
915,instant_replacement,5yearly,Regi,Caribbean
915,low_variant,5yearly,Regi,Caribbean
915,medium_variant,5yearly,Regi,Caribbean
915,momentum,5yearly,Regi,Caribbean
915,no_change,5yearly,Regi,Caribbean
915,zero_migration,5yearly,Regi,Caribbean
