region,variant,freq,year,totalfertility
911,estimates,5yearly,1950,6.07558199275192
911,estimates,5yearly,1955,6.11212992119422
911,estimates,5yearly,1960,6.24366992324591
911,estimates,5yearly,1965,6.35390521243029
911,estimates,5yearly,1970,6.49758242676108
911,estimates,5yearly,1975,6.65201588658226
911,estimates,5yearly,1980,6.73241739209632
911,estimates,5yearly,1985,6.75844659545604
911,estimates,5yearly,1990,6.67298735891728
911,estimates,5yearly,1995,6.52490869694761
911,estimates,5yearly,2000,6.38920371952209
911,estimates,5yearly,2005,6.23521704356404
911,estimates,5yearly,2010,5.93921691696675
911,constant_fertility,5yearly,2015,5.94645893164014
911,constant_mortality,5yearly,2015,5.53942221738537
911,high_variant,5yearly,2015,5.78909044030494
911,instant_replacement,5yearly,2015,2.40590110992752
911,low_variant,5yearly,2015,5.28926006557609
911,medium_variant,5yearly,2015,5.53917443130001
911,momentum,5yearly,2015,2.47063666278126
911,no_change,5yearly,2015,5.94672954025351
911,zero_migration,5yearly,2015,5.53841139236985
911,constant_fertility,5yearly,2020,5.95407686313395
911,constant_mortality,5yearly,2020,5.12361686101703
911,high_variant,5yearly,2020,5.52282040476607
911,instant_replacement,5yearly,2020,2.35110451600919
911,low_variant,5yearly,2020,4.72310695752876
911,medium_variant,5yearly,2020,5.12296439496056
911,momentum,5yearly,2020,2.47075623259724
911,no_change,5yearly,2020,5.95491353380262
911,zero_migration,5yearly,2020,5.12207801413034
911,constant_fertility,5yearly,2025,5.96169202342907
911,constant_mortality,5yearly,2025,4.72181171194687
911,high_variant,5yearly,2025,5.22081656057521
911,instant_replacement,5yearly,2025,2.30318897237154
911,low_variant,5yearly,2025,4.22101581708389
911,medium_variant,5yearly,2025,4.72091629484812
911,momentum,5yearly,2025,2.47098056544353
911,no_change,5yearly,2025,5.96309735352983
911,zero_migration,5yearly,2025,4.72079695637635
911,constant_fertility,5yearly,2030,5.97056008913868
911,constant_mortality,5yearly,2030,4.34291670118056
911,high_variant,5yearly,2030,4.84177809409807
911,instant_replacement,5yearly,2030,2.2615871446947
911,low_variant,5yearly,2030,3.84200283738402
911,medium_variant,5yearly,2030,4.3418924128589
911,momentum,5yearly,2030,2.47093802425455
911,no_change,5yearly,2030,5.97245572834621
911,zero_migration,5yearly,2030,4.34226926311232
911,constant_fertility,5yearly,2035,5.98080306129718
911,constant_mortality,5yearly,2035,3.99912312355644
911,high_variant,5yearly,2035,4.49768295123996
911,instant_replacement,5yearly,2035,2.22661741043625
911,low_variant,5yearly,2035,3.49825121975704
911,medium_variant,5yearly,2035,3.99796265182172
911,momentum,5yearly,2035,2.47056191029962
911,no_change,5yearly,2035,5.98304977875846
911,zero_migration,5yearly,2035,3.99842922462293
911,constant_fertility,5yearly,2040,5.99131048125316
911,constant_mortality,5yearly,2040,3.68952420150353
911,high_variant,5yearly,2040,4.18762209510828
911,instant_replacement,5yearly,2040,2.19780169488821
911,low_variant,5yearly,2040,3.1888512267259
911,medium_variant,5yearly,2040,3.68821753483602
911,momentum,5yearly,2040,2.4697673366662
911,no_change,5yearly,2040,5.99362546313232
911,zero_migration,5yearly,2040,3.68860772568007
911,constant_fertility,5yearly,2045,6.00153251524296
911,constant_mortality,5yearly,2045,3.42020573029463
911,high_variant,5yearly,2045,3.91784804112742
911,instant_replacement,5yearly,2045,2.173501935833
911,low_variant,5yearly,2045,2.91950437571853
911,medium_variant,5yearly,2045,3.418626686814
911,momentum,5yearly,2045,2.46888226304543
911,no_change,5yearly,2045,6.00362317418755
911,zero_migration,5yearly,2045,3.41891984123053
911,constant_fertility,5yearly,2050,6.01112790103892
911,constant_mortality,5yearly,2050,3.19137432791098
911,high_variant,5yearly,2050,3.68871349727081
911,instant_replacement,5yearly,2050,2.15691529098761
911,low_variant,5yearly,2050,2.69020444550862
911,medium_variant,5yearly,2050,3.18937203705304
911,momentum,5yearly,2050,2.47104895019802
911,no_change,5yearly,2050,6.01276877233453
911,zero_migration,5yearly,2050,3.18951528257257
911,constant_fertility,5yearly,2055,6.02005029039661
911,constant_mortality,5yearly,2055,2.99550406398856
911,high_variant,5yearly,2055,3.49242444339603
