agebroad,gender,percentagetotalpopulation,region,variant,year
0_1,female,6.402,920,estimates,1950
0_4,female,14.792,920,estimates,1950
0_14,female,38.647,920,estimates,1950
0_17,female,45.091,920,estimates,1950
0_19,female,49.114,920,estimates,1950
0_24,female,58.059,920,estimates,1950
3_4,female,5.46,920,estimates,1950
3_5,female,8.04,920,estimates,1950
3_6,female,10.548,920,estimates,1950
4_5,female,5.253,920,estimates,1950
4_6,female,7.76,920,estimates,1950
5_14,female,23.855,920,estimates,1950
5_10,female,14.675,920,estimates,1950
5_11,female,17.016,920,estimates,1950
6_9,female,9.742,920,estimates,1950
6_10,female,12.095,920,estimates,1950
6_11,female,14.436,920,estimates,1950
6_12,female,16.756,920,estimates,1950
7_10,female,9.588,920,estimates,1950
7_12,female,14.249,920,estimates,1950
11_16,female,13.522,920,estimates,1950
11_17,female,15.624,920,estimates,1950
11_18,female,17.668,920,estimates,1950
12_14,female,6.839,920,estimates,1950
12_16,female,11.182,920,estimates,1950
12_17,female,13.283,920,estimates,1950
12_18,female,15.327,920,estimates,1950
13_17,female,10.963,920,estimates,1950
13_18,female,13.007,920,estimates,1950
13_19,female,14.986,920,estimates,1950
15_17,female,6.444,920,estimates,1950
18_23,female,11.299,920,estimates,1950
15_24,female,19.412,920,estimates,1950
15_49,female,48.637,920,estimates,1950
15_59,female,54.917,920,estimates,1950
15_64,female,57.255,920,estimates,1950
20_64,female,46.788,920,estimates,1950
20_69,female,48.576,920,estimates,1950
25_49,female,29.225,920,estimates,1950
25_64,female,37.843,920,estimates,1950
25_69,female,39.631,920,estimates,1950
15plus,female,61.353,920,estimates,1950
16plus,female,59.161,920,estimates,1950
17plus,female,57.011,920,estimates,1950
18plus,female,54.909,920,estimates,1950
20plus,female,50.886,920,estimates,1950
21plus,female,48.971,920,estimates,1950
25plus,female,41.941,920,estimates,1950
50plus,female,12.716,920,estimates,1950
60plus,female,6.436,920,estimates,1950
65plus,female,4.098,920,estimates,1950
70plus,female,2.31,920,estimates,1950
75plus,female,1.111,920,estimates,1950
80plus,female,0.404,920,estimates,1950
85plus,female,0.136,920,estimates,1950
90plus,female,0.036,920,estimates,1950
total,female,100,920,estimates,1950
0_1,male,6.441,920,estimates,1950
0_4,male,14.844,920,estimates,1950
0_14,male,38.555,920,estimates,1950
0_17,male,45,920,estimates,1950
0_19,male,49.052,920,estimates,1950
