agebroad,gender,percentagetotalpopulation,region,variant,year
0_1,female,7.372,957,estimates,1950
0_4,female,17.503,957,estimates,1950
0_14,female,45.084,957,estimates,1950
0_17,female,51.755,957,estimates,1950
0_19,female,55.855,957,estimates,1950
0_24,female,65.109,957,estimates,1950
3_4,female,6.638,957,estimates,1950
3_5,female,9.797,957,estimates,1950
3_6,female,12.856,957,estimates,1950
4_5,female,6.422,957,estimates,1950
4_6,female,9.481,957,estimates,1950
5_14,female,27.581,957,estimates,1950
5_10,female,17.552,957,estimates,1950
5_11,female,20.182,957,estimates,1950
6_9,female,11.684,957,estimates,1950
6_10,female,14.392,957,estimates,1950
6_11,female,17.022,957,estimates,1950
6_12,female,19.572,957,estimates,1950
7_10,female,11.333,957,estimates,1950
7_12,female,16.513,957,estimates,1950
11_16,female,14.552,957,estimates,1950
11_17,female,16.701,957,estimates,1950
11_18,female,18.782,957,estimates,1950
12_14,female,7.4,957,estimates,1950
12_16,female,11.922,957,estimates,1950
12_17,female,14.071,957,estimates,1950
12_18,female,16.152,957,estimates,1950
13_17,female,11.521,957,estimates,1950
13_18,female,13.603,957,estimates,1950
13_19,female,15.621,957,estimates,1950
15_17,female,6.671,957,estimates,1950
18_23,female,11.592,957,estimates,1950
15_24,female,20.024,957,estimates,1950
15_49,female,46.624,957,estimates,1950
15_59,female,50.981,957,estimates,1950
15_64,female,52.647,957,estimates,1950
20_64,female,41.877,957,estimates,1950
20_69,female,42.874,957,estimates,1950
25_49,female,26.6,957,estimates,1950
25_64,female,32.623,957,estimates,1950
25_69,female,33.621,957,estimates,1950
15plus,female,54.916,957,estimates,1950
16plus,female,52.615,957,estimates,1950
17plus,female,50.394,957,estimates,1950
18plus,female,48.245,957,estimates,1950
20plus,female,44.145,957,estimates,1950
21plus,female,42.187,957,estimates,1950
25plus,female,34.891,957,estimates,1950
50plus,female,8.292,957,estimates,1950
60plus,female,3.935,957,estimates,1950
65plus,female,2.268,957,estimates,1950
70plus,female,1.271,957,estimates,1950
75plus,female,0.615,957,estimates,1950
80plus,female,0.28,957,estimates,1950
85plus,female,0.091,957,estimates,1950
90plus,female,0.02,957,estimates,1950
total,female,100,957,estimates,1950
0_1,male,7.383,957,estimates,1950
0_4,male,17.458,957,estimates,1950
0_14,male,45.704,957,estimates,1950
0_17,male,52.324,957,estimates,1950
0_19,male,56.268,957,estimates,1950
0_24,male,64.965,957,estimates,1950
3_4,male,6.601,957,estimates,1950
3_5,male,9.755,957,estimates,1950
3_6,male,12.826,957,estimates,1950
4_5,male,6.402,957,estimates,1950
4_6,male,9.473,957,estimates,1950
5_14,male,28.246,957,estimates,1950
5_10,male,17.81,957,estimates,1950
5_11,male,20.557,957,estimates,1950
6_9,male,11.855,957,estimates,1950
6_10,male,14.655,957,estimates,1950
6_11,male,17.403,957,estimates,1950
6_12,male,20.078,957,estimates,1950
7_10,male,11.584,957,estimates,1950
7_12,male,17.007,957,estimates,1950
11_16,male,14.961,957,estimates,1950
11_17,male,17.056,957,estimates,1950
11_18,male,19.063,957,estimates,1950
12_14,male,7.689,957,estimates,1950
12_16,male,12.213,957,estimates,1950
12_17,male,14.309,957,estimates,1950
12_18,male,16.316,957,estimates,1950
13_17,male,11.633,957,estimates,1950
13_18,male,13.64,957,estimates,1950
13_19,male,15.577,957,estimates,1950
15_17,male,6.62,957,estimates,1950
