agebroad,gender,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",female,Micronesia,954,estimates,1950
0_1,female,7.91,954,estimates,1950
0_4,female,17.347,954,estimates,1950
0_14,female,41.057,954,estimates,1950
0_17,female,46.821,954,estimates,1950
0_19,female,50.452,954,estimates,1950
0_24,female,59.446,954,estimates,1950
3_4,female,6.027,954,estimates,1950
3_5,female,8.749,954,estimates,1950
3_6,female,11.329,954,estimates,1950
4_5,female,5.621,954,estimates,1950
4_6,female,8.202,954,estimates,1950
5_14,female,23.71,954,estimates,1950
5_10,female,14.827,954,estimates,1950
5_11,female,17.137,954,estimates,1950
6_9,female,9.795,954,estimates,1950
6_10,female,12.105,954,estimates,1950
6_11,female,14.416,954,estimates,1950
6_12,female,16.696,954,estimates,1950
7_10,female,9.525,954,estimates,1950
7_12,female,14.116,954,estimates,1950
11_16,female,12.798,954,estimates,1950
11_17,female,14.646,954,estimates,1950
11_18,female,16.465,954,estimates,1950
12_14,female,6.573,954,estimates,1950
12_16,female,10.488,954,estimates,1950
12_17,female,12.336,954,estimates,1950
12_18,female,14.155,954,estimates,1950
13_17,female,10.056,954,estimates,1950
13_18,female,11.875,954,estimates,1950
13_19,female,13.687,954,estimates,1950
15_17,female,5.763,954,estimates,1950
18_23,female,10.809,954,estimates,1950
15_24,female,18.389,954,estimates,1950
15_49,female,47.339,954,estimates,1950
15_59,female,52.715,954,estimates,1950
15_64,female,54.746,954,estimates,1950
20_64,female,45.352,954,estimates,1950
20_69,female,46.842,954,estimates,1950
25_49,female,28.95,954,estimates,1950
25_64,female,36.357,954,estimates,1950
25_69,female,37.847,954,estimates,1950
15plus,female,58.943,954,estimates,1950
16plus,female,56.94,954,estimates,1950
17plus,female,55.028,954,estimates,1950
18plus,female,53.179,954,estimates,1950
20plus,female,49.548,954,estimates,1950
21plus,female,47.746,954,estimates,1950
25plus,female,40.554,954,estimates,1950
50plus,female,11.603,954,estimates,1950
60plus,female,6.228,954,estimates,1950
65plus,female,4.197,954,estimates,1950
70plus,female,2.707,954,estimates,1950
75plus,female,1.547,954,estimates,1950
80plus,female,0.743,954,estimates,1950
85plus,female,0.175,954,estimates,1950
90plus,female,0.03,954,estimates,1950
total,female,100,954,estimates,1950
"Region, subregion, country or area *",male,Micronesia,954,estimates,1950
0_1,male,5.939,954,estimates,1950
0_4,male,13.516,954,estimates,1950
0_14,male,32.258,954,estimates,1950
0_17,male,38.642,954,estimates,1950
0_19,male,43.853,954,estimates,1950
0_24,male,59.324,954,estimates,1950
3_4,male,4.883,954,estimates,1950
3_5,male,7.095,954,estimates,1950
3_6,male,9.174,954,estimates,1950
4_5,male,4.572,954,estimates,1950
4_6,male,6.651,954,estimates,1950
5_14,male,18.742,954,estimates,1950
5_10,male,11.664,954,estimates,1950
5_11,male,13.364,954,estimates,1950
6_9,male,7.711,954,estimates,1950
6_10,male,9.452,954,estimates,1950
6_11,male,11.151,954,estimates,1950
6_12,male,12.858,954,estimates,1950
7_10,male,7.372,954,estimates,1950
7_12,male,10.778,954,estimates,1950
11_16,male,11.2,954,estimates,1950
11_17,male,13.463,954,estimates,1950
11_18,male,15.944,954,estimates,1950
12_14,male,5.379,954,estimates,1950
12_16,male,9.5,954,estimates,1950
12_17,male,11.763,954,estimates,1950
12_18,male,14.244,954,estimates,1950
13_17,male,10.056,954,estimates,1950
13_18,male,12.538,954,estimates,1950
13_19,male,15.267,954,estimates,1950
15_17,male,6.384,954,estimates,1950
18_23,male,17.844,954,estimates,1950
15_24,male,27.066,954,estimates,1950
15_49,male,58.99,954,estimates,1950
15_59,male,63.515,954,estimates,1950
15_64,male,65.009,954,estimates,1950
20_64,male,53.414,954,estimates,1950
20_69,male,54.479,954,estimates,1950
25_49,male,31.924,954,estimates,1950
25_64,male,37.943,954,estimates,1950
25_69,male,39.008,954,estimates,1950
15plus,male,67.742,954,estimates,1950
16plus,male,65.733,954,estimates,1950
17plus,male,63.621,954,estimates,1950
18plus,male,61.358,954,estimates,1950
20plus,male,56.147,954,estimates,1950
21plus,male,53.185,954,estimates,1950
25plus,male,40.676,954,estimates,1950
50plus,male,8.752,954,estimates,1950
60plus,male,4.227,954,estimates,1950
65plus,male,2.734,954,estimates,1950
70plus,male,1.668,954,estimates,1950
75plus,male,0.895,954,estimates,1950
80plus,male,0.409,954,estimates,1950
85plus,male,0.09,954,estimates,1950
90plus,male,0.014,954,estimates,1950
total,male,100,954,estimates,1950
"Region, subregion, country or area *",female,Micronesia,954,estimates,1951
0_1,female,8.066,954,estimates,1951
0_4,female,17.863,954,estimates,1951
0_14,female,41.622,954,estimates,1951
0_17,female,47.424,954,estimates,1951
0_19,female,51.008,954,estimates,1951
0_24,female,59.79,954,estimates,1951
3_4,female,6.256,954,estimates,1951
3_5,female,9.062,954,estimates,1951
3_6,female,11.71,954,estimates,1951
4_5,female,5.814,954,estimates,1951
4_6,female,8.462,954,estimates,1951
5_14,female,23.759,954,estimates,1951
5_10,female,15.036,954,estimates,1951
5_11,female,17.272,954,estimates,1951
6_9,female,9.948,954,estimates,1951
6_10,female,12.229,954,estimates,1951
6_11,female,14.465,954,estimates,1951
6_12,female,16.677,954,estimates,1951
7_10,female,9.581,954,estimates,1951
7_12,female,14.029,954,estimates,1951
11_16,female,12.667,954,estimates,1951
11_17,female,14.525,954,estimates,1951
11_18,female,16.33,954,estimates,1951
12_14,female,6.487,954,estimates,1951
12_16,female,10.431,954,estimates,1951
12_17,female,12.289,954,estimates,1951
12_18,female,14.094,954,estimates,1951
13_17,female,10.077,954,estimates,1951
13_18,female,11.882,954,estimates,1951
13_19,female,13.661,954,estimates,1951
15_17,female,5.802,954,estimates,1951
18_23,female,10.616,954,estimates,1951
15_24,female,18.168,954,estimates,1951
15_49,female,46.959,954,estimates,1951
15_59,female,52.255,954,estimates,1951
15_64,female,54.278,954,estimates,1951
20_64,female,44.892,954,estimates,1951
20_69,female,46.365,954,estimates,1951
25_49,female,28.791,954,estimates,1951
25_64,female,36.11,954,estimates,1951
25_69,female,37.583,954,estimates,1951
15plus,female,58.378,954,estimates,1951
16plus,female,56.367,954,estimates,1951
17plus,female,54.435,954,estimates,1951
18plus,female,52.576,954,estimates,1951
20plus,female,48.992,954,estimates,1951
21plus,female,47.22,954,estimates,1951
25plus,female,40.21,954,estimates,1951
50plus,female,11.42,954,estimates,1951
60plus,female,6.123,954,estimates,1951
65plus,female,4.1,954,estimates,1951
70plus,female,2.627,954,estimates,1951
75plus,female,1.501,954,estimates,1951
80plus,female,0.744,954,estimates,1951
85plus,female,0.205,954,estimates,1951
90plus,female,0.034,954,estimates,1951
total,female,100,954,estimates,1951
"Region, subregion, country or area *",male,Micronesia,954,estimates,1951
0_1,male,6.146,954,estimates,1951
0_4,male,13.997,954,estimates,1951
0_14,male,33.36,954,estimates,1951
0_17,male,39.619,954,estimates,1951
0_19,male,44.419,954,estimates,1951
0_24,male,58.526,954,estimates,1951
3_4,male,5.069,954,estimates,1951
3_5,male,7.376,954,estimates,1951
3_6,male,9.55,954,estimates,1951
4_5,male,4.761,954,estimates,1951
4_6,male,6.935,954,estimates,1951
5_14,male,19.363,954,estimates,1951
5_10,male,12.195,954,estimates,1951
5_11,male,13.981,954,estimates,1951
6_9,male,8.062,954,estimates,1951
6_10,male,9.888,954,estimates,1951
6_11,male,11.673,954,estimates,1951
6_12,male,13.43,954,estimates,1951
7_10,male,7.714,954,estimates,1951
7_12,male,11.257,954,estimates,1951
11_16,male,11.228,954,estimates,1951
11_17,male,13.427,954,estimates,1951
11_18,male,15.753,954,estimates,1951
12_14,male,5.382,954,estimates,1951
12_16,male,9.442,954,estimates,1951
12_17,male,11.641,954,estimates,1951
12_18,male,13.967,954,estimates,1951
13_17,male,9.884,954,estimates,1951
13_18,male,12.21,954,estimates,1951
13_19,male,14.684,954,estimates,1951
15_17,male,6.259,954,estimates,1951
18_23,male,16.073,954,estimates,1951
15_24,male,25.166,954,estimates,1951
15_49,male,57.839,954,estimates,1951
15_59,male,62.407,954,estimates,1951
15_64,male,63.916,954,estimates,1951
20_64,male,52.857,954,estimates,1951
20_69,male,53.923,954,estimates,1951
25_49,male,32.673,954,estimates,1951
25_64,male,38.75,954,estimates,1951
25_69,male,39.816,954,estimates,1951
15plus,male,66.64,954,estimates,1951
16plus,male,64.668,954,estimates,1951
17plus,male,62.58,954,estimates,1951
18plus,male,60.381,954,estimates,1951
20plus,male,55.581,954,estimates,1951
21plus,male,52.957,954,estimates,1951
25plus,male,41.474,954,estimates,1951
50plus,male,8.801,954,estimates,1951
60plus,male,4.233,954,estimates,1951
65plus,male,2.724,954,estimates,1951
70plus,male,1.658,954,estimates,1951
75plus,male,0.894,954,estimates,1951
80plus,male,0.418,954,estimates,1951
85plus,male,0.109,954,estimates,1951
90plus,male,0.016,954,estimates,1951
total,male,100,954,estimates,1951
"Region, subregion, country or area *",female,Micronesia,954,estimates,1952
0_1,female,7.995,954,estimates,1952
0_4,female,18.103,954,estimates,1952
0_14,female,42.042,954,estimates,1952
0_17,female,47.856,954,estimates,1952
0_19,female,51.431,954,estimates,1952
0_24,female,60.064,954,estimates,1952
3_4,female,6.457,954,estimates,1952
3_5,female,9.35,954,estimates,1952
3_6,female,12.074,954,estimates,1952
4_5,female,5.996,954,estimates,1952
4_6,female,8.72,954,estimates,1952
5_14,female,23.939,954,estimates,1952
5_10,female,15.356,954,estimates,1952
5_11,female,17.578,954,estimates,1952
6_9,female,10.165,954,estimates,1952
6_10,female,12.463,954,estimates,1952
6_11,female,14.685,954,estimates,1952
6_12,female,16.849,954,estimates,1952
7_10,female,9.739,954,estimates,1952
7_12,female,14.124,954,estimates,1952
11_16,female,12.528,954,estimates,1952
11_17,female,14.397,954,estimates,1952
11_18,female,16.206,954,estimates,1952
12_14,female,6.362,954,estimates,1952
12_16,female,10.306,954,estimates,1952
12_17,female,12.175,954,estimates,1952
12_18,female,13.985,954,estimates,1952
13_17,female,10.012,954,estimates,1952
13_18,female,11.821,954,estimates,1952
13_19,female,13.586,954,estimates,1952
15_17,female,5.814,954,estimates,1952
18_23,female,10.497,954,estimates,1952
15_24,female,18.022,954,estimates,1952
15_49,female,46.686,954,estimates,1952
15_59,female,51.917,954,estimates,1952
15_64,female,53.928,954,estimates,1952
20_64,female,44.54,954,estimates,1952
20_69,female,46.017,954,estimates,1952
25_49,female,28.664,954,estimates,1952
25_64,female,35.906,954,estimates,1952
25_69,female,37.383,954,estimates,1952
15plus,female,57.958,954,estimates,1952
16plus,female,55.948,954,estimates,1952
17plus,female,54.013,954,estimates,1952
18plus,female,52.144,954,estimates,1952
20plus,female,48.569,954,estimates,1952
21plus,female,46.826,954,estimates,1952
25plus,female,39.936,954,estimates,1952
50plus,female,11.272,954,estimates,1952
60plus,female,6.04,954,estimates,1952
65plus,female,4.03,954,estimates,1952
70plus,female,2.553,954,estimates,1952
75plus,female,1.47,954,estimates,1952
80plus,female,0.728,954,estimates,1952
85plus,female,0.237,954,estimates,1952
90plus,female,0.036,954,estimates,1952
total,female,100,954,estimates,1952
"Region, subregion, country or area *",male,Micronesia,954,estimates,1952
0_1,male,6.353,954,estimates,1952
0_4,male,14.444,954,estimates,1952
0_14,male,34.418,954,estimates,1952
0_17,male,40.544,954,estimates,1952
0_19,male,45.207,954,estimates,1952
0_24,male,58.017,954,estimates,1952
3_4,male,5.229,954,estimates,1952
3_5,male,7.618,954,estimates,1952
3_6,male,9.873,954,estimates,1952
4_5,male,4.923,954,estimates,1952
4_6,male,7.178,954,estimates,1952
5_14,male,19.973,954,estimates,1952
5_10,male,12.637,954,estimates,1952
5_11,male,14.488,954,estimates,1952
6_9,male,8.362,954,estimates,1952
6_10,male,10.249,954,estimates,1952
6_11,male,12.1,954,estimates,1952
6_12,male,13.93,954,estimates,1952
7_10,male,7.994,954,estimates,1952
7_12,male,11.675,954,estimates,1952
11_16,male,11.301,954,estimates,1952
11_17,male,13.463,954,estimates,1952
11_18,male,15.742,954,estimates,1952
12_14,male,5.485,954,estimates,1952
12_16,male,9.45,954,estimates,1952
12_17,male,11.612,954,estimates,1952
12_18,male,13.892,954,estimates,1952
13_17,male,9.781,954,estimates,1952
13_18,male,12.061,954,estimates,1952
13_19,male,14.444,954,estimates,1952
15_17,male,6.127,954,estimates,1952
18_23,male,14.852,954,estimates,1952
15_24,male,23.599,954,estimates,1952
15_49,male,56.738,954,estimates,1952
15_59,male,61.345,954,estimates,1952
15_64,male,62.861,954,estimates,1952
20_64,male,52.071,954,estimates,1952
20_69,male,53.149,954,estimates,1952
25_49,male,33.138,954,estimates,1952
25_64,male,39.262,954,estimates,1952
25_69,male,40.339,954,estimates,1952
15plus,male,65.582,954,estimates,1952
16plus,male,63.659,954,estimates,1952
17plus,male,61.617,954,estimates,1952
18plus,male,59.456,954,estimates,1952
20plus,male,54.793,954,estimates,1952
21plus,male,52.328,954,estimates,1952
25plus,male,41.983,954,estimates,1952
50plus,male,8.844,954,estimates,1952
60plus,male,4.237,954,estimates,1952
65plus,male,2.721,954,estimates,1952
70plus,male,1.644,954,estimates,1952
75plus,male,0.889,954,estimates,1952
80plus,male,0.411,954,estimates,1952
85plus,male,0.124,954,estimates,1952
90plus,male,0.016,954,estimates,1952
total,male,100,954,estimates,1952
"Region, subregion, country or area *",female,Micronesia,954,estimates,1953
0_1,female,8.031,954,estimates,1953
0_4,female,18.147,954,estimates,1953
0_14,female,42.401,954,estimates,1953
0_17,female,48.174,954,estimates,1953
0_19,female,51.747,954,estimates,1953
0_24,female,60.267,954,estimates,1953
3_4,female,6.597,954,estimates,1953
3_5,female,9.565,954,estimates,1953
3_6,female,12.354,954,estimates,1953
4_5,female,6.143,954,estimates,1953
4_6,female,8.933,954,estimates,1953
5_14,female,24.254,954,estimates,1953
5_10,female,15.695,954,estimates,1953
5_11,female,17.951,954,estimates,1953
6_9,female,10.386,954,estimates,1953
6_10,female,12.728,954,estimates,1953
6_11,female,14.984,954,estimates,1953
6_12,female,17.151,954,estimates,1953
7_10,female,9.938,954,estimates,1953
7_12,female,14.361,954,estimates,1953
11_16,female,12.467,954,estimates,1953
11_17,female,14.331,954,estimates,1953
11_18,female,16.142,954,estimates,1953
12_14,female,6.303,954,estimates,1953
12_16,female,10.211,954,estimates,1953
12_17,female,12.076,954,estimates,1953
12_18,female,13.886,954,estimates,1953
13_17,female,9.909,954,estimates,1953
13_18,female,11.719,954,estimates,1953
13_19,female,13.482,954,estimates,1953
15_17,female,5.773,954,estimates,1953
18_23,female,10.408,954,estimates,1953
15_24,female,17.867,954,estimates,1953
15_49,female,46.46,954,estimates,1953
15_59,female,51.638,954,estimates,1953
15_64,female,53.633,954,estimates,1953
20_64,female,44.286,954,estimates,1953
20_69,female,45.775,954,estimates,1953
25_49,female,28.594,954,estimates,1953
25_64,female,35.766,954,estimates,1953
25_69,female,37.255,954,estimates,1953
15plus,female,57.599,954,estimates,1953
16plus,female,55.615,954,estimates,1953
17plus,female,53.691,954,estimates,1953
18plus,female,51.826,954,estimates,1953
20plus,female,48.253,954,estimates,1953
21plus,female,46.525,954,estimates,1953
25plus,female,39.733,954,estimates,1953
50plus,female,11.139,954,estimates,1953
60plus,female,5.962,954,estimates,1953
65plus,female,3.966,954,estimates,1953
70plus,female,2.478,954,estimates,1953
75plus,female,1.43,954,estimates,1953
80plus,female,0.692,954,estimates,1953
85plus,female,0.254,954,estimates,1953
90plus,female,0.039,954,estimates,1953
total,female,100,954,estimates,1953
"Region, subregion, country or area *",male,Micronesia,954,estimates,1953
0_1,male,6.529,954,estimates,1953
0_4,male,14.846,954,estimates,1953
0_14,male,35.374,954,estimates,1953
0_17,male,41.388,954,estimates,1953
0_19,male,45.985,954,estimates,1953
0_24,male,58.024,954,estimates,1953
3_4,male,5.378,954,estimates,1953
3_5,male,7.836,954,estimates,1953
3_6,male,10.159,954,estimates,1953
4_5,male,5.068,954,estimates,1953
4_6,male,7.39,954,estimates,1953
5_14,male,20.528,954,estimates,1953
5_10,male,13.014,954,estimates,1953
5_11,male,14.909,954,estimates,1953
6_9,male,8.622,954,estimates,1953
6_10,male,10.556,954,estimates,1953
6_11,male,12.45,954,estimates,1953
6_12,male,14.331,954,estimates,1953
7_10,male,8.233,954,estimates,1953
7_12,male,12.008,954,estimates,1953
11_16,male,11.412,954,estimates,1953
11_17,male,13.528,954,estimates,1953
11_18,male,15.764,954,estimates,1953
12_14,male,5.619,954,estimates,1953
12_16,male,9.517,954,estimates,1953
12_17,male,11.633,954,estimates,1953
12_18,male,13.869,954,estimates,1953
13_17,male,9.752,954,estimates,1953
13_18,male,11.989,954,estimates,1953
13_19,male,14.35,954,estimates,1953
15_17,male,6.014,954,estimates,1953
18_23,male,14.292,954,estimates,1953
15_24,male,22.649,954,estimates,1953
15_49,male,55.769,954,estimates,1953
15_59,male,60.4,954,estimates,1953
15_64,male,61.92,954,estimates,1953
20_64,male,51.309,954,estimates,1953
20_69,male,52.401,954,estimates,1953
25_49,male,33.119,954,estimates,1953
25_64,male,39.271,954,estimates,1953
25_69,male,40.362,954,estimates,1953
15plus,male,64.626,954,estimates,1953
16plus,male,62.722,954,estimates,1953
17plus,male,60.728,954,estimates,1953
18plus,male,58.612,954,estimates,1953
20plus,male,54.015,954,estimates,1953
21plus,male,51.574,954,estimates,1953
25plus,male,41.976,954,estimates,1953
50plus,male,8.857,954,estimates,1953
60plus,male,4.226,954,estimates,1953
65plus,male,2.706,954,estimates,1953
70plus,male,1.614,954,estimates,1953
75plus,male,0.877,954,estimates,1953
80plus,male,0.398,954,estimates,1953
85plus,male,0.133,954,estimates,1953
90plus,male,0.016,954,estimates,1953
total,male,100,954,estimates,1953
"Region, subregion, country or area *",female,Micronesia,954,estimates,1954
0_1,female,8.05,954,estimates,1954
0_4,female,18.133,954,estimates,1954
0_14,female,42.754,954,estimates,1954
0_17,female,48.455,954,estimates,1954
0_19,female,52.013,954,estimates,1954
0_24,female,60.441,954,estimates,1954
3_4,female,6.518,954,estimates,1954
3_5,female,9.525,954,estimates,1954
3_6,female,12.362,954,estimates,1954
4_5,female,6.211,954,estimates,1954
4_6,female,9.049,954,estimates,1954
5_14,female,24.621,954,estimates,1954
5_10,female,15.954,954,estimates,1954
5_11,female,18.261,954,estimates,1954
6_9,female,10.563,954,estimates,1954
6_10,female,12.948,954,estimates,1954
6_11,female,15.254,954,estimates,1954
6_12,female,17.465,954,estimates,1954
7_10,female,10.11,954,estimates,1954
7_12,female,14.627,954,estimates,1954
11_16,female,12.526,954,estimates,1954
11_17,female,14.369,954,estimates,1954
11_18,female,16.168,954,estimates,1954
