agebroad,gender,percentagetotalpopulation,region,variant,year
0_1,female,6.95,911,estimates,1950
0_4,female,15.994,911,estimates,1950
0_14,female,39.862,911,estimates,1950
0_17,female,45.912,911,estimates,1950
0_19,female,49.713,911,estimates,1950
0_24,female,58.453,911,estimates,1950
3_4,female,5.869,911,estimates,1950
3_5,female,8.604,911,estimates,1950
3_6,female,11.231,911,estimates,1950
4_5,female,5.597,911,estimates,1950
4_6,female,8.224,911,estimates,1950
5_14,female,23.868,911,estimates,1950
5_10,female,15.062,911,estimates,1950
5_11,female,17.342,911,estimates,1950
6_9,female,10,911,estimates,1950
6_10,female,12.327,911,estimates,1950
6_11,female,14.607,911,estimates,1950
6_12,female,16.839,911,estimates,1950
7_10,female,9.7,911,estimates,1950
7_12,female,14.212,911,estimates,1950
11_16,female,12.887,911,estimates,1950
11_17,female,14.856,911,estimates,1950
11_18,female,16.779,911,estimates,1950
12_14,female,6.526,911,estimates,1950
12_16,female,10.607,911,estimates,1950
12_17,female,12.576,911,estimates,1950
12_18,female,14.499,911,estimates,1950
13_17,female,10.344,911,estimates,1950
13_18,female,12.267,911,estimates,1950
13_19,female,14.145,911,estimates,1950
15_17,female,6.05,911,estimates,1950
18_23,female,10.883,911,estimates,1950
15_24,female,18.591,911,estimates,1950
15_49,female,47.422,911,estimates,1950
15_59,female,53.746,911,estimates,1950
15_64,female,55.963,911,estimates,1950
20_64,female,46.112,911,estimates,1950
20_69,female,47.802,911,estimates,1950
25_49,female,28.831,911,estimates,1950
25_64,female,37.372,911,estimates,1950
25_69,female,39.062,911,estimates,1950
15plus,female,60.138,911,estimates,1950
16plus,female,58.073,911,estimates,1950
17plus,female,56.056,911,estimates,1950
18plus,female,54.088,911,estimates,1950
20plus,female,50.287,911,estimates,1950
21plus,female,48.452,911,estimates,1950
25plus,female,41.547,911,estimates,1950
50plus,female,12.716,911,estimates,1950
60plus,female,6.392,911,estimates,1950
65plus,female,4.174,911,estimates,1950
70plus,female,2.485,911,estimates,1950
75plus,female,1.294,911,estimates,1950
80plus,female,0.555,911,estimates,1950
85plus,female,0.162,911,estimates,1950
90plus,female,0.031,911,estimates,1950
total,female,100,911,estimates,1950
0_1,male,7.472,911,estimates,1950
0_4,male,17.104,911,estimates,1950
0_14,male,42.111,911,estimates,1950
0_17,male,48.357,911,estimates,1950
0_19,male,52.243,911,estimates,1950
0_24,male,61.029,911,estimates,1950
3_4,male,6.238,911,estimates,1950
3_5,male,9.132,911,estimates,1950
3_6,male,11.902,911,estimates,1950
4_5,male,5.93,911,estimates,1950
4_6,male,8.7,911,estimates,1950
5_14,male,25.007,911,estimates,1950
5_10,male,15.838,911,estimates,1950
5_11,male,18.219,911,estimates,1950
6_9,male,10.511,911,estimates,1950
6_10,male,12.944,911,estimates,1950
6_11,male,15.325,911,estimates,1950
6_12,male,17.652,911,estimates,1950
7_10,male,10.174,911,estimates,1950
7_12,male,14.881,911,estimates,1950
11_16,male,13.389,911,estimates,1950
11_17,male,15.416,911,estimates,1950
11_18,male,17.386,911,estimates,1950
12_14,male,6.789,911,estimates,1950
12_16,male,11.008,911,estimates,1950
12_17,male,13.035,911,estimates,1950
12_18,male,15.005,911,estimates,1950
13_17,male,10.708,911,estimates,1950
13_18,male,12.679,911,estimates,1950
13_19,male,14.594,911,estimates,1950
15_17,male,6.246,911,estimates,1950
18_23,male,11.019,911,estimates,1950
15_24,male,18.918,911,estimates,1950
15_49,male,46.945,911,estimates,1950
15_59,male,52.655,911,estimates,1950
15_64,male,54.544,911,estimates,1950
20_64,male,44.411,911,estimates,1950
20_69,male,45.812,911,estimates,1950
25_49,male,28.028,911,estimates,1950
25_64,male,35.626,911,estimates,1950
25_69,male,37.026,911,estimates,1950
15plus,male,57.889,911,estimates,1950
16plus,male,55.751,911,estimates,1950
17plus,male,53.67,911,estimates,1950
18plus,male,51.643,911,estimates,1950
20plus,male,47.757,911,estimates,1950
21plus,male,45.895,911,estimates,1950
25plus,male,38.971,911,estimates,1950
