agebroad,gender,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",female,Southern Africa,913,estimates,1950
0_1,female,6.374,913,estimates,1950
0_4,female,15.011,913,estimates,1950
0_14,female,38.58,913,estimates,1950
0_17,female,44.502,913,estimates,1950
0_19,female,48.215,913,estimates,1950
0_24,female,56.784,913,estimates,1950
3_4,female,5.646,913,estimates,1950
3_5,female,8.321,913,estimates,1950
3_6,female,10.91,913,estimates,1950
4_5,female,5.446,913,estimates,1950
4_6,female,8.034,913,estimates,1950
5_14,female,23.569,913,estimates,1950
5_10,female,14.891,913,estimates,1950
5_11,female,17.146,913,estimates,1950
6_9,female,9.906,913,estimates,1950
6_10,female,12.216,913,estimates,1950
6_11,female,14.471,913,estimates,1950
6_12,female,16.671,913,estimates,1950
7_10,female,9.627,913,estimates,1950
7_12,female,14.082,913,estimates,1950
11_16,female,12.677,913,estimates,1950
11_17,female,14.6,913,estimates,1950
11_18,female,16.478,913,estimates,1950
12_14,female,6.423,913,estimates,1950
12_16,female,10.422,913,estimates,1950
12_17,female,12.345,913,estimates,1950
12_18,female,14.223,913,estimates,1950
13_17,female,10.145,913,estimates,1950
13_18,female,12.023,913,estimates,1950
13_19,female,13.859,913,estimates,1950
15_17,female,5.922,913,estimates,1950
18_23,female,10.656,913,estimates,1950
15_24,female,18.204,913,estimates,1950
15_49,female,47.597,913,estimates,1950
15_59,female,54.268,913,estimates,1950
15_64,female,56.902,913,estimates,1950
20_64,female,47.267,913,estimates,1950
20_69,female,49.177,913,estimates,1950
25_49,female,29.393,913,estimates,1950
25_64,female,38.698,913,estimates,1950
25_69,female,40.608,913,estimates,1950
15plus,female,61.42,913,estimates,1950
16plus,female,59.394,913,estimates,1950
17plus,female,57.421,913,estimates,1950
18plus,female,55.498,913,estimates,1950
20plus,female,51.785,913,estimates,1950
21plus,female,49.99,913,estimates,1950
25plus,female,43.216,913,estimates,1950
50plus,female,13.823,913,estimates,1950
60plus,female,7.152,913,estimates,1950
65plus,female,4.517,913,estimates,1950
70plus,female,2.608,913,estimates,1950
75plus,female,1.327,913,estimates,1950
80plus,female,0.703,913,estimates,1950
85plus,female,0.285,913,estimates,1950
90plus,female,0.067,913,estimates,1950
total,female,100,913,estimates,1950
"Region, subregion, country or area *",male,Southern Africa,913,estimates,1950
0_1,male,6.346,913,estimates,1950
0_4,male,14.992,913,estimates,1950
0_14,male,38.485,913,estimates,1950
0_17,male,44.612,913,estimates,1950
0_19,male,48.515,913,estimates,1950
0_24,male,57.529,913,estimates,1950
3_4,male,5.655,913,estimates,1950
3_5,male,8.333,913,estimates,1950
3_6,male,10.922,913,estimates,1950
4_5,male,5.454,913,estimates,1950
4_6,male,8.042,913,estimates,1950
5_14,male,23.494,913,estimates,1950
5_10,male,14.848,913,estimates,1950
5_11,male,17.077,913,estimates,1950
6_9,male,9.878,913,estimates,1950
6_10,male,12.169,913,estimates,1950
6_11,male,14.399,913,estimates,1950
6_12,male,16.576,913,estimates,1950
7_10,male,9.581,913,estimates,1950
7_12,male,13.988,913,estimates,1950
11_16,male,12.761,913,estimates,1950
11_17,male,14.773,913,estimates,1950
11_18,male,16.747,913,estimates,1950
12_14,male,6.416,913,estimates,1950
12_16,male,10.531,913,estimates,1950
12_17,male,12.544,913,estimates,1950
12_18,male,14.517,913,estimates,1950
13_17,male,10.366,913,estimates,1950
13_18,male,12.34,913,estimates,1950
13_19,male,14.269,913,estimates,1950
15_17,male,6.127,913,estimates,1950
18_23,male,11.205,913,estimates,1950
15_24,male,19.044,913,estimates,1950
15_49,male,49.578,913,estimates,1950
15_59,male,55.756,913,estimates,1950
15_64,male,57.873,913,estimates,1950
20_64,male,47.842,913,estimates,1950
20_69,male,49.319,913,estimates,1950
25_49,male,30.534,913,estimates,1950
25_64,male,38.829,913,estimates,1950
25_69,male,40.306,913,estimates,1950
15plus,male,61.515,913,estimates,1950
16plus,male,59.443,913,estimates,1950
17plus,male,57.4,913,estimates,1950
18plus,male,55.388,913,estimates,1950
20plus,male,51.485,913,estimates,1950
21plus,male,49.597,913,estimates,1950
25plus,male,42.471,913,estimates,1950
50plus,male,11.937,913,estimates,1950
60plus,male,5.759,913,estimates,1950
65plus,male,3.642,913,estimates,1950
70plus,male,2.166,913,estimates,1950
75plus,male,1.092,913,estimates,1950
80plus,male,0.539,913,estimates,1950
85plus,male,0.214,913,estimates,1950
90plus,male,0.044,913,estimates,1950
total,male,100,913,estimates,1950
"Region, subregion, country or area *",female,Southern Africa,913,estimates,1951
0_1,female,6.695,913,estimates,1951
0_4,female,15.36,913,estimates,1951
0_14,female,38.935,913,estimates,1951
0_17,female,44.842,913,estimates,1951
0_19,female,48.53,913,estimates,1951
0_24,female,57.044,913,estimates,1951
3_4,female,5.658,913,estimates,1951
3_5,female,8.336,913,estimates,1951
3_6,female,10.928,913,estimates,1951
4_5,female,5.452,913,estimates,1951
4_6,female,8.044,913,estimates,1951
5_14,female,23.575,913,estimates,1951
5_10,female,14.915,913,estimates,1951
5_11,female,17.162,913,estimates,1951
6_9,female,9.929,913,estimates,1951
6_10,female,12.237,913,estimates,1951
6_11,female,14.485,913,estimates,1951
6_12,female,16.678,913,estimates,1951
7_10,female,9.646,913,estimates,1951
7_12,female,14.086,913,estimates,1951
11_16,female,12.652,913,estimates,1951
11_17,female,14.567,913,estimates,1951
11_18,female,16.434,913,estimates,1951
12_14,female,6.412,913,estimates,1951
12_16,female,10.404,913,estimates,1951
12_17,female,12.319,913,estimates,1951
12_18,female,14.186,913,estimates,1951
13_17,female,10.126,913,estimates,1951
13_18,female,11.993,913,estimates,1951
13_19,female,13.815,913,estimates,1951
15_17,female,5.907,913,estimates,1951
18_23,female,10.581,913,estimates,1951
15_24,female,18.109,913,estimates,1951
15_49,female,47.373,913,estimates,1951
15_59,female,53.965,913,estimates,1951
15_64,female,56.542,913,estimates,1951
20_64,female,46.947,913,estimates,1951
20_69,female,48.864,913,estimates,1951
25_49,female,29.263,913,estimates,1951
25_64,female,38.433,913,estimates,1951
25_69,female,40.35,913,estimates,1951
15plus,female,61.065,913,estimates,1951
16plus,female,59.042,913,estimates,1951
17plus,female,57.074,913,estimates,1951
18plus,female,55.158,913,estimates,1951
20plus,female,51.47,913,estimates,1951
21plus,female,49.689,913,estimates,1951
25plus,female,42.956,913,estimates,1951
50plus,female,13.692,913,estimates,1951
60plus,female,7.1,913,estimates,1951
65plus,female,4.523,913,estimates,1951
70plus,female,2.606,913,estimates,1951
75plus,female,1.319,913,estimates,1951
80plus,female,0.676,913,estimates,1951
85plus,female,0.29,913,estimates,1951
90plus,female,0.075,913,estimates,1951
total,female,100,913,estimates,1951
"Region, subregion, country or area *",male,Southern Africa,913,estimates,1951
0_1,male,6.642,913,estimates,1951
0_4,male,15.308,913,estimates,1951
0_14,male,38.829,913,estimates,1951
