agebroad,gender,percentagetotalpopulation,region,variant,year
0_1,female,6.399,1501,estimates,1950
0_4,female,14.607,1501,estimates,1950
0_14,female,37.861,1501,estimates,1950
0_17,female,44.054,1501,estimates,1950
0_19,female,47.955,1501,estimates,1950
0_24,female,56.983,1501,estimates,1950
3_4,female,5.323,1501,estimates,1950
3_5,female,7.823,1501,estimates,1950
3_6,female,10.25,1501,estimates,1950
4_5,female,5.098,1501,estimates,1950
4_6,female,7.525,1501,estimates,1950
5_14,female,23.254,1501,estimates,1950
5_10,female,14.245,1501,estimates,1950
5_11,female,16.547,1501,estimates,1950
6_9,female,9.446,1501,estimates,1950
6_10,female,11.745,1501,estimates,1950
6_11,female,14.047,1501,estimates,1950
6_12,female,16.334,1501,estimates,1950
7_10,female,9.319,1501,estimates,1950
7_12,female,13.908,1501,estimates,1950
11_16,female,13.191,1501,estimates,1950
11_17,female,15.202,1501,estimates,1950
11_18,female,17.17,1501,estimates,1950
12_14,female,6.707,1501,estimates,1950
12_16,female,10.89,1501,estimates,1950
12_17,female,12.901,1501,estimates,1950
12_18,female,14.869,1501,estimates,1950
13_17,female,10.613,1501,estimates,1950
13_18,female,12.582,1501,estimates,1950
13_19,female,14.514,1501,estimates,1950
15_17,female,6.193,1501,estimates,1950
18_23,female,11.223,1501,estimates,1950
15_24,female,19.122,1501,estimates,1950
15_49,female,49.199,1501,estimates,1950
15_59,female,55.658,1501,estimates,1950
15_64,female,58.048,1501,estimates,1950
20_64,female,47.954,1501,estimates,1950
20_69,female,49.582,1501,estimates,1950
25_49,female,30.077,1501,estimates,1950
25_64,female,38.926,1501,estimates,1950
25_69,female,40.553,1501,estimates,1950
15plus,female,62.139,1501,estimates,1950
16plus,female,60.02,1501,estimates,1950
17plus,female,57.957,1501,estimates,1950
18plus,female,55.946,1501,estimates,1950
20plus,female,52.045,1501,estimates,1950
21plus,female,50.152,1501,estimates,1950
25plus,female,43.017,1501,estimates,1950
50plus,female,12.94,1501,estimates,1950
60plus,female,6.481,1501,estimates,1950
65plus,female,4.091,1501,estimates,1950
70plus,female,2.464,1501,estimates,1950
75plus,female,1.262,1501,estimates,1950
80plus,female,0.522,1501,estimates,1950
85plus,female,0.181,1501,estimates,1950
90plus,female,0.048,1501,estimates,1950
total,female,100,1501,estimates,1950
0_1,male,6.352,1501,estimates,1950
0_4,male,14.56,1501,estimates,1950
0_14,male,37.793,1501,estimates,1950
0_17,male,44.028,1501,estimates,1950
0_19,male,47.99,1501,estimates,1950
