agebroad,gender,percentagetotalpopulation,region,variant,year
0_1,female,3.591,924,estimates,1950
0_4,female,8.497,924,estimates,1950
0_14,female,22.43,924,estimates,1950
0_17,female,26.323,924,estimates,1950
0_19,female,28.956,924,estimates,1950
0_24,female,35.881,924,estimates,1950
3_4,female,3.212,924,estimates,1950
3_5,female,4.743,924,estimates,1950
3_6,female,6.23,924,estimates,1950
4_5,female,3.11,924,estimates,1950
4_6,female,4.597,924,estimates,1950
5_14,female,13.933,924,estimates,1950
5_10,female,8.636,924,estimates,1950
5_11,female,9.981,924,estimates,1950
6_9,female,5.741,924,estimates,1950
6_10,female,7.105,924,estimates,1950
6_11,female,8.451,924,estimates,1950
6_12,female,9.781,924,estimates,1950
7_10,female,5.618,924,estimates,1950
7_12,female,8.293,924,estimates,1950
11_16,female,7.893,924,estimates,1950
11_17,female,9.191,924,estimates,1950
11_18,female,10.499,924,estimates,1950
12_14,female,3.952,924,estimates,1950
12_16,female,6.547,924,estimates,1950
12_17,female,7.845,924,estimates,1950
12_18,female,9.154,924,estimates,1950
13_17,female,6.515,924,estimates,1950
13_18,female,7.824,924,estimates,1950
13_19,female,9.148,924,estimates,1950
15_17,female,3.893,924,estimates,1950
18_23,female,8.111,924,estimates,1950
15_24,female,13.45,924,estimates,1950
15_49,female,49.335,924,estimates,1950
15_59,female,61.078,924,estimates,1950
15_64,female,66.011,924,estimates,1950
20_64,female,59.485,924,estimates,1950
20_69,female,63.707,924,estimates,1950
25_49,female,35.885,924,estimates,1950
25_64,female,52.561,924,estimates,1950
25_69,female,56.783,924,estimates,1950
15plus,female,77.57,924,estimates,1950
16plus,female,76.27,924,estimates,1950
17plus,female,74.975,924,estimates,1950
18plus,female,73.677,924,estimates,1950
20plus,female,71.044,924,estimates,1950
21plus,female,69.704,924,estimates,1950
25plus,female,64.119,924,estimates,1950
50plus,female,28.234,924,estimates,1950
60plus,female,16.492,924,estimates,1950
65plus,female,11.558,924,estimates,1950
70plus,female,7.336,924,estimates,1950
75plus,female,3.989,924,estimates,1950
80plus,female,1.773,924,estimates,1950
85plus,female,0.6,924,estimates,1950
90plus,female,0.134,924,estimates,1950
total,female,100,924,estimates,1950
0_1,male,4.074,924,estimates,1950
0_4,male,9.595,924,estimates,1950
0_14,male,25.1,924,estimates,1950
0_17,male,29.174,924,estimates,1950
0_19,male,31.882,924,estimates,1950
0_24,male,39.033,924,estimates,1950
3_4,male,3.611,924,estimates,1950
3_5,male,5.328,924,estimates,1950
3_6,male,6.995,924,estimates,1950
4_5,male,3.49,924,estimates,1950
4_6,male,5.158,924,estimates,1950
5_14,male,15.506,924,estimates,1950
5_10,male,9.668,924,estimates,1950
5_11,male,11.171,924,estimates,1950
6_9,male,6.428,924,estimates,1950
6_10,male,7.951,924,estimates,1950
6_11,male,9.454,924,estimates,1950
6_12,male,10.932,924,estimates,1950
7_10,male,6.284,924,estimates,1950
7_12,male,9.265,924,estimates,1950
11_16,male,8.572,924,estimates,1950
11_17,male,9.911,924,estimates,1950
11_18,male,11.256,924,estimates,1950
12_14,male,4.335,924,estimates,1950
12_16,male,7.069,924,estimates,1950
12_17,male,8.408,924,estimates,1950
12_18,male,9.753,924,estimates,1950
13_17,male,6.93,924,estimates,1950
13_18,male,8.275,924,estimates,1950
13_19,male,9.638,924,estimates,1950
15_17,male,4.074,924,estimates,1950
18_23,male,8.366,924,estimates,1950
15_24,male,13.933,924,estimates,1950
15_49,male,50.855,924,estimates,1950
15_59,male,61.615,924,estimates,1950
15_64,male,65.868,924,estimates,1950
20_64,male,59.086,924,estimates,1950
20_69,male,62.6,924,estimates,1950
25_49,male,36.923,924,estimates,1950
25_64,male,51.935,924,estimates,1950
25_69,male,55.448,924,estimates,1950
15plus,male,74.9,924,estimates,1950
16plus,male,73.519,924,estimates,1950
17plus,male,72.166,924,estimates,1950
18plus,male,70.826,924,estimates,1950
20plus,male,68.118,924,estimates,1950
21plus,male,66.737,924,estimates,1950
25plus,male,60.967,924,estimates,1950
50plus,male,24.044,924,estimates,1950
60plus,male,13.285,924,estimates,1950
65plus,male,9.032,924,estimates,1950
70plus,male,5.519,924,estimates,1950
75plus,male,2.808,924,estimates,1950
80plus,male,1.107,924,estimates,1950
85plus,male,0.32,924,estimates,1950
90plus,male,0.059,924,estimates,1950
total,male,100,924,estimates,1950
0_1,female,3.344,924,estimates,1951
0_4,female,8.404,924,estimates,1951
0_14,female,22.55,924,estimates,1951
0_17,female,26.426,924,estimates,1951
0_19,female,29.014,924,estimates,1951
0_24,female,35.77,924,estimates,1951
3_4,female,3.317,924,estimates,1951
3_5,female,4.896,924,estimates,1951
3_6,female,6.425,924,estimates,1951
4_5,female,3.21,924,estimates,1951
4_6,female,4.74,924,estimates,1951
5_14,female,14.146,924,estimates,1951
5_10,female,8.817,924,estimates,1951
5_11,female,10.174,924,estimates,1951
6_9,female,5.857,924,estimates,1951
6_10,female,7.237,924,estimates,1951
6_11,female,8.595,924,estimates,1951
6_12,female,9.934,924,estimates,1951
7_10,female,5.708,924,estimates,1951
7_12,female,8.405,924,estimates,1951
11_16,female,7.918,924,estimates,1951
11_17,female,9.206,924,estimates,1951
11_18,female,10.495,924,estimates,1951
12_14,female,3.971,924,estimates,1951
12_16,female,6.561,924,estimates,1951
12_17,female,7.848,924,estimates,1951
12_18,female,9.137,924,estimates,1951
13_17,female,6.509,924,estimates,1951
13_18,female,7.798,924,estimates,1951
13_19,female,9.097,924,estimates,1951
15_17,female,3.876,924,estimates,1951
18_23,female,7.946,924,estimates,1951
15_24,female,13.221,924,estimates,1951
15_49,female,48.921,924,estimates,1951
15_59,female,60.77,924,estimates,1951
15_64,female,65.714,924,estimates,1951
20_64,female,59.249,924,estimates,1951
20_69,female,63.485,924,estimates,1951
25_49,female,35.701,924,estimates,1951
25_64,female,52.493,924,estimates,1951
25_69,female,56.729,924,estimates,1951
15plus,female,77.45,924,estimates,1951
16plus,female,76.152,924,estimates,1951
17plus,female,74.861,924,estimates,1951
18plus,female,73.574,924,estimates,1951
20plus,female,70.986,924,estimates,1951
21plus,female,69.67,924,estimates,1951
25plus,female,64.23,924,estimates,1951
50plus,female,28.529,924,estimates,1951
60plus,female,16.681,924,estimates,1951
65plus,female,11.737,924,estimates,1951
70plus,female,7.501,924,estimates,1951
75plus,female,4.132,924,estimates,1951
80plus,female,1.87,924,estimates,1951
85plus,female,0.654,924,estimates,1951
90plus,female,0.156,924,estimates,1951
total,female,100,924,estimates,1951
0_1,male,3.794,924,estimates,1951
0_4,male,9.497,924,estimates,1951
0_14,male,25.251,924,estimates,1951
0_17,male,29.373,924,estimates,1951
0_19,male,32.052,924,estimates,1951
0_24,male,39.043,924,estimates,1951
3_4,male,3.733,924,estimates,1951
3_5,male,5.505,924,estimates,1951
3_6,male,7.219,924,estimates,1951
4_5,male,3.606,924,estimates,1951
4_6,male,5.32,924,estimates,1951
5_14,male,15.754,924,estimates,1951
5_10,male,9.863,924,estimates,1951
5_11,male,11.373,924,estimates,1951
6_9,male,6.552,924,estimates,1951
6_10,male,8.09,924,estimates,1951
6_11,male,9.6,924,estimates,1951
6_12,male,11.088,924,estimates,1951
7_10,male,6.377,924,estimates,1951
7_12,male,9.374,924,estimates,1951
11_16,male,8.665,924,estimates,1951
11_17,male,10.014,924,estimates,1951
11_18,male,11.351,924,estimates,1951
12_14,male,4.382,924,estimates,1951
12_16,male,7.155,924,estimates,1951
12_17,male,8.504,924,estimates,1951
12_18,male,9.841,924,estimates,1951
13_17,male,7.017,924,estimates,1951
13_18,male,8.354,924,estimates,1951
13_19,male,9.696,924,estimates,1951
15_17,male,4.122,924,estimates,1951
18_23,male,8.222,924,estimates,1951
15_24,male,13.792,924,estimates,1951
15_49,male,50.52,924,estimates,1951
15_59,male,61.413,924,estimates,1951
15_64,male,65.65,924,estimates,1951
20_64,male,58.848,924,estimates,1951
20_69,male,62.338,924,estimates,1951
25_49,male,36.728,924,estimates,1951
25_64,male,51.858,924,estimates,1951
25_69,male,55.348,924,estimates,1951
15plus,male,74.749,924,estimates,1951
16plus,male,73.349,924,estimates,1951
17plus,male,71.976,924,estimates,1951
18plus,male,70.627,924,estimates,1951
20plus,male,67.948,924,estimates,1951
21plus,male,66.588,924,estimates,1951
25plus,male,60.957,924,estimates,1951
50plus,male,24.229,924,estimates,1951
60plus,male,13.336,924,estimates,1951
65plus,male,9.099,924,estimates,1951
70plus,male,5.609,924,estimates,1951
75plus,male,2.915,924,estimates,1951
80plus,male,1.185,924,estimates,1951
85plus,male,0.356,924,estimates,1951
90plus,male,0.071,924,estimates,1951
total,male,100,924,estimates,1951
0_1,female,2.865,924,estimates,1952
0_4,female,8.048,924,estimates,1952
0_14,female,22.491,924,estimates,1952
0_17,female,26.375,924,estimates,1952
0_19,female,28.94,924,estimates,1952
0_24,female,35.565,924,estimates,1952
3_4,female,3.411,924,estimates,1952
3_5,female,5.044,924,estimates,1952
3_6,female,6.626,924,estimates,1952
4_5,female,3.315,924,estimates,1952
4_6,female,4.897,924,estimates,1952
5_14,female,14.443,924,estimates,1952
5_10,female,9.058,924,estimates,1952
5_11,female,10.434,924,estimates,1952
6_9,female,6.024,924,estimates,1952
6_10,female,7.425,924,estimates,1952
6_11,female,8.801,924,estimates,1952
6_12,female,10.156,924,estimates,1952
7_10,female,5.842,924,estimates,1952
7_12,female,8.573,924,estimates,1952
11_16,female,7.984,924,estimates,1952
11_17,female,9.27,924,estimates,1952
11_18,female,10.551,924,estimates,1952
12_14,female,4.009,924,estimates,1952
12_16,female,6.607,924,estimates,1952
12_17,female,7.893,924,estimates,1952
12_18,female,9.174,924,estimates,1952
13_17,female,6.538,924,estimates,1952
13_18,female,7.82,924,estimates,1952
13_19,female,9.103,924,estimates,1952
15_17,female,3.884,924,estimates,1952
18_23,female,7.829,924,estimates,1952
15_24,female,13.073,924,estimates,1952
15_49,female,48.617,924,estimates,1952
15_59,female,60.612,924,estimates,1952
15_64,female,65.58,924,estimates,1952
20_64,female,59.132,924,estimates,1952
20_69,female,63.403,924,estimates,1952
25_49,female,35.544,924,estimates,1952
25_64,female,52.507,924,estimates,1952
25_69,female,56.778,924,estimates,1952
15plus,female,77.509,924,estimates,1952
16plus,female,76.204,924,estimates,1952
17plus,female,74.911,924,estimates,1952
18plus,female,73.625,924,estimates,1952
20plus,female,71.06,924,estimates,1952
21plus,female,69.767,924,estimates,1952
25plus,female,64.435,924,estimates,1952
50plus,female,28.892,924,estimates,1952
60plus,female,16.897,924,estimates,1952
65plus,female,11.928,924,estimates,1952
70plus,female,7.658,924,estimates,1952
75plus,female,4.262,924,estimates,1952
80plus,female,1.947,924,estimates,1952
85plus,female,0.693,924,estimates,1952
90plus,female,0.174,924,estimates,1952
total,female,100,924,estimates,1952
0_1,male,3.238,924,estimates,1952
0_4,male,9.09,924,estimates,1952
0_14,male,25.184,924,estimates,1952
0_17,male,29.368,924,estimates,1952
0_19,male,32.054,924,estimates,1952
0_24,male,38.933,924,estimates,1952
3_4,male,3.846,924,estimates,1952
3_5,male,5.681,924,estimates,1952
3_6,male,7.456,924,estimates,1952
4_5,male,3.729,924,estimates,1952
4_6,male,5.504,924,estimates,1952
5_14,male,16.094,924,estimates,1952
5_10,male,10.138,924,estimates,1952
5_11,male,11.667,924,estimates,1952
6_9,male,6.743,924,estimates,1952
6_10,male,8.303,924,estimates,1952
6_11,male,9.832,924,estimates,1952
6_12,male,11.332,924,estimates,1952
7_10,male,6.527,924,estimates,1952
7_12,male,9.557,924,estimates,1952
11_16,male,8.771,924,estimates,1952
11_17,male,10.14,924,estimates,1952
11_18,male,11.488,924,estimates,1952
12_14,male,4.427,924,estimates,1952
12_16,male,7.242,924,estimates,1952
12_17,male,8.611,924,estimates,1952
12_18,male,9.959,924,estimates,1952
13_17,male,7.111,924,estimates,1952
13_18,male,8.459,924,estimates,1952
13_19,male,9.797,924,estimates,1952
15_17,male,4.184,924,estimates,1952
18_23,male,8.153,924,estimates,1952
15_24,male,13.749,924,estimates,1952
15_49,male,50.317,924,estimates,1952
15_59,male,61.413,924,estimates,1952
15_64,male,65.653,924,estimates,1952
20_64,male,58.783,924,estimates,1952
20_69,male,62.269,924,estimates,1952
25_49,male,36.568,924,estimates,1952
25_64,male,51.905,924,estimates,1952
25_69,male,55.391,924,estimates,1952
15plus,male,74.816,924,estimates,1952
16plus,male,73.394,924,estimates,1952
17plus,male,72.001,924,estimates,1952
18plus,male,70.632,924,estimates,1952
20plus,male,67.946,924,estimates,1952
21plus,male,66.603,924,estimates,1952
25plus,male,61.067,924,estimates,1952
50plus,male,24.499,924,estimates,1952
60plus,male,13.403,924,estimates,1952
65plus,male,9.163,924,estimates,1952
70plus,male,5.677,924,estimates,1952
75plus,male,2.997,924,estimates,1952
80plus,male,1.244,924,estimates,1952
85plus,male,0.382,924,estimates,1952
90plus,male,0.081,924,estimates,1952
total,male,100,924,estimates,1952
0_1,female,2.706,924,estimates,1953
0_4,female,7.739,924,estimates,1953
0_14,female,22.504,924,estimates,1953
0_17,female,26.404,924,estimates,1953
0_19,female,28.958,924,estimates,1953
0_24,female,35.468,924,estimates,1953
3_4,female,3.456,924,estimates,1953
3_5,female,5.133,924,estimates,1953
3_6,female,6.765,924,estimates,1953
4_5,female,3.39,924,estimates,1953
4_6,female,5.023,924,estimates,1953
5_14,female,14.766,924,estimates,1953
5_10,female,9.322,924,estimates,1953
5_11,female,10.715,924,estimates,1953
6_9,female,6.221,924,estimates,1953
6_10,female,7.646,924,estimates,1953
6_11,female,9.038,924,estimates,1953
6_12,female,10.409,924,estimates,1953
7_10,female,6.013,924,estimates,1953
7_12,female,8.777,924,estimates,1953
11_16,female,8.056,924,estimates,1953
11_17,female,9.343,924,estimates,1953
11_18,female,10.623,924,estimates,1953
12_14,female,4.051,924,estimates,1953
12_16,female,6.664,924,estimates,1953
12_17,female,7.951,924,estimates,1953
12_18,female,9.231,924,estimates,1953
13_17,female,6.58,924,estimates,1953
13_18,female,7.859,924,estimates,1953
13_19,female,9.134,924,estimates,1953
15_17,female,3.9,924,estimates,1953
18_23,female,7.733,924,estimates,1953
15_24,female,12.964,924,estimates,1953
15_49,female,48.266,924,estimates,1953
15_59,female,60.403,924,estimates,1953
15_64,female,65.398,924,estimates,1953
20_64,female,58.944,924,estimates,1953
20_69,female,63.254,924,estimates,1953
25_49,female,35.302,924,estimates,1953
25_64,female,52.434,924,estimates,1953
25_69,female,56.744,924,estimates,1953
15plus,female,77.496,924,estimates,1953
16plus,female,76.182,924,estimates,1953
17plus,female,74.883,924,estimates,1953
18plus,female,73.596,924,estimates,1953
20plus,female,71.042,924,estimates,1953
21plus,female,69.766,924,estimates,1953
25plus,female,64.532,924,estimates,1953
50plus,female,29.23,924,estimates,1953
60plus,female,17.093,924,estimates,1953
65plus,female,12.098,924,estimates,1953
70plus,female,7.788,924,estimates,1953
75plus,female,4.363,924,estimates,1953
80plus,female,1.997,924,estimates,1953
85plus,female,0.711,924,estimates,1953
90plus,female,0.184,924,estimates,1953
total,female,100,924,estimates,1953
0_1,male,3.052,924,estimates,1953
0_4,male,8.73,924,estimates,1953
0_14,male,25.192,924,estimates,1953
0_17,male,29.424,924,estimates,1953
0_19,male,32.134,924,estimates,1953
0_24,male,38.928,924,estimates,1953
3_4,male,3.902,924,estimates,1953
3_5,male,5.789,924,estimates,1953
3_6,male,7.622,924,estimates,1953
4_5,male,3.819,924,estimates,1953
4_6,male,5.653,924,estimates,1953
5_14,male,16.462,924,estimates,1953
5_10,male,10.445,924,estimates,1953
5_11,male,11.992,924,estimates,1953
6_9,male,6.97,924,estimates,1953
6_10,male,8.558,924,estimates,1953
6_11,male,10.105,924,estimates,1953
6_12,male,11.624,924,estimates,1953
7_10,male,6.724,924,estimates,1953
7_12,male,9.79,924,estimates,1953
11_16,male,8.865,924,estimates,1953
11_17,male,10.249,924,estimates,1953
11_18,male,11.613,924,estimates,1953
12_14,male,4.47,924,estimates,1953
12_16,male,7.317,924,estimates,1953
12_17,male,8.702,924,estimates,1953
12_18,male,10.066,924,estimates,1953
13_17,male,7.184,924,estimates,1953
13_18,male,8.547,924,estimates,1953
13_19,male,9.893,924,estimates,1953
15_17,male,4.232,924,estimates,1953
18_23,male,8.119,924,estimates,1953
15_24,male,13.736,924,estimates,1953
15_49,male,50.045,924,estimates,1953
15_59,male,61.364,924,estimates,1953
15_64,male,65.619,924,estimates,1953
20_64,male,58.677,924,estimates,1953
20_69,male,62.163,924,estimates,1953
25_49,male,36.309,924,estimates,1953
25_64,male,51.883,924,estimates,1953
25_69,male,55.368,924,estimates,1953
15plus,male,74.808,924,estimates,1953
16plus,male,73.371,924,estimates,1953
17plus,male,71.96,924,estimates,1953
18plus,male,70.576,924,estimates,1953
20plus,male,67.866,924,estimates,1953
21plus,male,66.529,924,estimates,1953
25plus,male,61.072,924,estimates,1953
50plus,male,24.763,924,estimates,1953
60plus,male,13.443,924,estimates,1953
65plus,male,9.189,924,estimates,1953
70plus,male,5.704,924,estimates,1953
75plus,male,3.041,924,estimates,1953
80plus,male,1.275,924,estimates,1953
85plus,male,0.392,924,estimates,1953
90plus,male,0.087,924,estimates,1953
total,male,100,924,estimates,1953
0_1,female,2.649,924,estimates,1954
0_4,female,7.551,924,estimates,1954
0_14,female,22.625,924,estimates,1954
0_17,female,26.546,924,estimates,1954
0_19,female,29.097,924,estimates,1954
0_24,female,35.503,924,estimates,1954
3_4,female,3.352,924,estimates,1954
3_5,female,5.048,924,estimates,1954
3_6,female,6.716,924,estimates,1954
4_5,female,3.406,924,estimates,1954
4_6,female,5.074,924,estimates,1954
5_14,female,15.075,924,estimates,1954
5_10,female,9.572,924,estimates,1954
5_11,female,10.986,924,estimates,1954
6_9,female,6.41,924,estimates,1954
6_10,female,7.876,924,estimates,1954
6_11,female,9.29,924,estimates,1954
6_12,female,10.672,924,estimates,1954
7_10,female,6.208,924,estimates,1954
7_12,female,9.004,924,estimates,1954
11_16,female,8.132,924,estimates,1954
