agebroad,gender,percentagetotalpopulation,region,variant,year
0_1,female,6.478,934,estimates,1950
0_4,female,14.625,934,estimates,1950
0_14,female,36.836,934,estimates,1950
0_17,female,42.868,934,estimates,1950
0_19,female,46.675,934,estimates,1950
0_24,female,55.345,934,estimates,1950
3_4,female,5.261,934,estimates,1950
3_5,female,7.7,934,estimates,1950
3_6,female,10.048,934,estimates,1950
4_5,female,4.995,934,estimates,1950
4_6,female,7.344,934,estimates,1950
5_14,female,22.211,934,estimates,1950
5_10,female,13.672,934,estimates,1950
5_11,female,15.844,934,estimates,1950
6_9,female,9.056,934,estimates,1950
6_10,female,11.233,934,estimates,1950
6_11,female,13.405,934,estimates,1950
6_12,female,15.563,934,estimates,1950
7_10,female,8.885,934,estimates,1950
7_12,female,13.215,934,estimates,1950
11_16,female,12.596,934,estimates,1950
11_17,female,14.57,934,estimates,1950
11_18,female,16.498,934,estimates,1950
12_14,female,6.367,934,estimates,1950
12_16,female,10.425,934,estimates,1950
12_17,female,12.398,934,estimates,1950
12_18,female,14.327,934,estimates,1950
13_17,female,10.24,934,estimates,1950
13_18,female,12.169,934,estimates,1950
13_19,female,14.047,934,estimates,1950
15_17,female,6.031,934,estimates,1950
18_23,female,10.834,934,estimates,1950
15_24,female,18.508,934,estimates,1950
15_49,female,49.112,934,estimates,1950
15_59,female,56.148,934,estimates,1950
15_64,female,58.795,934,estimates,1950
20_64,female,48.957,934,estimates,1950
20_69,female,50.881,934,estimates,1950
25_49,female,30.604,934,estimates,1950
25_64,female,40.287,934,estimates,1950
25_69,female,42.211,934,estimates,1950
15plus,female,63.164,934,estimates,1950
16plus,female,61.118,934,estimates,1950
17plus,female,59.106,934,estimates,1950
18plus,female,57.132,934,estimates,1950
20plus,female,53.325,934,estimates,1950
21plus,female,51.496,934,estimates,1950
25plus,female,44.655,934,estimates,1950
50plus,female,14.052,934,estimates,1950
60plus,female,7.016,934,estimates,1950
65plus,female,4.369,934,estimates,1950
70plus,female,2.444,934,estimates,1950
75plus,female,1.18,934,estimates,1950
80plus,female,0.455,934,estimates,1950
85plus,female,0.14,934,estimates,1950
90plus,female,0.038,934,estimates,1950
total,female,100,934,estimates,1950
0_1,male,6.419,934,estimates,1950
0_4,male,14.585,934,estimates,1950
0_14,male,37.217,934,estimates,1950
0_17,male,43.338,934,estimates,1950
0_19,male,47.214,934,estimates,1950
0_24,male,56.131,934,estimates,1950
3_4,male,5.286,934,estimates,1950
3_5,male,7.751,934,estimates,1950
3_6,male,10.134,934,estimates,1950
4_5,male,5.04,934,estimates,1950
4_6,male,7.423,934,estimates,1950
5_14,male,22.632,934,estimates,1950
5_10,male,13.911,934,estimates,1950
5_11,male,16.131,934,estimates,1950
6_9,male,9.22,934,estimates,1950
6_10,male,11.445,934,estimates,1950
6_11,male,13.665,934,estimates,1950
6_12,male,15.872,934,estimates,1950
7_10,male,9.063,934,estimates,1950
7_12,male,13.49,934,estimates,1950
11_16,male,12.842,934,estimates,1950
11_17,male,14.842,934,estimates,1950
11_18,male,16.801,934,estimates,1950
12_14,male,6.501,934,estimates,1950
12_16,male,10.622,934,estimates,1950
12_17,male,12.622,934,estimates,1950
12_18,male,14.58,934,estimates,1950
13_17,male,10.415,934,estimates,1950
13_18,male,12.374,934,estimates,1950
13_19,male,14.29,934,estimates,1950
15_17,male,6.121,934,estimates,1950
18_23,male,11.108,934,estimates,1950
15_24,male,18.914,934,estimates,1950
15_49,male,49.993,934,estimates,1950
15_59,male,56.911,934,estimates,1950
15_64,male,59.313,934,estimates,1950
20_64,male,49.317,934,estimates,1950
20_69,male,50.951,934,estimates,1950
25_49,male,31.079,934,estimates,1950
25_64,male,40.399,934,estimates,1950
25_69,male,42.034,934,estimates,1950
15plus,male,62.783,934,estimates,1950
16plus,male,60.702,934,estimates,1950
17plus,male,58.662,934,estimates,1950
18plus,male,56.662,934,estimates,1950
20plus,male,52.786,934,estimates,1950
21plus,male,50.912,934,estimates,1950
25plus,male,43.869,934,estimates,1950
50plus,male,12.79,934,estimates,1950
60plus,male,5.872,934,estimates,1950
65plus,male,3.469,934,estimates,1950
70plus,male,1.835,934,estimates,1950
75plus,male,0.824,934,estimates,1950
80plus,male,0.288,934,estimates,1950
85plus,male,0.082,934,estimates,1950
90plus,male,0.019,934,estimates,1950
total,male,100,934,estimates,1950
0_1,female,6.84,934,estimates,1951
0_4,female,15.219,934,estimates,1951
0_14,female,37.271,934,estimates,1951
0_17,female,43.243,934,estimates,1951
0_19,female,47.035,934,estimates,1951
0_24,female,55.683,934,estimates,1951
3_4,female,5.396,934,estimates,1951
3_5,female,7.873,934,estimates,1951
3_6,female,10.24,934,estimates,1951
4_5,female,5.091,934,estimates,1951
4_6,female,7.459,934,estimates,1951
5_14,female,22.051,934,estimates,1951
5_10,female,13.65,934,estimates,1951
5_11,female,15.77,934,estimates,1951
6_9,female,9.035,934,estimates,1951
6_10,female,11.173,934,estimates,1951
6_11,female,13.292,934,estimates,1951
6_12,female,15.406,934,estimates,1951
7_10,female,8.806,934,estimates,1951
7_12,female,13.038,934,estimates,1951
11_16,female,12.417,934,estimates,1951
11_17,female,14.373,934,estimates,1951
11_18,female,16.292,934,estimates,1951
12_14,female,6.282,934,estimates,1951
12_16,female,10.297,934,estimates,1951
12_17,female,12.253,934,estimates,1951
12_18,female,14.172,934,estimates,1951
13_17,female,10.14,934,estimates,1951
13_18,female,12.059,934,estimates,1951
13_19,female,13.933,934,estimates,1951
15_17,female,5.972,934,estimates,1951
18_23,female,10.804,934,estimates,1951
15_24,female,18.412,934,estimates,1951
15_49,female,48.781,934,estimates,1951
15_59,female,55.764,934,estimates,1951
15_64,female,58.361,934,estimates,1951
20_64,female,48.597,934,estimates,1951
20_69,female,50.511,934,estimates,1951
25_49,female,30.369,934,estimates,1951
25_64,female,39.949,934,estimates,1951
25_69,female,41.864,934,estimates,1951
15plus,female,62.729,934,estimates,1951
16plus,female,60.703,934,estimates,1951
17plus,female,58.714,934,estimates,1951
18plus,female,56.757,934,estimates,1951
20plus,female,52.965,934,estimates,1951
21plus,female,51.14,934,estimates,1951
25plus,female,44.317,934,estimates,1951
50plus,female,13.948,934,estimates,1951
60plus,female,6.965,934,estimates,1951
65plus,female,4.368,934,estimates,1951
70plus,female,2.453,934,estimates,1951
75plus,female,1.199,934,estimates,1951
80plus,female,0.475,934,estimates,1951
85plus,female,0.149,934,estimates,1951
