agebroad,gender,percentagetotalpopulation,region,variant,year
0_1,female,7.12,916,estimates,1950
0_4,female,16.753,916,estimates,1950
0_14,female,41.525,916,estimates,1950
0_17,female,47.891,916,estimates,1950
0_19,female,51.945,916,estimates,1950
0_24,female,61.111,916,estimates,1950
3_4,female,6.285,916,estimates,1950
3_5,female,9.23,916,estimates,1950
3_6,female,12.049,916,estimates,1950
4_5,female,6.02,916,estimates,1950
4_6,female,8.839,916,estimates,1950
5_14,female,24.771,916,estimates,1950
5_10,female,15.927,916,estimates,1950
5_11,female,18.219,916,estimates,1950
6_9,female,10.595,916,estimates,1950
6_10,female,12.983,916,estimates,1950
6_11,female,15.274,916,estimates,1950
6_12,female,17.492,916,estimates,1950
7_10,female,10.163,916,estimates,1950
7_12,female,14.673,916,estimates,1950
11_16,female,13.108,916,estimates,1950
11_17,female,15.21,916,estimates,1950
11_18,female,17.266,916,estimates,1950
12_14,female,6.553,916,estimates,1950
12_16,female,10.817,916,estimates,1950
12_17,female,12.919,916,estimates,1950
12_18,female,14.975,916,estimates,1950
13_17,female,10.7,916,estimates,1950
13_18,female,12.757,916,estimates,1950
13_19,female,14.754,916,estimates,1950
15_17,female,6.366,916,estimates,1950
18_23,female,11.494,916,estimates,1950
15_24,female,19.586,916,estimates,1950
15_49,female,47.212,916,estimates,1950
15_59,female,52.937,916,estimates,1950
15_64,female,54.883,916,estimates,1950
20_64,female,44.463,916,estimates,1950
20_69,female,45.89,916,estimates,1950
25_49,female,27.626,916,estimates,1950
25_64,female,35.297,916,estimates,1950
25_69,female,36.724,916,estimates,1950
15plus,female,58.475,916,estimates,1950
16plus,female,56.336,916,estimates,1950
17plus,female,54.211,916,estimates,1950
18plus,female,52.109,916,estimates,1950
20plus,female,48.055,916,estimates,1950
21plus,female,46.113,916,estimates,1950
25plus,female,38.889,916,estimates,1950
50plus,female,11.263,916,estimates,1950
60plus,female,5.538,916,estimates,1950
65plus,female,3.592,916,estimates,1950
70plus,female,2.165,916,estimates,1950
75plus,female,1.168,916,estimates,1950
80plus,female,0.646,916,estimates,1950
85plus,female,0.279,916,estimates,1950
90plus,female,0.097,916,estimates,1950
total,female,100,916,estimates,1950
0_1,male,7.536,916,estimates,1950
0_4,male,17.64,916,estimates,1950
0_14,male,43.513,916,estimates,1950
0_17,male,49.792,916,estimates,1950
0_19,male,53.703,916,estimates,1950
0_24,male,62.512,916,estimates,1950
3_4,male,6.584,916,estimates,1950
3_5,male,9.664,916,estimates,1950
3_6,male,12.613,916,estimates,1950
