agebroad,gender,percentagetotalpopulation,region,variant,year
0_1,female,4.334,1503,estimates,1950
0_4,female,10.069,1503,estimates,1950
0_14,female,26.621,1503,estimates,1950
0_17,female,31.359,1503,estimates,1950
0_19,female,34.514,1503,estimates,1950
0_24,female,42.468,1503,estimates,1950
3_4,female,3.738,1503,estimates,1950
3_5,female,5.509,1503,estimates,1950
3_6,female,7.232,1503,estimates,1950
4_5,female,3.603,1503,estimates,1950
4_6,female,5.326,1503,estimates,1950
5_14,female,16.552,1503,estimates,1950
5_10,female,10.106,1503,estimates,1950
5_11,female,11.73,1503,estimates,1950
6_9,female,6.707,1503,estimates,1950
6_10,female,8.335,1503,estimates,1950
6_11,female,9.959,1503,estimates,1950
6_12,female,11.578,1503,estimates,1950
7_10,female,6.612,1503,estimates,1950
7_12,female,9.855,1503,estimates,1950
11_16,female,9.609,1503,estimates,1950
11_17,female,11.184,1503,estimates,1950
11_18,female,12.759,1503,estimates,1950
12_14,female,4.822,1503,estimates,1950
12_16,female,7.985,1503,estimates,1950
12_17,female,9.56,1503,estimates,1950
12_18,female,11.135,1503,estimates,1950
13_17,female,7.941,1503,estimates,1950
13_18,female,9.516,1503,estimates,1950
13_19,female,11.096,1503,estimates,1950
15_17,female,4.738,1503,estimates,1950
18_23,female,9.497,1503,estimates,1950
15_24,female,15.848,1503,estimates,1950
15_49,female,50.361,1503,estimates,1950
15_59,female,60.578,1503,estimates,1950
15_64,female,64.718,1503,estimates,1950
20_64,female,56.825,1503,estimates,1950
20_69,female,60.229,1503,estimates,1950
25_49,female,34.513,1503,estimates,1950
25_64,female,48.87,1503,estimates,1950
25_69,female,52.274,1503,estimates,1950
15plus,female,73.379,1503,estimates,1950
16plus,female,71.794,1503,estimates,1950
17plus,female,70.216,1503,estimates,1950
18plus,female,68.641,1503,estimates,1950
20plus,female,65.486,1503,estimates,1950
21plus,female,63.905,1503,estimates,1950
25plus,female,57.532,1503,estimates,1950
50plus,female,23.019,1503,estimates,1950
60plus,female,12.801,1503,estimates,1950
65plus,female,8.662,1503,estimates,1950
70plus,female,5.257,1503,estimates,1950
75plus,female,2.762,1503,estimates,1950
80plus,female,1.196,1503,estimates,1950
85plus,female,0.432,1503,estimates,1950
90plus,female,0.112,1503,estimates,1950
total,female,100,1503,estimates,1950
0_1,male,4.781,1503,estimates,1950
0_4,male,11.082,1503,estimates,1950
0_14,male,29.111,1503,estimates,1950
0_17,male,34.139,1503,estimates,1950
0_19,male,37.449,1503,estimates,1950
0_24,male,45.649,1503,estimates,1950
3_4,male,4.104,1503,estimates,1950
3_5,male,6.046,1503,estimates,1950
3_6,male,7.933,1503,estimates,1950
4_5,male,3.951,1503,estimates,1950
4_6,male,5.839,1503,estimates,1950
5_14,male,18.029,1503,estimates,1950
5_10,male,11.05,1503,estimates,1950
5_11,male,12.818,1503,estimates,1950
6_9,male,7.334,1503,estimates,1950
6_10,male,9.108,1503,estimates,1950
6_11,male,10.877,1503,estimates,1950
6_12,male,12.635,1503,estimates,1950
7_10,male,7.221,1503,estimates,1950
7_12,male,10.748,1503,estimates,1950
11_16,male,10.347,1503,estimates,1950
11_17,male,12.008,1503,estimates,1950
11_18,male,13.663,1503,estimates,1950
12_14,male,5.211,1503,estimates,1950
12_16,male,8.579,1503,estimates,1950
12_17,male,10.239,1503,estimates,1950
12_18,male,11.894,1503,estimates,1950
13_17,male,8.481,1503,estimates,1950
13_18,male,10.136,1503,estimates,1950
13_19,male,11.79,1503,estimates,1950
15_17,male,5.028,1503,estimates,1950
18_23,male,9.883,1503,estimates,1950
15_24,male,16.538,1503,estimates,1950
15_49,male,50.562,1503,estimates,1950
15_59,male,60.097,1503,estimates,1950
15_64,male,63.792,1503,estimates,1950
20_64,male,55.454,1503,estimates,1950
20_69,male,58.384,1503,estimates,1950
