agebroad,gender,percentagetotalpopulation,region,variant,year
0_1,female,6.307,1517,estimates,1950
0_4,female,14.003,1517,estimates,1950
0_14,female,35.568,1517,estimates,1950
0_17,female,41.494,1517,estimates,1950
0_19,female,45.27,1517,estimates,1950
0_24,female,54.161,1517,estimates,1950
3_4,female,4.947,1517,estimates,1950
3_5,female,7.231,1517,estimates,1950
3_6,female,9.437,1517,estimates,1950
4_5,female,4.681,1517,estimates,1950
4_6,female,6.887,1517,estimates,1950
5_14,female,21.565,1517,estimates,1950
5_10,female,13.029,1517,estimates,1950
5_11,female,15.189,1517,estimates,1950
6_9,female,8.614,1517,estimates,1950
6_10,female,10.745,1517,estimates,1950
6_11,female,12.905,1517,estimates,1950
6_12,female,15.073,1517,estimates,1950
7_10,female,8.539,1517,estimates,1950
7_12,female,12.866,1517,estimates,1950
11_16,female,12.532,1517,estimates,1950
11_17,female,14.462,1517,estimates,1950
11_18,female,16.362,1517,estimates,1950
12_14,female,6.376,1517,estimates,1950
12_16,female,10.372,1517,estimates,1950
12_17,female,12.302,1517,estimates,1950
12_18,female,14.202,1517,estimates,1950
13_17,female,10.134,1517,estimates,1950
13_18,female,12.034,1517,estimates,1950
13_19,female,13.91,1517,estimates,1950
15_17,female,5.927,1517,estimates,1950
18_23,female,10.979,1517,estimates,1950
15_24,female,18.594,1517,estimates,1950
15_49,female,49.795,1517,estimates,1950
15_59,female,57.03,1517,estimates,1950
15_64,female,59.761,1517,estimates,1950
20_64,female,50.059,1517,estimates,1950
20_69,female,52.078,1517,estimates,1950
25_49,female,31.202,1517,estimates,1950
25_64,female,41.168,1517,estimates,1950
25_69,female,43.186,1517,estimates,1950
15plus,female,64.432,1517,estimates,1950
16plus,female,62.409,1517,estimates,1950
17plus,female,60.436,1517,estimates,1950
18plus,female,58.506,1517,estimates,1950
20plus,female,54.73,1517,estimates,1950
21plus,female,52.881,1517,estimates,1950
25plus,female,45.839,1517,estimates,1950
50plus,female,14.637,1517,estimates,1950
60plus,female,7.402,1517,estimates,1950
65plus,female,4.671,1517,estimates,1950
70plus,female,2.652,1517,estimates,1950
75plus,female,1.303,1517,estimates,1950
80plus,female,0.51,1517,estimates,1950
85plus,female,0.166,1517,estimates,1950
90plus,female,0.046,1517,estimates,1950
total,female,100,1517,estimates,1950
0_1,male,6.412,1517,estimates,1950
0_4,male,14.316,1517,estimates,1950
0_14,male,36.764,1517,estimates,1950
0_17,male,42.923,1517,estimates,1950
0_19,male,46.847,1517,estimates,1950
0_24,male,56.068,1517,estimates,1950
3_4,male,5.092,1517,estimates,1950
3_5,male,7.456,1517,estimates,1950
3_6,male,9.746,1517,estimates,1950
4_5,male,4.836,1517,estimates,1950
4_6,male,7.126,1517,estimates,1950
5_14,male,22.449,1517,estimates,1950
5_10,male,13.552,1517,estimates,1950
5_11,male,15.805,1517,estimates,1950
6_9,male,8.966,1517,estimates,1950
6_10,male,11.188,1517,estimates,1950
6_11,male,13.441,1517,estimates,1950
6_12,male,15.701,1517,estimates,1950
7_10,male,8.898,1517,estimates,1950
7_12,male,13.411,1517,estimates,1950
11_16,male,13.052,1517,estimates,1950
11_17,male,15.055,1517,estimates,1950
11_18,male,17.028,1517,estimates,1950
12_14,male,6.644,1517,estimates,1950
12_16,male,10.799,1517,estimates,1950
12_17,male,12.803,1517,estimates,1950
12_18,male,14.775,1517,estimates,1950
13_17,male,10.543,1517,estimates,1950
13_18,male,12.516,1517,estimates,1950
13_19,male,14.467,1517,estimates,1950
15_17,male,6.159,1517,estimates,1950
18_23,male,11.416,1517,estimates,1950
15_24,male,19.303,1517,estimates,1950
15_49,male,50.299,1517,estimates,1950
15_59,male,57.222,1517,estimates,1950
15_64,male,59.635,1517,estimates,1950
20_64,male,49.552,1517,estimates,1950
20_69,male,51.224,1517,estimates,1950
25_49,male,30.995,1517,estimates,1950
25_64,male,40.332,1517,estimates,1950
25_69,male,42.004,1517,estimates,1950
15plus,male,63.236,1517,estimates,1950
16plus,male,61.13,1517,estimates,1950
17plus,male,59.08,1517,estimates,1950
18plus,male,57.077,1517,estimates,1950
20plus,male,53.153,1517,estimates,1950
21plus,male,51.227,1517,estimates,1950
25plus,male,43.932,1517,estimates,1950
50plus,male,12.937,1517,estimates,1950
60plus,male,6.013,1517,estimates,1950
65plus,male,3.6,1517,estimates,1950
70plus,male,1.928,1517,estimates,1950
75plus,male,0.877,1517,estimates,1950
80plus,male,0.309,1517,estimates,1950
85plus,male,0.089,1517,estimates,1950
90plus,male,0.021,1517,estimates,1950
total,male,100,1517,estimates,1950
0_1,female,6.651,1517,estimates,1951
0_4,female,14.659,1517,estimates,1951
0_14,female,35.972,1517,estimates,1951
0_17,female,41.883,1517,estimates,1951
0_19,female,45.609,1517,estimates,1951
0_24,female,54.435,1517,estimates,1951
3_4,female,5.129,1517,estimates,1951
