region,year,variant,gender,agebroad,percentagetotalpopulation
923,2015,High_variant,female,0_24,24.6093342776761
923,2015,High_variant,male,0_24,29.1558324604462
923,2015,Instant_replacement,female,0_24,24.6093342776761
923,2015,Instant_replacement,male,0_24,29.1558324604462
923,2015,Low_variant,female,0_24,24.6093342776761
923,2015,Low_variant,male,0_24,29.1558324604462
923,2015,Medium_variant,female,0_24,24.6093342776761
923,2015,Medium_variant,male,0_24,29.1558324604462
923,2015,No_change,female,0_24,24.6093342776761
923,2015,No_change,male,0_24,29.1558324604462
923,2015,Zero_migration,female,0_24,24.6093342776761
923,2015,Zero_migration,male,0_24,29.1558324604462
923,2015,Estimates,female,3_4,2.13271859481485
923,2015,Estimates,male,3_4,2.52889622929006
923,2015,Medium_variant,female,3_4,2.13271859481485
923,2015,Medium_variant,male,3_4,2.52889622929006
923,2015,Estimates,female,3_5,3.17679194427372
923,2015,Estimates,male,3_5,3.76487481487172
923,2015,Medium_variant,female,3_5,3.17679194427372
923,2015,Medium_variant,male,3_5,3.76487481487172
923,2015,Estimates,female,3_6,4.19850131691451
923,2015,Estimates,male,3_6,4.97367818815787
923,2015,Medium_variant,female,3_6,4.19850131691451
923,2015,Medium_variant,male,3_6,4.97367818815787
923,2015,Estimates,female,4_5,2.10524791867664
923,2015,Estimates,male,4_5,2.49339952846687
923,2015,Medium_variant,female,4_5,2.10524791867664
923,2015,Medium_variant,male,4_5,2.49339952846687
923,2015,Estimates,female,4_6,3.12695729131743
923,2015,Estimates,male,4_6,3.70220290175302
923,2015,Medium_variant,female,4_6,3.12695729131743
923,2015,Medium_variant,male,4_6,3.70220290175302
923,2015,Estimates,female,5_10,5.87500510250769
923,2015,Estimates,male,5_10,6.95147544423243
923,2015,Medium_variant,female,5_10,5.87500510250769
923,2015,Medium_variant,male,5_10,6.95147544423243
923,2015,Estimates,female,5_11,6.75648885821903
923,2015,Estimates,male,5_11,7.99570221555117
923,2015,Medium_variant,female,5_11,6.75648885821903
923,2015,Medium_variant,male,5_11,7.99570221555117
923,2015,Constant_fertility,female,5_14,9.28865400264563
923,2015,Constant_fertility,male,5_14,10.9964920497835
923,2015,Constant_mortality,female,5_14,9.28865400264563
923,2015,Constant_mortality,male,5_14,10.9964920497835
923,2015,Estimates,female,5_14,9.28865400264563
923,2015,Estimates,male,5_14,10.9964920497835
923,2015,High_variant,female,5_14,9.28865400264563
923,2015,High_variant,male,5_14,10.9964920497835
923,2015,Instant_replacement,female,5_14,9.28865400264563
923,2015,Instant_replacement,male,5_14,10.9964920497835
923,2015,Low_variant,female,5_14,9.28865400264563
923,2015,Low_variant,male,5_14,10.9964920497835
923,2015,Medium_variant,female,5_14,9.28865400264563
923,2015,Medium_variant,male,5_14,10.9964920497835
923,2015,No_change,female,5_14,9.28865400264563
923,2015,No_change,male,5_14,10.9964920497835
923,2015,Zero_migration,female,5_14,9.28865400264563
923,2015,Zero_migration,male,5_14,10.9964920497835
923,2015,Estimates,female,6_9,3.92210822913738
923,2015,Estimates,male,6_9,4.63973068114905
923,2015,Medium_variant,female,6_9,3.92210822913738
923,2015,Medium_variant,male,6_9,4.63973068114905
923,2015,Estimates,female,6_10,4.83093175304882
923,2015,Estimates,male,6_10,5.71549685865077
923,2015,Medium_variant,female,6_10,4.83093175304882
923,2015,Medium_variant,male,6_10,5.71549685865077
923,2015,Estimates,female,6_11,5.71241550876016
923,2015,Estimates,male,6_11,6.75972362996951
923,2015,Medium_variant,female,6_11,5.71241550876016
923,2015,Medium_variant,male,6_11,6.75972362996951
923,2015,Estimates,female,6_12,6.57087623389599
923,2015,Estimates,male,6_12,7.77721907908067
923,2015,Medium_variant,female,6_12,6.57087623389599
923,2015,Medium_variant,male,6_12,7.77721907908067
923,2015,Estimates,female,7_10,3.80922238040802
923,2015,Estimates,male,7_10,4.50669348536463
923,2015,Medium_variant,female,7_10,3.80922238040802
923,2015,Medium_variant,male,7_10,4.50669348536463
923,2015,Estimates,female,7_12,5.54916686125519
923,2015,Estimates,male,7_12,6.56841570579452
923,2015,Medium_variant,female,7_12,5.54916686125519
923,2015,Medium_variant,male,7_12,6.56841570579452
923,2015,Estimates,female,11_16,5.06441347665624
923,2015,Estimates,male,11_16,5.99877561768031
923,2015,Medium_variant,female,11_16,5.06441347665624
923,2015,Medium_variant,male,11_16,5.99877561768031
923,2015,Estimates,female,11_17,5.90429365784573
923,2015,Estimates,male,11_17,6.99207470513513
923,2015,Medium_variant,female,11_17,5.90429365784573
923,2015,Medium_variant,male,11_17,6.99207470513513
923,2015,Estimates,female,11_18,6.78448445584311
923,2015,Estimates,male,11_18,8.03389852243206
923,2015,Medium_variant,female,11_18,6.78448445584311
923,2015,Medium_variant,male,11_18,8.03389852243206
923,2015,Estimates,female,12_14,2.5321651444266
923,2015,Estimates,male,12_14,3.00078983423229
923,2015,Medium_variant,female,12_14,2.5321651444266
923,2015,Medium_variant,male,12_14,3.00078983423229
923,2015,Estimates,female,12_16,4.1829297209449
923,2015,Estimates,male,12_16,4.95454884636158
923,2015,Medium_variant,female,12_16,4.1829297209449
923,2015,Medium_variant,male,12_16,4.95454884636158
923,2015,Estimates,female,12_17,5.02280990213438
923,2015,Estimates,male,12_17,5.94784793381639
923,2015,Medium_variant,female,12_17,5.02280990213438
923,2015,Medium_variant,male,12_17,5.94784793381639
923,2015,Estimates,female,12_18,5.90300070013176
923,2015,Estimates,male,12_18,6.98967175111332
923,2015,Medium_variant,female,12_18,5.90300070013176
923,2015,Medium_variant,male,12_18,6.98967175111332
923,2015,Estimates,female,13_17,4.16434917699856
923,2015,Estimates,male,13_17,4.93035248470523
923,2015,Medium_variant,female,13_17,4.16434917699856
923,2015,Medium_variant,male,13_17,4.93035248470523
923,2015,Estimates,female,13_18,5.04453997499594
923,2015,Estimates,male,13_18,5.97217630200216
923,2015,Medium_variant,female,13_18,5.04453997499594
923,2015,Medium_variant,male,13_18,5.97217630200216
923,2015,Estimates,female,13_19,5.98281391578467
923,2015,Estimates,male,13_19,7.08400637321721
923,2015,Medium_variant,female,13_19,5.98281391578467
923,2015,Medium_variant,male,13_19,7.08400637321721
923,2015,Constant_fertility,female,15plus,85.3912228871443
923,2015,Constant_fertility,male,15plus,82.6746405766834
923,2015,Constant_mortality,female,15plus,85.3912228871443
923,2015,Constant_mortality,male,15plus,82.6746405766834
923,2015,Estimates,female,15plus,85.3912228871443
923,2015,Estimates,male,15plus,82.6746405766834
923,2015,High_variant,female,15plus,85.3912228871443
923,2015,High_variant,male,15plus,82.6746405766834
923,2015,Instant_replacement,female,15plus,85.3912228871443
923,2015,Instant_replacement,male,15plus,82.6746405766834
923,2015,Low_variant,female,15plus,85.3912228871443
923,2015,Low_variant,male,15plus,82.6746405766834
923,2015,Medium_variant,female,15plus,85.3912228871443
923,2015,Medium_variant,male,15plus,82.6746405766834
923,2015,No_change,female,15plus,85.3912228871443
923,2015,No_change,male,15plus,82.6746405766834
923,2015,Zero_migration,female,15plus,85.3912228871443
923,2015,Zero_migration,male,15plus,82.6746405766834
923,2015,Estimates,female,15_17,2.49064475770778
923,2015,Estimates,male,15_17,2.9470580995841
923,2015,Medium_variant,female,15_17,2.49064475770778
923,2015,Medium_variant,male,15_17,2.9470580995841
923,2015,Constant_fertility,female,15_24,10.0005571648204
923,2015,Constant_fertility,male,15_24,11.8304730371296
923,2015,Constant_mortality,female,15_24,10.0005571648204
923,2015,Constant_mortality,male,15_24,11.8304730371296
923,2015,Estimates,female,15_24,10.0005571648204
923,2015,Estimates,male,15_24,11.8304730371296
923,2015,High_variant,female,15_24,10.0005571648204
923,2015,High_variant,male,15_24,11.8304730371296
923,2015,Instant_replacement,female,15_24,10.0005571648204
923,2015,Instant_replacement,male,15_24,11.8304730371296
923,2015,Low_variant,female,15_24,10.0005571648204
923,2015,Low_variant,male,15_24,11.8304730371296
923,2015,Medium_variant,female,15_24,10.0005571648204
923,2015,Medium_variant,male,15_24,11.8304730371296
923,2015,No_change,female,15_24,10.0005571648204
923,2015,No_change,male,15_24,11.8304730371296
923,2015,Zero_migration,female,15_24,10.0005571648204
923,2015,Zero_migration,male,15_24,11.8304730371296
923,2015,Constant_fertility,female,15_49,45.2755131671783
923,2015,Constant_fertility,male,15_49,51.2032968152018
923,2015,Constant_mortality,female,15_49,45.2755131671783
923,2015,Constant_mortality,male,15_49,51.2032968152018
923,2015,Estimates,female,15_49,45.2755131671783
923,2015,Estimates,male,15_49,51.2032968152018
923,2015,High_variant,female,15_49,45.2755131671783
923,2015,High_variant,male,15_49,51.2032968152018
923,2015,Instant_replacement,female,15_49,45.2755131671783
923,2015,Instant_replacement,male,15_49,51.2032968152018
923,2015,Low_variant,female,15_49,45.2755131671783
923,2015,Low_variant,male,15_49,51.2032968152018
923,2015,Medium_variant,female,15_49,45.2755131671783
923,2015,Medium_variant,male,15_49,51.2032968152018
923,2015,No_change,female,15_49,45.2755131671783
923,2015,No_change,male,15_49,51.2032968152018
923,2015,Zero_migration,female,15_49,45.2755131671783
923,2015,Zero_migration,male,15_49,51.2032968152018
923,2015,Constant_fertility,female,15_59,60.0230610777102
923,2015,Constant_fertility,male,15_59,65.447111047258
923,2015,Constant_mortality,female,15_59,60.0230610777102
923,2015,Constant_mortality,male,15_59,65.447111047258
923,2015,Estimates,female,15_59,60.0230610777102
923,2015,Estimates,male,15_59,65.447111047258
923,2015,High_variant,female,15_59,60.0230610777102
923,2015,High_variant,male,15_59,65.447111047258
923,2015,Instant_replacement,female,15_59,60.0230610777102
923,2015,Instant_replacement,male,15_59,65.447111047258
923,2015,Low_variant,female,15_59,60.0230610777102
923,2015,Low_variant,male,15_59,65.447111047258
923,2015,Medium_variant,female,15_59,60.0230610777102
923,2015,Medium_variant,male,15_59,65.447111047258
923,2015,No_change,female,15_59,60.0230610777102
923,2015,No_change,male,15_59,65.447111047258
923,2015,Zero_migration,female,15_59,60.0230610777102
923,2015,Zero_migration,male,15_59,65.447111047258
923,2015,Constant_fertility,female,15_64,67.4098452184521
923,2015,Constant_fertility,male,15_64,71.7189907668541
923,2015,Constant_mortality,female,15_64,67.4098452184521
923,2015,Constant_mortality,male,15_64,71.7189907668541
923,2015,Estimates,female,15_64,67.4098452184521
923,2015,Estimates,male,15_64,71.7189907668541
923,2015,High_variant,female,15_64,67.4098452184521
923,2015,High_variant,male,15_64,71.7189907668541
923,2015,Instant_replacement,female,15_64,67.4098452184521
923,2015,Instant_replacement,male,15_64,71.7189907668541
923,2015,Low_variant,female,15_64,67.4098452184521
923,2015,Low_variant,male,15_64,71.7189907668541
923,2015,Medium_variant,female,15_64,67.4098452184521
923,2015,Medium_variant,male,15_64,71.7189907668541
923,2015,No_change,female,15_64,67.4098452184521
923,2015,No_change,male,15_64,71.7189907668541
923,2015,Zero_migration,female,15_64,67.4098452184521
923,2015,Zero_migration,male,15_64,71.7189907668541
923,2015,Estimates,female,16plus,84.5646669415088
923,2015,Estimates,male,16plus,81.6959115285857
923,2015,Medium_variant,female,16plus,84.5646669415088
923,2015,Medium_variant,male,16plus,81.6959115285857
923,2015,Estimates,female,17plus,83.7404583106259
923,2015,Estimates,male,17plus,80.7208815645542
923,2015,Medium_variant,female,17plus,83.7404583106259
923,2015,Medium_variant,male,17plus,80.7208815645542
923,2015,Estimates,female,18plus,82.9005781294364
923,2015,Estimates,male,18plus,79.7275824770993
923,2015,Medium_variant,female,18plus,82.9005781294364
923,2015,Medium_variant,male,18plus,79.7275824770993
923,2015,Estimates,female,18_23,6.20642917903118
923,2015,Estimates,male,18_23,7.35090399231844
923,2015,Medium_variant,female,18_23,6.20642917903118
923,2015,Medium_variant,male,18_23,7.35090399231844
923,2015,Constant_fertility,female,20plus,81.0821133906504
923,2015,Constant_fertility,male,20plus,77.5739285885874
923,2015,Constant_mortality,female,20plus,81.0821133906504
923,2015,Constant_mortality,male,20plus,77.5739285885874
923,2015,Estimates,female,20plus,81.0821133906504
923,2015,Estimates,male,20plus,77.5739285885874
923,2015,High_variant,female,20plus,81.0821133906504
923,2015,High_variant,male,20plus,77.5739285885874
923,2015,Instant_replacement,female,20plus,81.0821133906504
923,2015,Instant_replacement,male,20plus,77.5739285885874
923,2015,Low_variant,female,20plus,81.0821133906504
923,2015,Low_variant,male,20plus,77.5739285885874
923,2015,Medium_variant,female,20plus,81.0821133906504
923,2015,Medium_variant,male,20plus,77.5739285885874
923,2015,No_change,female,20plus,81.0821133906504
923,2015,No_change,male,20plus,77.5739285885874
923,2015,Zero_migration,female,20plus,81.0821133906504
923,2015,Zero_migration,male,20plus,77.5739285885874
923,2015,Constant_fertility,female,20_64,63.1007357219582
923,2015,Constant_fertility,male,20_64,66.618278778758
923,2015,Constant_mortality,female,20_64,63.1007357219582
923,2015,Constant_mortality,male,20_64,66.618278778758
923,2015,Estimates,female,20_64,63.1007357219582
923,2015,Estimates,male,20_64,66.618278778758
923,2015,High_variant,female,20_64,63.1007357219582
923,2015,High_variant,male,20_64,66.618278778758
923,2015,Instant_replacement,female,20_64,63.1007357219582
923,2015,Instant_replacement,male,20_64,66.618278778758
923,2015,Low_variant,female,20_64,63.1007357219582
923,2015,Low_variant,male,20_64,66.618278778758
923,2015,Medium_variant,female,20_64,63.1007357219582
923,2015,Medium_variant,male,20_64,66.618278778758
923,2015,No_change,female,20_64,63.1007357219582
923,2015,No_change,male,20_64,66.618278778758
923,2015,Zero_migration,female,20_64,63.1007357219582
923,2015,Zero_migration,male,20_64,66.618278778758
923,2015,Constant_fertility,female,20_69,68.1063579921972
923,2015,Constant_fertility,male,20_69,70.5874025095515
923,2015,Constant_mortality,female,20_69,68.1063579921972
923,2015,Constant_mortality,male,20_69,70.5874025095515
923,2015,Estimates,female,20_69,68.1063579921972
923,2015,Estimates,male,20_69,70.5874025095515
923,2015,High_variant,female,20_69,68.1063579921972
923,2015,High_variant,male,20_69,70.5874025095515
923,2015,Instant_replacement,female,20_69,68.1063579921972
923,2015,Instant_replacement,male,20_69,70.5874025095515
923,2015,Low_variant,female,20_69,68.1063579921972
923,2015,Low_variant,male,20_69,70.5874025095515
923,2015,Medium_variant,female,20_69,68.1063579921972
923,2015,Medium_variant,male,20_69,70.5874025095515
923,2015,No_change,female,20_69,68.1063579921972
923,2015,No_change,male,20_69,70.5874025095515
923,2015,Zero_migration,female,20_69,68.1063579921972
923,2015,Zero_migration,male,20_69,70.5874025095515
923,2015,Estimates,female,21plus,80.0852223574507
923,2015,Estimates,male,21plus,76.391876120895
923,2015,Medium_variant,female,21plus,80.0852223574507
923,2015,Medium_variant,male,21plus,76.391876120895
923,2015,Constant_fertility,female,25plus,75.3906657223239
923,2015,Constant_fertility,male,25plus,70.8441675395538
923,2015,Constant_mortality,female,25plus,75.3906657223239
923,2015,Constant_mortality,male,25plus,70.8441675395538
923,2015,Estimates,female,25plus,75.3906657223239
923,2015,Estimates,male,25plus,70.8441675395538
923,2015,High_variant,female,25plus,75.3906657223239
923,2015,High_variant,male,25plus,70.8441675395538
923,2015,Instant_replacement,female,25plus,75.3906657223239
923,2015,Instant_replacement,male,25plus,70.8441675395538
923,2015,Low_variant,female,25plus,75.3906657223239
923,2015,Low_variant,male,25plus,70.8441675395538
923,2015,Medium_variant,female,25plus,75.3906657223239
923,2015,Medium_variant,male,25plus,70.8441675395538
923,2015,No_change,female,25plus,75.3906657223239
923,2015,No_change,male,25plus,70.8441675395538
923,2015,Zero_migration,female,25plus,75.3906657223239
923,2015,Zero_migration,male,25plus,70.8441675395538
923,2015,Constant_fertility,female,25_49,35.2749560023579
923,2015,Constant_fertility,male,25_49,39.3728237780721
923,2015,Constant_mortality,female,25_49,35.2749560023579
923,2015,Constant_mortality,male,25_49,39.3728237780721
923,2015,Estimates,female,25_49,35.2749560023579
923,2015,Estimates,male,25_49,39.3728237780721
923,2015,High_variant,female,25_49,35.2749560023579
923,2015,High_variant,male,25_49,39.3728237780721
923,2015,Instant_replacement,female,25_49,35.2749560023579
923,2015,Instant_replacement,male,25_49,39.3728237780721
923,2015,Low_variant,female,25_49,35.2749560023579
923,2015,Low_variant,male,25_49,39.3728237780721
923,2015,Medium_variant,female,25_49,35.2749560023579
923,2015,Medium_variant,male,25_49,39.3728237780721
923,2015,No_change,female,25_49,35.2749560023579
923,2015,No_change,male,25_49,39.3728237780721
923,2015,Zero_migration,female,25_49,35.2749560023579
923,2015,Zero_migration,male,25_49,39.3728237780721
923,2015,Constant_fertility,female,25_64,57.4092880536318
923,2015,Constant_fertility,male,25_64,59.8885177297244
923,2015,Constant_mortality,female,25_64,57.4092880536318
923,2015,Constant_mortality,male,25_64,59.8885177297244
923,2015,Estimates,female,25_64,57.4092880536318
923,2015,Estimates,male,25_64,59.8885177297244
923,2015,High_variant,female,25_64,57.4092880536318
923,2015,High_variant,male,25_64,59.8885177297244
923,2015,Instant_replacement,female,25_64,57.4092880536318
923,2015,Instant_replacement,male,25_64,59.8885177297244
923,2015,Low_variant,female,25_64,57.4092880536318
923,2015,Low_variant,male,25_64,59.8885177297244
923,2015,Medium_variant,female,25_64,57.4092880536318
923,2015,Medium_variant,male,25_64,59.8885177297244
923,2015,No_change,female,25_64,57.4092880536318
923,2015,No_change,male,25_64,59.8885177297244
923,2015,Zero_migration,female,25_64,57.4092880536318
923,2015,Zero_migration,male,25_64,59.8885177297244
923,2015,Constant_fertility,female,25_69,62.4149103238708
923,2015,Constant_fertility,male,25_69,63.8576414605179
923,2015,Constant_mortality,female,25_69,62.4149103238708
923,2015,Constant_mortality,male,25_69,63.8576414605179
923,2015,Estimates,female,25_69,62.4149103238708
923,2015,Estimates,male,25_69,63.8576414605179
923,2015,High_variant,female,25_69,62.4149103238708
923,2015,High_variant,male,25_69,63.8576414605179
923,2015,Instant_replacement,female,25_69,62.4149103238708
923,2015,Instant_replacement,male,25_69,63.8576414605179
923,2015,Low_variant,female,25_69,62.4149103238708
923,2015,Low_variant,male,25_69,63.8576414605179
923,2015,Medium_variant,female,25_69,62.4149103238708
923,2015,Medium_variant,male,25_69,63.8576414605179
923,2015,No_change,female,25_69,62.4149103238708
923,2015,No_change,male,25_69,63.8576414605179
923,2015,Zero_migration,female,25_69,62.4149103238708
923,2015,Zero_migration,male,25_69,63.8576414605179
923,2015,Constant_fertility,female,50plus,40.115709719966
923,2015,Constant_fertility,male,50plus,31.4713437614817
923,2015,Constant_mortality,female,50plus,40.115709719966
923,2015,Constant_mortality,male,50plus,31.4713437614817
923,2015,Estimates,female,50plus,40.115709719966
923,2015,Estimates,male,50plus,31.4713437614817
923,2015,High_variant,female,50plus,40.115709719966
923,2015,High_variant,male,50plus,31.4713437614817
923,2015,Instant_replacement,female,50plus,40.115709719966
923,2015,Instant_replacement,male,50plus,31.4713437614817
923,2015,Low_variant,female,50plus,40.115709719966
923,2015,Low_variant,male,50plus,31.4713437614817
923,2015,Medium_variant,female,50plus,40.115709719966
923,2015,Medium_variant,male,50plus,31.4713437614817
923,2015,No_change,female,50plus,40.115709719966
923,2015,No_change,male,50plus,31.4713437614817
923,2015,Zero_migration,female,50plus,40.115709719966
923,2015,Zero_migration,male,50plus,31.4713437614817
923,2015,Constant_fertility,female,60plus,25.368161809434
923,2015,Constant_fertility,male,60plus,17.2275295294254
923,2015,Constant_mortality,female,60plus,25.368161809434
923,2015,Constant_mortality,male,60plus,17.2275295294254
923,2015,Estimates,female,60plus,25.368161809434
923,2015,Estimates,male,60plus,17.2275295294254
923,2015,High_variant,female,60plus,25.368161809434
923,2015,High_variant,male,60plus,17.2275295294254
923,2015,Instant_replacement,female,60plus,25.368161809434
923,2015,Instant_replacement,male,60plus,17.2275295294254
923,2015,Low_variant,female,60plus,25.368161809434
923,2015,Low_variant,male,60plus,17.2275295294254
923,2015,Medium_variant,female,60plus,25.368161809434
923,2015,Medium_variant,male,60plus,17.2275295294254
923,2015,No_change,female,60plus,25.368161809434
923,2015,No_change,male,60plus,17.2275295294254
923,2015,Zero_migration,female,60plus,25.368161809434
923,2015,Zero_migration,male,60plus,17.2275295294254
923,2015,Constant_fertility,female,65plus,17.9813776686921
923,2015,Constant_fertility,male,65plus,10.9556498098294
923,2015,Constant_mortality,female,65plus,17.9813776686921
923,2015,Constant_mortality,male,65plus,10.9556498098294
923,2015,Estimates,female,65plus,17.9813776686921
923,2015,Estimates,male,65plus,10.9556498098294
923,2015,High_variant,female,65plus,17.9813776686921
923,2015,High_variant,male,65plus,10.9556498098294
923,2015,Instant_replacement,female,65plus,17.9813776686921
923,2015,Instant_replacement,male,65plus,10.9556498098294
923,2015,Low_variant,female,65plus,17.9813776686921
923,2015,Low_variant,male,65plus,10.9556498098294
923,2015,Medium_variant,female,65plus,17.9813776686921
923,2015,Medium_variant,male,65plus,10.9556498098294
923,2015,No_change,female,65plus,17.9813776686921
923,2015,No_change,male,65plus,10.9556498098294
923,2015,Zero_migration,female,65plus,17.9813776686921
923,2015,Zero_migration,male,65plus,10.9556498098294
923,2015,Constant_fertility,female,70plus,12.9757553984531
923,2015,Constant_fertility,male,70plus,6.98652607903588
923,2015,Constant_mortality,female,70plus,12.9757553984531
923,2015,Constant_mortality,male,70plus,6.98652607903588
923,2015,Estimates,female,70plus,12.9757553984531
923,2015,Estimates,male,70plus,6.98652607903588
923,2015,High_variant,female,70plus,12.9757553984531
923,2015,High_variant,male,70plus,6.98652607903588
923,2015,Instant_replacement,female,70plus,12.9757553984531
923,2015,Instant_replacement,male,70plus,6.98652607903588
923,2015,Low_variant,female,70plus,12.9757553984531
923,2015,Low_variant,male,70plus,6.98652607903588
923,2015,Medium_variant,female,70plus,12.9757553984531
923,2015,Medium_variant,male,70plus,6.98652607903588
923,2015,No_change,female,70plus,12.9757553984531
923,2015,No_change,male,70plus,6.98652607903588
923,2015,Zero_migration,female,70plus,12.9757553984531
923,2015,Zero_migration,male,70plus,6.98652607903588
923,2015,Constant_fertility,female,75plus,9.08541910627796
923,2015,Constant_fertility,male,75plus,4.47197866936954
923,2015,Constant_mortality,female,75plus,9.08541910627796
923,2015,Constant_mortality,male,75plus,4.47197866936954
923,2015,Estimates,female,75plus,9.08541910627796
923,2015,Estimates,male,75plus,4.47197866936954
923,2015,High_variant,female,75plus,9.08541910627796
923,2015,High_variant,male,75plus,4.47197866936954
923,2015,Instant_replacement,female,75plus,9.08541910627796
923,2015,Instant_replacement,male,75plus,4.47197866936954
923,2015,Low_variant,female,75plus,9.08541910627796
923,2015,Low_variant,male,75plus,4.47197866936954
923,2015,Medium_variant,female,75plus,9.08541910627796
923,2015,Medium_variant,male,75plus,4.47197866936954
923,2015,No_change,female,75plus,9.08541910627796
923,2015,No_change,male,75plus,4.47197866936954
923,2015,Zero_migration,female,75plus,9.08541910627796
923,2015,Zero_migration,male,75plus,4.47197866936954
923,2015,Constant_fertility,female,80plus,4.66555891466614
923,2015,Constant_fertility,male,80plus,2.0413888630356
923,2015,Constant_mortality,female,80plus,4.66555891466614
923,2015,Constant_mortality,male,80plus,2.0413888630356
923,2015,Estimates,female,80plus,4.66555891466614
923,2015,Estimates,male,80plus,2.0413888630356
923,2015,High_variant,female,80plus,4.66555891466614
923,2015,High_variant,male,80plus,2.0413888630356
923,2015,Instant_replacement,female,80plus,4.66555891466614
923,2015,Instant_replacement,male,80plus,2.0413888630356
923,2015,Low_variant,female,80plus,4.66555891466614
923,2015,Low_variant,male,80plus,2.0413888630356
923,2015,Medium_variant,female,80plus,4.66555891466614
923,2015,Medium_variant,male,80plus,2.0413888630356
923,2015,No_change,female,80plus,4.66555891466614
923,2015,No_change,male,80plus,2.0413888630356
923,2015,Zero_migration,female,80plus,4.66555891466614
923,2015,Zero_migration,male,80plus,2.0413888630356
923,2015,Constant_fertility,female,85plus,2.07928365112686
923,2015,Constant_fertility,male,85plus,0.798232603744367
923,2015,Constant_mortality,female,85plus,2.07928365112686
923,2015,Constant_mortality,male,85plus,0.798232603744367
923,2015,Estimates,female,85plus,2.07928365112686
923,2015,Estimates,male,85plus,0.798232603744367
923,2015,High_variant,female,85plus,2.07928365112686
923,2015,High_variant,male,85plus,0.798232603744367
923,2015,Instant_replacement,female,85plus,2.07928365112686
923,2015,Instant_replacement,male,85plus,0.798232603744367
923,2015,Low_variant,female,85plus,2.07928365112686
923,2015,Low_variant,male,85plus,0.798232603744367
923,2015,Medium_variant,female,85plus,2.07928365112686
923,2015,Medium_variant,male,85plus,0.798232603744367
923,2015,No_change,female,85plus,2.07928365112686
923,2015,No_change,male,85plus,0.798232603744367
923,2015,Zero_migration,female,85plus,2.07928365112686
923,2015,Zero_migration,male,85plus,0.798232603744367
923,2015,Constant_fertility,female,90plus,0.504423753251821
923,2015,Constant_fertility,male,90plus,0.164396724938314
923,2015,Constant_mortality,female,90plus,0.504423753251821
923,2015,Constant_mortality,male,90plus,0.164396724938314
923,2015,Estimates,female,90plus,0.504423753251821
923,2015,Estimates,male,90plus,0.164396724938314
923,2015,High_variant,female,90plus,0.504423753251821
923,2015,High_variant,male,90plus,0.164396724938314
923,2015,Instant_replacement,female,90plus,0.504423753251821
923,2015,Instant_replacement,male,90plus,0.164396724938314
923,2015,Low_variant,female,90plus,0.504423753251821
923,2015,Low_variant,male,90plus,0.164396724938314
923,2015,Medium_variant,female,90plus,0.504423753251821
923,2015,Medium_variant,male,90plus,0.164396724938314
923,2015,No_change,female,90plus,0.504423753251821
923,2015,No_change,male,90plus,0.164396724938314
923,2015,Zero_migration,female,90plus,0.504423753251821
923,2015,Zero_migration,male,90plus,0.164396724938314
923,2020,Constant_fertility,female,total,100
923,2020,Constant_fertility,male,total,100
923,2020,Constant_mortality,female,total,100
923,2020,Constant_mortality,male,total,100
923,2020,High_variant,female,total,100
923,2020,High_variant,male,total,100
923,2020,Instant_replacement,female,total,100
923,2020,Instant_replacement,male,total,100
923,2020,Low_variant,female,total,100
923,2020,Low_variant,male,total,100
923,2020,Medium_variant,female,total,100
923,2020,Medium_variant,male,total,100
923,2020,No_change,female,total,100
923,2020,No_change,male,total,100
923,2020,Zero_migration,female,total,100
923,2020,Zero_migration,male,total,100
923,2020,Medium_variant,female,0_1,1.97187902774223
923,2020,Medium_variant,male,0_1,2.3285746224379
923,2020,Constant_fertility,female,0_4,4.80436602148307
923,2020,Constant_fertility,male,0_4,5.71386537189037
923,2020,Constant_mortality,female,0_4,5.1400123752254
923,2020,Constant_mortality,male,0_4,6.09383069765804
923,2020,High_variant,female,0_4,5.88715102276784
923,2020,High_variant,male,0_4,6.97063138326798
923,2020,Instant_replacement,female,0_4,6.6248780524232
923,2020,Instant_replacement,male,0_4,7.8339601948626
923,2020,Low_variant,female,0_4,4.36612136007072
923,2020,Low_variant,male,0_4,5.1842507215895
923,2020,Medium_variant,female,0_4,5.13273441306224
923,2020,Medium_variant,male,0_4,6.0859372328673
923,2020,No_change,female,0_4,4.8172822358448
923,2020,No_change,male,0_4,5.71467274861298
923,2020,Zero_migration,female,0_4,5.11673808719059
923,2020,Zero_migration,male,0_4,6.07233152746396
923,2020,Constant_fertility,female,0_14,15.2376037348367
923,2020,Constant_fertility,male,0_14,18.093471923794
923,2020,Constant_mortality,female,0_14,15.5595883042623
923,2020,Constant_mortality,male,0_14,18.4517703874778
923,2020,High_variant,female,0_14,16.2017178177325
923,2020,High_variant,male,0_14,19.1852267295471
923,2020,Instant_replacement,female,0_14,16.8585915440767
923,2020,Instant_replacement,male,0_14,19.9352019599962
923,2020,Low_variant,female,0_14,14.8473897502321
923,2020,Low_variant,male,0_14,17.633394761913
923,2020,Medium_variant,female,0_14,15.5299836535867
923,2020,Medium_variant,male,0_14,18.4166913923583
923,2020,No_change,female,0_14,15.2723073703482
923,2020,No_change,male,0_14,18.1225091715444
923,2020,Zero_migration,female,0_14,15.5213743518225
923,2020,Zero_migration,male,0_14,18.4196838818616
923,2020,Medium_variant,female,0_17,18.2161020856328
