continent,year,variant,freq,age5yearinterval,fertilityrateper1000women
904,1950,estimates,5yearly,15_19,104.375589378417
904,1950,estimates,5yearly,20_24,262.707318574251
904,1950,estimates,5yearly,25_29,286.737540084373
904,1950,estimates,5yearly,30_34,238.844387160092
904,1950,estimates,5yearly,35_39,169.908472140807
904,1950,estimates,5yearly,40_44,83.8496328356757
904,1950,estimates,5yearly,45_49,28.1988875046043
904,1955,estimates,5yearly,15_19,105.012376976295
904,1955,estimates,5yearly,20_24,262.775442704789
904,1955,estimates,5yearly,25_29,286.800267821726
904,1955,estimates,5yearly,30_34,239.527228919953
904,1955,estimates,5yearly,35_39,170.417673731345
904,1955,estimates,5yearly,40_44,83.4781321035135
904,1955,estimates,5yearly,45_49,27.8941203373141
904,1960,estimates,5yearly,15_19,106.625373020717
904,1960,estimates,5yearly,20_24,263.985848078375
904,1960,estimates,5yearly,25_29,288.521412323917
904,1960,estimates,5yearly,30_34,239.233724722294
904,1960,estimates,5yearly,35_39,170.853485458709
904,1960,estimates,5yearly,40_44,82.6007204683819
904,1960,estimates,5yearly,45_49,26.9161350918697
904,1965,estimates,5yearly,15_19,101.312028575426
904,1965,estimates,5yearly,20_24,250.07923130581
904,1965,estimates,5yearly,25_29,270.887626117488
904,1965,estimates,5yearly,30_34,225.057756158775
904,1965,estimates,5yearly,35_39,159.377760402824
904,1965,estimates,5yearly,40_44,76.3326515042239
904,1965,estimates,5yearly,45_49,23.4267512574471
904,1970,estimates,5yearly,15_19,94.853063643155
904,1970,estimates,5yearly,20_24,231.657743368414
904,1970,estimates,5yearly,25_29,248.197003608652
904,1970,estimates,5yearly,30_34,203.64577012581
904,1970,estimates,5yearly,35_39,141.705121484621
904,1970,estimates,5yearly,40_44,67.1957692235083
904,1970,estimates,5yearly,45_49,17.8499341759229
904,1975,estimates,5yearly,15_19,91.9906848736878
904,1975,estimates,5yearly,20_24,216.226199201449
904,1975,estimates,5yearly,25_29,224.576106749714
904,1975,estimates,5yearly,30_34,176.928186337391
904,1975,estimates,5yearly,35_39,119.305125452283
904,1975,estimates,5yearly,40_44,53.8309116417638
904,1975,estimates,5yearly,45_49,13.1155869913494
904,1980,estimates,5yearly,15_19,88.4241192404703
904,1980,estimates,5yearly,20_24,199.085476505685
904,1980,estimates,5yearly,25_29,199.653280604178
904,1980,estimates,5yearly,30_34,152.501877296824
904,1980,estimates,5yearly,35_39,98.5208897276211
904,1980,estimates,5yearly,40_44,43.084024127013
904,1980,estimates,5yearly,45_49,10.1065630276925
904,1985,estimates,5yearly,15_19,85.9788588789125
904,1985,estimates,5yearly,20_24,181.313396749119
904,1985,estimates,5yearly,25_29,174.594639400831
904,1985,estimates,5yearly,30_34,128.864432909578
904,1985,estimates,5yearly,35_39,79.9773229767616
904,1985,estimates,5yearly,40_44,32.9223376949224
904,1985,estimates,5yearly,45_49,7.54329277295754
904,1990,estimates,5yearly,15_19,83.8964119888353
904,1990,estimates,5yearly,20_24,165.744747030338
904,1990,estimates,5yearly,25_29,153.516895677543
904,1990,estimates,5yearly,30_34,110.273192356271
904,1990,estimates,5yearly,35_39,66.4576890948003
904,1990,estimates,5yearly,40_44,26.2138394777858
904,1990,estimates,5yearly,45_49,5.59104583011832
904,1995,estimates,5yearly,15_19,83.8415953529987
904,1995,estimates,5yearly,20_24,148.975151203275
904,1995,estimates,5yearly,25_29,138.761359702774
904,1995,estimates,5yearly,30_34,97.904297638341
904,1995,estimates,5yearly,35_39,56.8279535838364
904,1995,estimates,5yearly,40_44,20.7210791809771
904,1995,estimates,5yearly,45_49,4.07304983296179
904,2000,estimates,5yearly,15_19,77.6103518713859
904,2000,estimates,5yearly,20_24,135.485673754825
904,2000,estimates,5yearly,25_29,125.249241133666
904,2000,estimates,5yearly,30_34,88.0885996872661
904,2000,estimates,5yearly,35_39,49.7284029848633
904,2000,estimates,5yearly,40_44,17.167850124469
904,2000,estimates,5yearly,45_49,3.19817986729801
904,2005,estimates,5yearly,15_19,70.4186148488666
904,2005,estimates,5yearly,20_24,124.404532535701
904,2005,estimates,5yearly,25_29,114.139686575302
904,2005,estimates,5yearly,30_34,79.9639180384365
904,2005,estimates,5yearly,35_39,44.9204987331169
904,2005,estimates,5yearly,40_44,15.042925958175
904,2005,estimates,5yearly,45_49,2.80021430211496
904,2010,estimates,5yearly,15_19,66.5690327670749
904,2010,estimates,5yearly,20_24,117.975200493469
904,2010,estimates,5yearly,25_29,108.496356735434
904,2010,estimates,5yearly,30_34,75.8977747504513
904,2010,estimates,5yearly,35_39,42.7521873029263
904,2010,estimates,5yearly,40_44,14.0103985347375
904,2010,estimates,5yearly,45_49,2.60267695103138
904,2015,constant_fertility,5yearly,15_19,66.706457822225
904,2015,constant_mortality,5yearly,15_19,61.3349653781791
904,2015,high_variant,5yearly,15_19,68.897365942274
904,2015,instant_replacement,5yearly,15_19,63.7338279143381
904,2015,low_variant,5yearly,15_19,53.772159420338
904,2015,medium_variant,5yearly,15_19,61.3347996344594
904,2015,momentum,5yearly,15_19,63.988233817099
904,2015,no_change,5yearly,15_19,66.7066251559608
904,2015,zero_migration,5yearly,15_19,61.3373951069479
904,2015,constant_fertility,5yearly,20_24,118.43774570334
904,2015,constant_mortality,5yearly,20_24,111.425593767033
904,2015,high_variant,5yearly,20_24,125.111571938966
904,2015,instant_replacement,5yearly,20_24,115.439771105936
904,2015,low_variant,5yearly,20_24,97.741047891632
904,2015,medium_variant,5yearly,20_24,111.426206551122
904,2015,momentum,5yearly,20_24,115.923449738377
904,2015,no_change,5yearly,20_24,118.437035980692
904,2015,zero_migration,5yearly,20_24,111.444153350133
904,2015,constant_fertility,5yearly,25_29,109.207462635968
904,2015,constant_mortality,5yearly,25_29,104.435239302355
904,2015,high_variant,5yearly,25_29,117.248638945046
904,2015,instant_replacement,5yearly,25_29,108.081935546885
904,2015,low_variant,5yearly,25_29,91.6245956795359
904,2015,medium_variant,5yearly,25_29,104.436432634067
904,2015,momentum,5yearly,25_29,108.54455857113
904,2015,no_change,5yearly,25_29,109.206104775715
904,2015,zero_migration,5yearly,25_29,104.465349865622
904,2015,constant_fertility,5yearly,30_34,76.2615983198284
904,2015,constant_mortality,5yearly,30_34,73.3707604580748
904,2015,high_variant,5yearly,30_34,82.3152354936931
904,2015,instant_replacement,5yearly,30_34,75.4684703537558
904,2015,low_variant,5yearly,30_34,64.4285995022166
904,2015,medium_variant,5yearly,30_34,73.3722450563109
904,2015,momentum,5yearly,30_34,75.7995961976515
904,2015,no_change,5yearly,30_34,76.2597898698011
904,2015,zero_migration,5yearly,30_34,73.3986865447076
904,2015,constant_fertility,5yearly,35_39,43.0053287287114
904,2015,constant_mortality,5yearly,35_39,40.9506787175267
904,2015,high_variant,5yearly,35_39,45.9027125453356
904,2015,instant_replacement,5yearly,35_39,41.8006801821235
904,2015,low_variant,5yearly,35_39,36.0021827819819
904,2015,medium_variant,5yearly,35_39,40.9520300290066
904,2015,momentum,5yearly,35_39,41.9930026430542
904,2015,no_change,5yearly,35_39,43.0037522677357
904,2015,zero_migration,5yearly,35_39,40.9704476110211
904,2015,constant_fertility,5yearly,40_44,14.204581074356
904,2015,constant_mortality,5yearly,40_44,13.1858268841154
904,2015,high_variant,5yearly,40_44,14.7651921241204
904,2015,instant_replacement,5yearly,40_44,13.3552052802079
904,2015,low_variant,5yearly,40_44,11.6074792632195
904,2015,medium_variant,5yearly,40_44,13.1866415027747
904,2015,momentum,5yearly,40_44,13.4229714800335
904,2015,no_change,5yearly,40_44,14.2036605204397
