continent,year,variant,freq,age5yearinterval,fertilityrateper1000women
905,1950,estimates,5yearly,15_19,82.1553697782563
905,1950,estimates,5yearly,20_24,216.320098570875
905,1950,estimates,5yearly,25_29,180.940531465768
905,1950,estimates,5yearly,30_34,113.188237509805
905,1950,estimates,5yearly,35_39,57.1416363588232
905,1950,estimates,5yearly,40_44,16.3889751336711
905,1950,estimates,5yearly,45_49,1.14058859626588
905,1955,estimates,5yearly,15_19,86.600022329915
905,1955,estimates,5yearly,20_24,246.763170282023
905,1955,estimates,5yearly,25_29,194.84422241396
905,1955,estimates,5yearly,30_34,116.455100692645
905,1955,estimates,5yearly,35_39,59.3659493542994
905,1955,estimates,5yearly,40_44,16.4794344144053
905,1955,estimates,5yearly,45_49,1.07172237241436
905,1960,estimates,5yearly,15_19,74.5779280998882
905,1960,estimates,5yearly,20_24,223.952231315024
905,1960,estimates,5yearly,25_29,181.831855820689
905,1960,estimates,5yearly,30_34,106.222681067804
905,1960,estimates,5yearly,35_39,52.4953977071261
905,1960,estimates,5yearly,40_44,15.0325825605221
905,1960,estimates,5yearly,45_49,0.934495584160661
905,1965,estimates,5yearly,15_19,64.824023170148
905,1965,estimates,5yearly,20_24,171.15066764586
905,1965,estimates,5yearly,25_29,144.878483685198
905,1965,estimates,5yearly,30_34,79.5621850685846
905,1965,estimates,5yearly,35_39,38.3434205304773
905,1965,estimates,5yearly,40_44,10.6208210309039
905,1965,estimates,5yearly,45_49,0.706039468866033
905,1970,estimates,5yearly,15_19,59.0031218279578
905,1970,estimates,5yearly,20_24,131.134942310974
905,1970,estimates,5yearly,25_29,122.230540611931
905,1970,estimates,5yearly,30_34,61.228290338108
905,1970,estimates,5yearly,35_39,24.7782046041677
905,1970,estimates,5yearly,40_44,6.13882570882776
905,1970,estimates,5yearly,45_49,0.370299250052057
905,1975,estimates,5yearly,15_19,50.449770828731
905,1975,estimates,5yearly,20_24,110.804794776558
905,1975,estimates,5yearly,25_29,110.971066005449
905,1975,estimates,5yearly,30_34,57.7551654886699
905,1975,estimates,5yearly,35_39,19.3081485066274
905,1975,estimates,5yearly,40_44,4.0651836706269
905,1975,estimates,5yearly,45_49,0.229270929475747
905,1980,estimates,5yearly,15_19,48.8956839233352
905,1980,estimates,5yearly,20_24,107.474159308892
905,1980,estimates,5yearly,25_29,110.977908123532
905,1980,estimates,5yearly,30_34,64.7448593708176
905,1980,estimates,5yearly,35_39,21.3486040219039
905,1980,estimates,5yearly,40_44,3.77226363561198
905,1980,estimates,5yearly,45_49,0.197704873997977
905,1985,estimates,5yearly,15_19,50.360180634059
905,1985,estimates,5yearly,20_24,106.887715507623
905,1985,estimates,5yearly,25_29,114.242541835877
905,1985,estimates,5yearly,30_34,73.8508383725469
905,1985,estimates,5yearly,35_39,26.9442501787417
905,1985,estimates,5yearly,40_44,4.48685911121207
905,1985,estimates,5yearly,45_49,0.209991183434047
905,1990,estimates,5yearly,15_19,56.2495109737866
905,1990,estimates,5yearly,20_24,108.85326281022
905,1990,estimates,5yearly,25_29,115.137145914125
905,1990,estimates,5yearly,30_34,80.7219653662972
905,1990,estimates,5yearly,35_39,32.3524428888974
905,1990,estimates,5yearly,40_44,5.79921985431554
905,1990,estimates,5yearly,45_49,0.255560051977211
905,1995,estimates,5yearly,15_19,48.3288241078118
905,1995,estimates,5yearly,20_24,104.019187584078
905,1995,estimates,5yearly,25_29,109.729297385881
905,1995,estimates,5yearly,30_34,85.1432028445222
905,1995,estimates,5yearly,35_39,36.2027384382732
905,1995,estimates,5yearly,40_44,7.01117289393481
905,1995,estimates,5yearly,45_49,0.35073758506647
905,2000,estimates,5yearly,15_19,40.5161555424034
905,2000,estimates,5yearly,20_24,99.0773650009113
905,2000,estimates,5yearly,25_29,113.433710353205
905,2000,estimates,5yearly,30_34,93.809542623864
905,2000,estimates,5yearly,35_39,42.5618534202556
905,2000,estimates,5yearly,40_44,8.32197894355095
905,2000,estimates,5yearly,45_49,0.470604303729584
905,2005,estimates,5yearly,15_19,37.1512723151727
905,2005,estimates,5yearly,20_24,95.9160141826173
905,2005,estimates,5yearly,25_29,113.021892090883
905,2005,estimates,5yearly,30_34,98.8844362247177
905,2005,estimates,5yearly,35_39,46.9083035316538
905,2005,estimates,5yearly,40_44,9.52380912918604
905,2005,estimates,5yearly,45_49,0.616823492226192
905,2010,estimates,5yearly,15_19,26.4154756802183
905,2010,estimates,5yearly,20_24,78.5833954768856
905,2010,estimates,5yearly,25_29,105.296040604407
905,2010,estimates,5yearly,30_34,99.4031366837799
905,2010,estimates,5yearly,35_39,49.4031196140055
905,2010,estimates,5yearly,40_44,10.4286536765767
905,2010,estimates,5yearly,45_49,0.718552212041954
905,2015,constant_fertility,5yearly,15_19,26.4677265365533
905,2015,constant_mortality,5yearly,15_19,17.969063167451
905,2015,high_variant,5yearly,15_19,20.3728855630846
905,2015,instant_replacement,5yearly,15_19,19.9518554593708
905,2015,low_variant,5yearly,15_19,15.565097532384
905,2015,medium_variant,5yearly,15_19,17.9690441743045
905,2015,momentum,5yearly,15_19,19.9916319712101
905,2015,no_change,5yearly,15_19,26.4677715744278
905,2015,zero_migration,5yearly,15_19,17.986097612899
905,2015,constant_fertility,5yearly,20_24,78.6801785268532
905,2015,constant_mortality,5yearly,20_24,66.6000848933998
905,2015,high_variant,5yearly,20_24,75.5260801224079
905,2015,instant_replacement,5yearly,20_24,74.0843259605921
905,2015,low_variant,5yearly,20_24,57.6738044933407
905,2015,medium_variant,5yearly,20_24,66.599884951692
905,2015,momentum,5yearly,20_24,74.2089154720031
905,2015,no_change,5yearly,20_24,78.6804320713498
905,2015,zero_migration,5yearly,20_24,66.6422813160181
905,2015,constant_fertility,5yearly,25_29,105.310620732318
905,2015,constant_mortality,5yearly,25_29,108.038142960562
905,2015,high_variant,5yearly,25_29,122.601204004183
905,2015,instant_replacement,5yearly,25_29,120.870790074444
905,2015,low_variant,5yearly,25_29,93.4751126009303
905,2015,medium_variant,5yearly,25_29,108.038150347142
905,2015,momentum,5yearly,25_29,121.01754864388
905,2015,no_change,5yearly,25_29,105.310620313781
905,2015,zero_migration,5yearly,25_29,108.061178072731
905,2015,constant_fertility,5yearly,30_34,99.3905676093391
905,2015,constant_mortality,5yearly,30_34,110.967722138968
905,2015,high_variant,5yearly,30_34,125.981591425401
905,2015,instant_replacement,5yearly,30_34,124.612708730696
905,2015,low_variant,5yearly,30_34,95.9538726501658
905,2015,medium_variant,5yearly,30_34,110.967723833807
905,2015,momentum,5yearly,30_34,124.743201058113
905,2015,no_change,5yearly,30_34,99.3906030217193
905,2015,zero_migration,5yearly,30_34,110.970911923659
905,2015,constant_fertility,5yearly,35_39,49.4151916584928
905,2015,constant_mortality,5yearly,35_39,55.3047761571421
905,2015,high_variant,5yearly,35_39,62.8011278067801
905,2015,instant_replacement,5yearly,35_39,62.2182882277749
905,2015,low_variant,5yearly,35_39,47.8084238216226
905,2015,medium_variant,5yearly,35_39,55.3047844020422
905,2015,momentum,5yearly,35_39,62.2806090766298
905,2015,no_change,5yearly,35_39,49.4151935280845
905,2015,zero_migration,5yearly,35_39,55.3036736460447
905,2015,constant_fertility,5yearly,40_44,10.4278954972112
905,2015,constant_mortality,5yearly,40_44,11.4194700413936
905,2015,high_variant,5yearly,40_44,12.9657286098146
905,2015,instant_replacement,5yearly,40_44,12.8344717524157
905,2015,low_variant,5yearly,40_44,9.87312382694602
905,2015,medium_variant,5yearly,40_44,11.4194704543123
905,2015,momentum,5yearly,40_44,12.8485574196566
905,2015,no_change,5yearly,40_44,10.4279168871436
905,2015,zero_migration,5yearly,40_44,11.4195463917011
905,2015,constant_fertility,5yearly,45_49,0.719309600333066
905,2015,constant_mortality,5yearly,45_49,0.760861005237325
905,2015,high_variant,5yearly,45_49,0.8632101184416
905,2015,instant_replacement,5yearly,45_49,0.848665674463062
905,2015,low_variant,5yearly,45_49,0.658622951694024
905,2015,medium_variant,5yearly,45_49,0.760837584527519
905,2015,momentum,5yearly,45_49,0.849693520348546
905,2015,no_change,5yearly,45_49,0.71930461487839
905,2015,zero_migration,5yearly,45_49,0.760996169899402
905,2020,constant_fertility,5yearly,15_19,26.4439965929367
905,2020,constant_mortality,5yearly,15_19,7.75522731515457
905,2020,high_variant,5yearly,15_19,9.42617321981974
905,2020,instant_replacement,5yearly,15_19,8.66309378683242
905,2020,low_variant,5yearly,15_19,6.08425737542469
905,2020,medium_variant,5yearly,15_19,7.75522461239951
905,2020,momentum,5yearly,15_19,8.67098808836501
905,2020,no_change,5yearly,15_19,26.4441155118146
905,2020,zero_migration,5yearly,15_19,7.75377978526699
905,2020,constant_fertility,5yearly,20_24,78.8701568265199
905,2020,constant_mortality,5yearly,20_24,45.3470143565829
905,2020,high_variant,5yearly,20_24,55.0718136108231
905,2020,instant_replacement,5yearly,20_24,50.4160397872944
905,2020,low_variant,5yearly,20_24,35.6219142711861
905,2020,medium_variant,5yearly,20_24,45.346838799484
905,2020,momentum,5yearly,20_24,50.5552041107011
905,2020,no_change,5yearly,20_24,78.870779940123
905,2020,zero_migration,5yearly,20_24,45.4023908587288
905,2020,constant_fertility,5yearly,25_29,105.334528190664
905,2020,constant_mortality,5yearly,25_29,114.046145859875
905,2020,high_variant,5yearly,25_29,138.528311279912
905,2020,instant_replacement,5yearly,25_29,126.925066718014
905,2020,low_variant,5yearly,25_29,89.562616390686
905,2020,medium_variant,5yearly,25_29,114.045960488115
905,2020,momentum,5yearly,25_29,127.265765334092
905,2020,no_change,5yearly,25_29,105.334607494625
905,2020,zero_migration,5yearly,25_29,114.154308861323
905,2020,constant_fertility,5yearly,30_34,99.3682848130143
905,2020,constant_mortality,5yearly,30_34,132.3505312842
905,2020,high_variant,5yearly,30_34,160.823911042985
