global,year,variant,freq,agebroad,totaldeaths
900,1950,estimates,5yearly,0_4,102343.565
900,1950,estimates,5yearly,5_9,7864.095
900,1950,estimates,5yearly,10_14,5645.535
900,1950,estimates,5yearly,15_19,5578.854
900,1950,estimates,5yearly,20_24,6392.368
900,1950,estimates,5yearly,25_29,6457.044
900,1950,estimates,5yearly,30_34,6339.423
900,1950,estimates,5yearly,35_39,6787.638
900,1950,estimates,5yearly,40_44,7748.491
900,1950,estimates,5yearly,45_49,8621.772
900,1950,estimates,5yearly,50_54,9422.848
900,1950,estimates,5yearly,55_59,10918.782
900,1950,estimates,5yearly,60_64,13161.172
900,1950,estimates,5yearly,65_69,14541.481
900,1950,estimates,5yearly,70_74,14486.497
900,1950,estimates,5yearly,75_79,12712.021
900,1950,estimates,5yearly,80_84,8477.538
900,1950,estimates,5yearly,85_89,4034.438
900,1950,estimates,5yearly,90_94,1465.206
900,1950,estimates,5yearly,95plus,429.023
900,1950,estimates,5yearly,0_14,115853.195
900,1950,estimates,5yearly,0_19,121432.049
900,1950,estimates,5yearly,0_24,127824.417
900,1950,estimates,5yearly,5_14,13509.63
900,1950,estimates,5yearly,15plus,137574.596
900,1950,estimates,5yearly,15_24,11971.222
900,1950,estimates,5yearly,15_49,47925.59
900,1950,estimates,5yearly,15_59,68267.22
900,1950,estimates,5yearly,15_64,81428.392
900,1950,estimates,5yearly,20plus,131995.742
900,1950,estimates,5yearly,20_64,75849.538
900,1950,estimates,5yearly,20_69,90391.019
900,1950,estimates,5yearly,25plus,125603.374
900,1950,estimates,5yearly,25_69,83998.651
900,1950,estimates,5yearly,40plus,106019.269
900,1950,estimates,5yearly,50plus,89649.006
900,1950,estimates,5yearly,60plus,69307.376
900,1950,estimates,5yearly,65plus,56146.204
900,1950,estimates,5yearly,70plus,41604.723
900,1950,estimates,5yearly,80plus,14406.205
900,1950,estimates,5yearly,90plus,1894.229
900,1955,estimates,5yearly,0_4,100022.085
900,1955,estimates,5yearly,5_9,8065.89300000001
900,1955,estimates,5yearly,10_14,5284.832
900,1955,estimates,5yearly,15_19,5029.399
900,1955,estimates,5yearly,20_24,5880.213
900,1955,estimates,5yearly,25_29,6088.686
900,1955,estimates,5yearly,30_34,6144.697
900,1955,estimates,5yearly,35_39,6447.164
900,1955,estimates,5yearly,40_44,7199.822
900,1955,estimates,5yearly,45_49,8288.774
900,1955,estimates,5yearly,50_54,9693.551
900,1955,estimates,5yearly,55_59,11573.824
900,1955,estimates,5yearly,60_64,13465.614
900,1955,estimates,5yearly,65_69,14915.335
900,1955,estimates,5yearly,70_74,15281.856
900,1955,estimates,5yearly,75_79,13398.31
900,1955,estimates,5yearly,80_84,9326.598
900,1955,estimates,5yearly,85_89,4511.823
900,1955,estimates,5yearly,90_94,1499.548
900,1955,estimates,5yearly,95plus,391.957
900,1955,estimates,5yearly,0_14,113372.81
900,1955,estimates,5yearly,0_19,118402.209
900,1955,estimates,5yearly,0_24,124282.422
900,1955,estimates,5yearly,5_14,13350.725
900,1955,estimates,5yearly,15plus,139137.171
900,1955,estimates,5yearly,15_24,10909.612
900,1955,estimates,5yearly,15_49,45078.755
900,1955,estimates,5yearly,15_59,66346.13
900,1955,estimates,5yearly,15_64,79811.744
900,1955,estimates,5yearly,20plus,134107.772
900,1955,estimates,5yearly,20_64,74782.345
900,1955,estimates,5yearly,20_69,89697.68
900,1955,estimates,5yearly,25plus,128227.559
900,1955,estimates,5yearly,25_69,83817.467
900,1955,estimates,5yearly,40plus,109547.012
900,1955,estimates,5yearly,50plus,94058.416
900,1955,estimates,5yearly,60plus,72791.041
900,1955,estimates,5yearly,65plus,59325.427
900,1955,estimates,5yearly,70plus,44410.092
900,1955,estimates,5yearly,80plus,15729.926
900,1955,estimates,5yearly,90plus,1891.505
900,1960,estimates,5yearly,0_4,102110.455
900,1960,estimates,5yearly,5_9,8507.853
900,1960,estimates,5yearly,10_14,5813.18
900,1960,estimates,5yearly,15_19,4841.784
900,1960,estimates,5yearly,20_24,5343.305
900,1960,estimates,5yearly,25_29,5667.955
900,1960,estimates,5yearly,30_34,5956.477
900,1960,estimates,5yearly,35_39,6392.876
900,1960,estimates,5yearly,40_44,7022.197
900,1960,estimates,5yearly,45_49,8164.418
900,1960,estimates,5yearly,50_54,9867.876
900,1960,estimates,5yearly,55_59,12008.712
900,1960,estimates,5yearly,60_64,14101.076
900,1960,estimates,5yearly,65_69,15309.937
900,1960,estimates,5yearly,70_74,15493.822
900,1960,estimates,5yearly,75_79,13738.013
900,1960,estimates,5yearly,80_84,9671.029
900,1960,estimates,5yearly,85_89,5024.315
900,1960,estimates,5yearly,90_94,1742.434
900,1960,estimates,5yearly,95plus,406.061
900,1960,estimates,5yearly,0_14,116431.488
900,1960,estimates,5yearly,0_19,121273.272
900,1960,estimates,5yearly,0_24,126616.577
900,1960,estimates,5yearly,5_14,14321.033
900,1960,estimates,5yearly,15plus,140752.287
900,1960,estimates,5yearly,15_24,10185.089
900,1960,estimates,5yearly,15_49,43389.012
900,1960,estimates,5yearly,15_59,65265.6
900,1960,estimates,5yearly,15_64,79366.676
900,1960,estimates,5yearly,20plus,135910.503
900,1960,estimates,5yearly,20_64,74524.892
900,1960,estimates,5yearly,20_69,89834.829
900,1960,estimates,5yearly,25plus,130567.198
900,1960,estimates,5yearly,25_69,84491.524
900,1960,estimates,5yearly,40plus,112549.89
900,1960,estimates,5yearly,50plus,97363.275
900,1960,estimates,5yearly,60plus,75486.687
900,1960,estimates,5yearly,65plus,61385.611
900,1960,estimates,5yearly,70plus,46075.674
900,1960,estimates,5yearly,80plus,16843.839
900,1960,estimates,5yearly,90plus,2148.495
900,1965,estimates,5yearly,0_4,92707.059
900,1965,estimates,5yearly,5_9,6949.05799999999
900,1965,estimates,5yearly,10_14,4532.443
900,1965,estimates,5yearly,15_19,4223.759
900,1965,estimates,5yearly,20_24,4533.644
900,1965,estimates,5yearly,25_29,4688.263
900,1965,estimates,5yearly,30_34,5045.9
900,1965,estimates,5yearly,35_39,5549.971
900,1965,estimates,5yearly,40_44,6229.744
900,1965,estimates,5yearly,45_49,7097.713
900,1965,estimates,5yearly,50_54,8583.798
900,1965,estimates,5yearly,55_59,10888.296
900,1965,estimates,5yearly,60_64,13354.043
900,1965,estimates,5yearly,65_69,14969.777
900,1965,estimates,5yearly,70_74,15185.465
900,1965,estimates,5yearly,75_79,14018.826
900,1965,estimates,5yearly,80_84,10575.017
900,1965,estimates,5yearly,85_89,5717.886
900,1965,estimates,5yearly,90_94,2094.124
900,1965,estimates,5yearly,95plus,495.434
900,1965,estimates,5yearly,0_14,104188.56
900,1965,estimates,5yearly,0_19,108412.319
900,1965,estimates,5yearly,0_24,112945.963
900,1965,estimates,5yearly,5_14,11481.501
900,1965,estimates,5yearly,15plus,133251.66
900,1965,estimates,5yearly,15_24,8757.403
900,1965,estimates,5yearly,15_49,37368.994
900,1965,estimates,5yearly,15_59,56841.088
900,1965,estimates,5yearly,15_64,70195.131
900,1965,estimates,5yearly,20plus,129027.901
900,1965,estimates,5yearly,20_64,65971.372
900,1965,estimates,5yearly,20_69,80941.149
900,1965,estimates,5yearly,25plus,124494.257
900,1965,estimates,5yearly,25_69,76407.505
900,1965,estimates,5yearly,40plus,109210.123
900,1965,estimates,5yearly,50plus,95882.666
900,1965,estimates,5yearly,60plus,76410.572
900,1965,estimates,5yearly,65plus,63056.529
900,1965,estimates,5yearly,70plus,48086.752
900,1965,estimates,5yearly,80plus,18882.461
900,1965,estimates,5yearly,90plus,2589.558
900,1970,estimates,5yearly,0_4,84414.7929999999
900,1970,estimates,5yearly,5_9,6670.997
900,1970,estimates,5yearly,10_14,4371.469
900,1970,estimates,5yearly,15_19,3985.256
900,1970,estimates,5yearly,20_24,4403.523
900,1970,estimates,5yearly,25_29,4158.366
900,1970,estimates,5yearly,30_34,4279.664
900,1970,estimates,5yearly,35_39,4834.871
900,1970,estimates,5yearly,40_44,5655.865
900,1970,estimates,5yearly,45_49,6839.362
900,1970,estimates,5yearly,50_54,8229.92500000001
900,1970,estimates,5yearly,55_59,10580.368
900,1970,estimates,5yearly,60_64,13687.732
900,1970,estimates,5yearly,65_69,16029.947
900,1970,estimates,5yearly,70_74,16958.969
900,1970,estimates,5yearly,75_79,15592.61
900,1970,estimates,5yearly,80_84,11936.563
900,1970,estimates,5yearly,85_89,6788.411
900,1970,estimates,5yearly,90_94,2538.274
900,1970,estimates,5yearly,95plus,628.063
900,1970,estimates,5yearly,0_14,95457.2589999999
900,1970,estimates,5yearly,0_19,99442.515
900,1970,estimates,5yearly,0_24,103846.038
900,1970,estimates,5yearly,5_14,11042.466
900,1970,estimates,5yearly,15plus,137127.769
900,1970,estimates,5yearly,15_24,8388.779
900,1970,estimates,5yearly,15_49,34156.907
900,1970,estimates,5yearly,15_59,52967.2
900,1970,estimates,5yearly,15_64,66654.932
900,1970,estimates,5yearly,20plus,133142.513
900,1970,estimates,5yearly,20_64,62669.676
900,1970,estimates,5yearly,20_69,78699.623
900,1970,estimates,5yearly,25plus,128738.99
900,1970,estimates,5yearly,25_69,74296.1
900,1970,estimates,5yearly,40plus,115466.089
900,1970,estimates,5yearly,50plus,102970.862
900,1970,estimates,5yearly,60plus,84160.569
900,1970,estimates,5yearly,65plus,70472.837
900,1970,estimates,5yearly,70plus,54442.89
900,1970,estimates,5yearly,80plus,21891.311
900,1970,estimates,5yearly,90plus,3166.337
900,1975,estimates,5yearly,0_4,75355.054
900,1975,estimates,5yearly,5_9,6031.551
900,1975,estimates,5yearly,10_14,4186.041
900,1975,estimates,5yearly,15_19,4081.615
900,1975,estimates,5yearly,20_24,4668.998
900,1975,estimates,5yearly,25_29,4458.467
900,1975,estimates,5yearly,30_34,4163.104
900,1975,estimates,5yearly,35_39,4520.462
900,1975,estimates,5yearly,40_44,5388.738
900,1975,estimates,5yearly,45_49,6711.542
900,1975,estimates,5yearly,50_54,8438.358
900,1975,estimates,5yearly,55_59,10326.408
900,1975,estimates,5yearly,60_64,13245.36
900,1975,estimates,5yearly,65_69,16614.112
900,1975,estimates,5yearly,70_74,18505.059
900,1975,estimates,5yearly,75_79,17615.989
900,1975,estimates,5yearly,80_84,13448.206
900,1975,estimates,5yearly,85_89,7803.622
900,1975,estimates,5yearly,90_94,3100.445
900,1975,estimates,5yearly,95plus,797.128
900,1975,estimates,5yearly,0_14,85572.646
900,1975,estimates,5yearly,0_19,89654.261
900,1975,estimates,5yearly,0_24,94323.259
900,1975,estimates,5yearly,5_14,10217.592
900,1975,estimates,5yearly,15plus,143887.613
900,1975,estimates,5yearly,15_24,8750.613
900,1975,estimates,5yearly,15_49,33992.926
900,1975,estimates,5yearly,15_59,52757.692
900,1975,estimates,5yearly,15_64,66003.052
900,1975,estimates,5yearly,20plus,139805.998
900,1975,estimates,5yearly,20_64,61921.437
900,1975,estimates,5yearly,20_69,78535.549
900,1975,estimates,5yearly,25plus,135137
900,1975,estimates,5yearly,25_69,73866.551
900,1975,estimates,5yearly,40plus,121994.967
900,1975,estimates,5yearly,50plus,109894.687
900,1975,estimates,5yearly,60plus,91129.921
900,1975,estimates,5yearly,65plus,77884.561
900,1975,estimates,5yearly,70plus,61270.449
900,1975,estimates,5yearly,80plus,25149.401
900,1975,estimates,5yearly,90plus,3897.573
900,1980,estimates,5yearly,0_4,70122.762
900,1980,estimates,5yearly,5_9,5427.112
900,1980,estimates,5yearly,10_14,3875.17
900,1980,estimates,5yearly,15_19,4142.064
900,1980,estimates,5yearly,20_24,4923.069
900,1980,estimates,5yearly,25_29,4829.595
900,1980,estimates,5yearly,30_34,4555.378
900,1980,estimates,5yearly,35_39,4511.521
900,1980,estimates,5yearly,40_44,5254.124
900,1980,estimates,5yearly,45_49,6748.21
900,1980,estimates,5yearly,50_54,8768.535
900,1980,estimates,5yearly,55_59,11270.116
900,1980,estimates,5yearly,60_64,13711.889
900,1980,estimates,5yearly,65_69,16885.423
900,1980,estimates,5yearly,70_74,19987.599
900,1980,estimates,5yearly,75_79,19963.335
900,1980,estimates,5yearly,80_84,15756.649
900,1980,estimates,5yearly,85_89,9113.075
900,1980,estimates,5yearly,90_94,3769.192
900,1980,estimates,5yearly,95plus,1068.8
900,1980,estimates,5yearly,0_14,79425.044
900,1980,estimates,5yearly,0_19,83567.108
900,1980,estimates,5yearly,0_24,88490.177
900,1980,estimates,5yearly,5_14,9302.282
900,1980,estimates,5yearly,15plus,155258.574
900,1980,estimates,5yearly,15_24,9065.13300000001
900,1980,estimates,5yearly,15_49,34963.961
900,1980,estimates,5yearly,15_59,55002.612
900,1980,estimates,5yearly,15_64,68714.501
900,1980,estimates,5yearly,20plus,151116.51
900,1980,estimates,5yearly,20_64,64572.437
900,1980,estimates,5yearly,20_69,81457.86
900,1980,estimates,5yearly,25plus,146193.441
900,1980,estimates,5yearly,25_69,76534.791
900,1980,estimates,5yearly,40plus,132296.947
900,1980,estimates,5yearly,50plus,120294.613
900,1980,estimates,5yearly,60plus,100255.962
900,1980,estimates,5yearly,65plus,86544.073
900,1980,estimates,5yearly,70plus,69658.65
900,1980,estimates,5yearly,80plus,29707.716
900,1980,estimates,5yearly,90plus,4837.992
900,1985,estimates,5yearly,0_4,66957.306
900,1985,estimates,5yearly,5_9,5210.9
900,1985,estimates,5yearly,10_14,3707.082
900,1985,estimates,5yearly,15_19,4097.064
900,1985,estimates,5yearly,20_24,4978.644
900,1985,estimates,5yearly,25_29,4932.099
900,1985,estimates,5yearly,30_34,4857.76700000001
900,1985,estimates,5yearly,35_39,4983.955
900,1985,estimates,5yearly,40_44,5320.102
900,1985,estimates,5yearly,45_49,6593.155
900,1985,estimates,5yearly,50_54,8761.924
900,1985,estimates,5yearly,55_59,11667.893
900,1985,estimates,5yearly,60_64,15034.42
900,1985,estimates,5yearly,65_69,17630.419
900,1985,estimates,5yearly,70_74,20529.251
900,1985,estimates,5yearly,75_79,21916.984
900,1985,estimates,5yearly,80_84,18214.528
900,1985,estimates,5yearly,85_89,10996.31
900,1985,estimates,5yearly,90_94,4569.862
900,1985,estimates,5yearly,95plus,1386.899
900,1985,estimates,5yearly,0_14,75875.288
900,1985,estimates,5yearly,0_19,79972.352
900,1985,estimates,5yearly,0_24,84950.996
900,1985,estimates,5yearly,5_14,8917.982
900,1985,estimates,5yearly,15plus,166471.276
900,1985,estimates,5yearly,15_24,9075.708
900,1985,estimates,5yearly,15_49,35762.786
900,1985,estimates,5yearly,15_59,56192.603
900,1985,estimates,5yearly,15_64,71227.023
900,1985,estimates,5yearly,20plus,162374.212
900,1985,estimates,5yearly,20_64,67129.959
900,1985,estimates,5yearly,20_69,84760.378
900,1985,estimates,5yearly,25plus,157395.568
900,1985,estimates,5yearly,25_69,79781.734
900,1985,estimates,5yearly,40plus,142621.747
900,1985,estimates,5yearly,50plus,130708.49
900,1985,estimates,5yearly,60plus,110278.673
900,1985,estimates,5yearly,65plus,95244.253
900,1985,estimates,5yearly,70plus,77613.834
900,1985,estimates,5yearly,80plus,35167.599
900,1985,estimates,5yearly,90plus,5956.761
900,1990,estimates,5yearly,0_4,61289.319
900,1990,estimates,5yearly,5_9,5114.882
900,1990,estimates,5yearly,10_14,3634.063
900,1990,estimates,5yearly,15_19,4039.191
900,1990,estimates,5yearly,20_24,5045.281
900,1990,estimates,5yearly,25_29,5254.541
900,1990,estimates,5yearly,30_34,5352.217
900,1990,estimates,5yearly,35_39,5780.272
900,1990,estimates,5yearly,40_44,6344.774
900,1990,estimates,5yearly,45_49,7114.135
900,1990,estimates,5yearly,50_54,9103.408
900,1990,estimates,5yearly,55_59,12280.881
900,1990,estimates,5yearly,60_64,16112.251
900,1990,estimates,5yearly,65_69,19852.796
900,1990,estimates,5yearly,70_74,21881.853
900,1990,estimates,5yearly,75_79,22682.349
900,1990,estimates,5yearly,80_84,20353.69
900,1990,estimates,5yearly,85_89,13197.035
900,1990,estimates,5yearly,90_94,5787.161
900,1990,estimates,5yearly,95plus,1772.109
900,1990,estimates,5yearly,0_14,70038.264
900,1990,estimates,5yearly,0_19,74077.455
900,1990,estimates,5yearly,0_24,79122.736
900,1990,estimates,5yearly,5_14,8748.945
900,1990,estimates,5yearly,15plus,181953.944
900,1990,estimates,5yearly,15_24,9084.472
900,1990,estimates,5yearly,15_49,38930.411
900,1990,estimates,5yearly,15_59,60314.7
900,1990,estimates,5yearly,15_64,76426.951
900,1990,estimates,5yearly,20plus,177914.753
900,1990,estimates,5yearly,20_64,72387.76
900,1990,estimates,5yearly,20_69,92240.556
900,1990,estimates,5yearly,25plus,172869.472
900,1990,estimates,5yearly,25_69,87195.275
900,1990,estimates,5yearly,40plus,156482.442
900,1990,estimates,5yearly,50plus,143023.533
900,1990,estimates,5yearly,60plus,121639.244
900,1990,estimates,5yearly,65plus,105526.993
900,1990,estimates,5yearly,70plus,85674.197
900,1990,estimates,5yearly,80plus,41109.995
900,1990,estimates,5yearly,90plus,7559.27
900,1995,estimates,5yearly,0_4,53837.643
900,1995,estimates,5yearly,5_9,4706.408
900,1995,estimates,5yearly,10_14,3585.764
900,1995,estimates,5yearly,15_19,4087.098
900,1995,estimates,5yearly,20_24,5185.649
900,1995,estimates,5yearly,25_29,5647.666
900,1995,estimates,5yearly,30_34,5972.047
900,1995,estimates,5yearly,35_39,6468.348
900,1995,estimates,5yearly,40_44,7267.56000000001
900,1995,estimates,5yearly,45_49,8345.94
900,1995,estimates,5yearly,50_54,9618.27899999999
900,1995,estimates,5yearly,55_59,12398.308
900,1995,estimates,5yearly,60_64,16556.545
900,1995,estimates,5yearly,65_69,20936.092
900,1995,estimates,5yearly,70_74,24322.14
900,1995,estimates,5yearly,75_79,24282.749
900,1995,estimates,5yearly,80_84,21548.682
900,1995,estimates,5yearly,85_89,15387.775
900,1995,estimates,5yearly,90_94,7268.609
900,1995,estimates,5yearly,95plus,2337.236
900,1995,estimates,5yearly,0_14,62129.815
900,1995,estimates,5yearly,0_19,66216.913
900,1995,estimates,5yearly,0_24,71402.562
900,1995,estimates,5yearly,5_14,8292.172
900,1995,estimates,5yearly,15plus,197630.723
900,1995,estimates,5yearly,15_24,9272.747
900,1995,estimates,5yearly,15_49,42974.308
900,1995,estimates,5yearly,15_59,64990.895
900,1995,estimates,5yearly,15_64,81547.44
900,1995,estimates,5yearly,20plus,193543.625
900,1995,estimates,5yearly,20_64,77460.342
900,1995,estimates,5yearly,20_69,98396.434
900,1995,estimates,5yearly,25plus,188357.976
900,1995,estimates,5yearly,25_69,93210.785
900,1995,estimates,5yearly,40plus,170269.915
900,1995,estimates,5yearly,50plus,154656.415
900,1995,estimates,5yearly,60plus,132639.828
900,1995,estimates,5yearly,65plus,116083.283
900,1995,estimates,5yearly,70plus,95147.191
900,1995,estimates,5yearly,80plus,46542.302
900,1995,estimates,5yearly,90plus,9605.845
900,2000,estimates,5yearly,0_4,46521.618
900,2000,estimates,5yearly,5_9,4185.278
900,2000,estimates,5yearly,10_14,3408.167
900,2000,estimates,5yearly,15_19,4064.644
900,2000,estimates,5yearly,20_24,5221.38
900,2000,estimates,5yearly,25_29,5800.652
900,2000,estimates,5yearly,30_34,6393.133
900,2000,estimates,5yearly,35_39,7092.612
900,2000,estimates,5yearly,40_44,7913.662
900,2000,estimates,5yearly,45_49,9297.129
900,2000,estimates,5yearly,50_54,10937.991
900,2000,estimates,5yearly,55_59,12677.933
900,2000,estimates,5yearly,60_64,16384.173
900,2000,estimates,5yearly,65_69,21361.86
900,2000,estimates,5yearly,70_74,25629.534
900,2000,estimates,5yearly,75_79,27092.073
900,2000,estimates,5yearly,80_84,23341.486
900,2000,estimates,5yearly,85_89,16523.982
900,2000,estimates,5yearly,90_94,8722.749
900,2000,estimates,5yearly,95plus,3043.449
900,2000,estimates,5yearly,0_14,54115.063
900,2000,estimates,5yearly,0_19,58179.707
900,2000,estimates,5yearly,0_24,63401.087
900,2000,estimates,5yearly,5_14,7593.445
900,2000,estimates,5yearly,15plus,211498.442
900,2000,estimates,5yearly,15_24,9286.024
900,2000,estimates,5yearly,15_49,45783.212
900,2000,estimates,5yearly,15_59,69399.136
900,2000,estimates,5yearly,15_64,85783.309
900,2000,estimates,5yearly,20plus,207433.798
900,2000,estimates,5yearly,20_64,81718.665
900,2000,estimates,5yearly,20_69,103080.525
900,2000,estimates,5yearly,25plus,202212.418
900,2000,estimates,5yearly,25_69,97859.145
900,2000,estimates,5yearly,40plus,182926.021
900,2000,estimates,5yearly,50plus,165715.23
900,2000,estimates,5yearly,60plus,142099.306
900,2000,estimates,5yearly,65plus,125715.133
900,2000,estimates,5yearly,70plus,104353.273
900,2000,estimates,5yearly,80plus,51631.666
900,2000,estimates,5yearly,90plus,11766.198
900,2005,estimates,5yearly,0_4,39669.568
900,2005,estimates,5yearly,5_9,3651.451
900,2005,estimates,5yearly,10_14,3096.075
900,2005,estimates,5yearly,15_19,3815.207
900,2005,estimates,5yearly,20_24,5058.624
900,2005,estimates,5yearly,25_29,5582.352
900,2005,estimates,5yearly,30_34,6134.77
900,2005,estimates,5yearly,35_39,6938
900,2005,estimates,5yearly,40_44,7914.59
900,2005,estimates,5yearly,45_49,9416.324
900,2005,estimates,5yearly,50_54,11624.485
900,2005,estimates,5yearly,55_59,14149.557
900,2005,estimates,5yearly,60_64,16775.516
900,2005,estimates,5yearly,65_69,21335.683
900,2005,estimates,5yearly,70_74,26616.668
900,2005,estimates,5yearly,75_79,29011.296
900,2005,estimates,5yearly,80_84,26563.696
900,2005,estimates,5yearly,85_89,18609.181
900,2005,estimates,5yearly,90_94,9680.386
900,2005,estimates,5yearly,95plus,3870.126
900,2005,estimates,5yearly,0_14,46417.094
900,2005,estimates,5yearly,0_19,50232.301
900,2005,estimates,5yearly,0_24,55290.925
900,2005,estimates,5yearly,5_14,6747.526
900,2005,estimates,5yearly,15plus,223096.461
900,2005,estimates,5yearly,15_24,8873.831
900,2005,estimates,5yearly,15_49,44859.867
900,2005,estimates,5yearly,15_59,70633.909
900,2005,estimates,5yearly,15_64,87409.425
900,2005,estimates,5yearly,20plus,219281.254
900,2005,estimates,5yearly,20_64,83594.218
900,2005,estimates,5yearly,20_69,104929.901
900,2005,estimates,5yearly,25plus,214222.63
900,2005,estimates,5yearly,25_69,99871.277
900,2005,estimates,5yearly,40plus,195567.508
900,2005,estimates,5yearly,50plus,178236.594
900,2005,estimates,5yearly,60plus,152462.552
900,2005,estimates,5yearly,65plus,135687.036
900,2005,estimates,5yearly,70plus,114351.353
900,2005,estimates,5yearly,80plus,58723.389
900,2005,estimates,5yearly,90plus,13550.512
900,2010,estimates,5yearly,0_4,34081.416
900,2010,estimates,5yearly,5_9,3244.858
900,2010,estimates,5yearly,10_14,2838.601
900,2010,estimates,5yearly,15_19,3524.367
900,2010,estimates,5yearly,20_24,4728.374
900,2010,estimates,5yearly,25_29,5269.536
900,2010,estimates,5yearly,30_34,5666.525
900,2010,estimates,5yearly,35_39,6372.484
900,2010,estimates,5yearly,40_44,7451.369
900,2010,estimates,5yearly,45_49,9217.849
900,2010,estimates,5yearly,50_54,11715.56
900,2010,estimates,5yearly,55_59,15203.871
900,2010,estimates,5yearly,60_64,19098.834
900,2010,estimates,5yearly,65_69,22449.016
900,2010,estimates,5yearly,70_74,27171.948
900,2010,estimates,5yearly,75_79,30605.937
900,2010,estimates,5yearly,80_84,29129.905
900,2010,estimates,5yearly,85_89,22275.226
900,2010,estimates,5yearly,90_94,11759.099
900,2010,estimates,5yearly,95plus,4701.647
900,2010,estimates,5yearly,0_14,40164.875
900,2010,estimates,5yearly,0_19,43689.242
900,2010,estimates,5yearly,0_24,48417.616
900,2010,estimates,5yearly,5_14,6083.459
900,2010,estimates,5yearly,15plus,236341.547
900,2010,estimates,5yearly,15_24,8252.741
900,2010,estimates,5yearly,15_49,42230.504
900,2010,estimates,5yearly,15_59,69149.935
900,2010,estimates,5yearly,15_64,88248.769
900,2010,estimates,5yearly,20plus,232817.18
900,2010,estimates,5yearly,20_64,84724.402
900,2010,estimates,5yearly,20_69,107173.418
900,2010,estimates,5yearly,25plus,228088.806
900,2010,estimates,5yearly,25_69,102445.044
900,2010,estimates,5yearly,40plus,210780.261
900,2010,estimates,5yearly,50plus,194111.043
900,2010,estimates,5yearly,60plus,167191.612
900,2010,estimates,5yearly,65plus,148092.778
900,2010,estimates,5yearly,70plus,125643.762
900,2010,estimates,5yearly,80plus,67865.877
900,2010,estimates,5yearly,90plus,16460.746
900,2015,constant_fertility,5yearly,0_4,31986.073
900,2015,constant_mortality,5yearly,0_4,35398.703
900,2015,high_variant,5yearly,0_4,32255.471
900,2015,instant_replacement,5yearly,0_4,22955.928
900,2015,low_variant,5yearly,0_4,28357.676
900,2015,medium_variant,5yearly,0_4,30307.613
900,2015,momentum,5yearly,0_4,27299.74
900,2015,no_change,5yearly,0_4,37353.059
900,2015,zero_migration,5yearly,0_4,30365.822
900,2015,constant_fertility,5yearly,5_9,3036.525
900,2015,high_variant,5yearly,5_9,3036.525
900,2015,low_variant,5yearly,5_9,3036.527
900,2015,medium_variant,5yearly,5_9,3036.526
900,2015,constant_fertility,5yearly,10_14,2661.299
900,2015,high_variant,5yearly,10_14,2661.3
900,2015,low_variant,5yearly,10_14,2661.305
900,2015,medium_variant,5yearly,10_14,2661.301
900,2015,constant_fertility,5yearly,15_19,3320.652
900,2015,high_variant,5yearly,15_19,3320.653
900,2015,low_variant,5yearly,15_19,3320.658
900,2015,medium_variant,5yearly,15_19,3320.655
900,2015,constant_fertility,5yearly,20_24,4413.975
900,2015,high_variant,5yearly,20_24,4413.976
900,2015,low_variant,5yearly,20_24,4413.979
900,2015,medium_variant,5yearly,20_24,4413.978
900,2015,constant_fertility,5yearly,25_29,4993.394
900,2015,high_variant,5yearly,25_29,4993.395
900,2015,low_variant,5yearly,25_29,4993.402
900,2015,medium_variant,5yearly,25_29,4993.401
900,2015,constant_fertility,5yearly,30_34,5546.338
900,2015,high_variant,5yearly,30_34,5546.336
900,2015,low_variant,5yearly,30_34,5546.345
900,2015,medium_variant,5yearly,30_34,5546.341
900,2015,constant_fertility,5yearly,35_39,6225.387
900,2015,high_variant,5yearly,35_39,6225.387
900,2015,low_variant,5yearly,35_39,6225.393
900,2015,medium_variant,5yearly,35_39,6225.39
900,2015,constant_fertility,5yearly,40_44,7310.713
900,2015,high_variant,5yearly,40_44,7310.716
900,2015,low_variant,5yearly,40_44,7310.725
900,2015,medium_variant,5yearly,40_44,7310.723
900,2015,constant_fertility,5yearly,45_49,9269.878
900,2015,high_variant,5yearly,45_49,9269.879
900,2015,low_variant,5yearly,45_49,9269.889
900,2015,medium_variant,5yearly,45_49,9269.882
900,2015,constant_fertility,5yearly,50_54,12159.35
900,2015,high_variant,5yearly,50_54,12159.349
900,2015,low_variant,5yearly,50_54,12159.36
900,2015,medium_variant,5yearly,50_54,12159.352
900,2015,constant_fertility,5yearly,55_59,16005.912
900,2015,high_variant,5yearly,55_59,16005.905
900,2015,low_variant,5yearly,55_59,16005.93
900,2015,medium_variant,5yearly,55_59,16005.919
900,2015,constant_fertility,5yearly,60_64,21183.311
900,2015,high_variant,5yearly,60_64,21183.308
900,2015,low_variant,5yearly,60_64,21183.331
900,2015,medium_variant,5yearly,60_64,21183.315
900,2015,constant_fertility,5yearly,65_69,26152.793
900,2015,high_variant,5yearly,65_69,26152.79
900,2015,low_variant,5yearly,65_69,26152.815
900,2015,medium_variant,5yearly,65_69,26152.806
900,2015,constant_fertility,5yearly,70_74,29163.69
900,2015,high_variant,5yearly,70_74,29163.694
900,2015,low_variant,5yearly,70_74,29163.707
900,2015,medium_variant,5yearly,70_74,29163.692
900,2015,constant_fertility,5yearly,75_79,32056.109
900,2015,high_variant,5yearly,75_79,32056.106
900,2015,low_variant,5yearly,75_79,32056.121
