variant,region,year,infantmortalityper1000livebirth
estimates,926,1950,47.525
estimates,926,1951,46.512
estimates,926,1952,44.515
estimates,926,1953,42.575
estimates,926,1954,40.691
estimates,926,1955,38.865
estimates,926,1956,37.095
estimates,926,1957,35.381
estimates,926,1958,33.723
estimates,926,1959,32.119
estimates,926,1960,30.569
estimates,926,1961,29.074
estimates,926,1962,27.634
estimates,926,1963,26.257
estimates,926,1964,24.949
estimates,926,1965,23.734
estimates,926,1966,22.64
estimates,926,1967,21.674
estimates,926,1968,20.829
estimates,926,1969,20.086
estimates,926,1970,19.404
estimates,926,1971,18.736
estimates,926,1972,18.039
estimates,926,1973,17.287
estimates,926,1974,16.472
estimates,926,1975,15.603
estimates,926,1976,14.706
estimates,926,1977,13.824
estimates,926,1978,12.993
estimates,926,1979,12.23
estimates,926,1980,11.544
estimates,926,1981,10.937
estimates,926,1982,10.394
estimates,926,1983,9.9
estimates,926,1984,9.448
estimates,926,1985,9.031
estimates,926,1986,8.644
estimates,926,1987,8.28
estimates,926,1988,7.933
estimates,926,1989,7.595
estimates,926,1990,7.259
estimates,926,1991,6.917
estimates,926,1992,6.571
estimates,926,1993,6.224
estimates,926,1994,5.882
estimates,926,1995,5.555
estimates,926,1996,5.258
estimates,926,1997,5
estimates,926,1998,4.787
estimates,926,1999,4.619
estimates,926,2000,4.488
estimates,926,2001,4.385
estimates,926,2002,4.294
estimates,926,2003,4.205
estimates,926,2004,4.11
estimates,926,2005,4.012
estimates,926,2006,3.914
estimates,926,2007,3.824
estimates,926,2008,3.744
estimates,926,2009,3.671
estimates,926,2010,3.597
estimates,926,2011,3.511
estimates,926,2012,3.405
estimates,926,2013,3.276
estimates,926,2014,3.127
estimates,926,2015,2.964
medium_variant,926,2015,2.964
medium_variant,926,2016,2.799
medium_variant,926,2017,2.645
medium_variant,926,2018,2.51
medium_variant,926,2019,2.399
medium_variant,926,2020,2.311
medium_variant,926,2021,2.244
medium_variant,926,2022,2.188
medium_variant,926,2023,2.137
medium_variant,926,2024,2.087
medium_variant,926,2025,2.037
medium_variant,926,2026,1.987
medium_variant,926,2027,1.938
medium_variant,926,2028,1.892
medium_variant,926,2029,1.849
medium_variant,926,2030,1.807
medium_variant,926,2031,1.768
medium_variant,926,2032,1.73
medium_variant,926,2033,1.694
medium_variant,926,2034,1.658
medium_variant,926,2035,1.624
medium_variant,926,2036,1.591
medium_variant,926,2037,1.559
medium_variant,926,2038,1.528
medium_variant,926,2039,1.498
medium_variant,926,2040,1.469
medium_variant,926,2041,1.441
medium_variant,926,2042,1.413
medium_variant,926,2043,1.387
medium_variant,926,2044,1.36
medium_variant,926,2045,1.335
medium_variant,926,2046,1.31
medium_variant,926,2047,1.285
medium_variant,926,2048,1.262
medium_variant,926,2049,1.239
medium_variant,926,2050,1.216
medium_variant,926,2051,1.194
medium_variant,926,2052,1.173
medium_variant,926,2053,1.153
medium_variant,926,2054,1.133
medium_variant,926,2055,1.114
medium_variant,926,2056,1.095
medium_variant,926,2057,1.077
medium_variant,926,2058,1.059
medium_variant,926,2059,1.042
medium_variant,926,2060,1.024
medium_variant,926,2061,1.008
medium_variant,926,2062,0.991
medium_variant,926,2063,0.975
medium_variant,926,2064,0.959
medium_variant,926,2065,0.943
medium_variant,926,2066,0.928
medium_variant,926,2067,0.913
medium_variant,926,2068,0.898
medium_variant,926,2069,0.884
medium_variant,926,2070,0.87
medium_variant,926,2071,0.856
medium_variant,926,2072,0.842
medium_variant,926,2073,0.829
medium_variant,926,2074,0.816
medium_variant,926,2075,0.802
medium_variant,926,2076,0.789
medium_variant,926,2077,0.776
medium_variant,926,2078,0.762
medium_variant,926,2079,0.749
medium_variant,926,2080,0.736
medium_variant,926,2081,0.723
medium_variant,926,2082,0.711
medium_variant,926,2083,0.699
medium_variant,926,2084,0.687
medium_variant,926,2085,0.676
medium_variant,926,2086,0.666
medium_variant,926,2087,0.655
medium_variant,926,2088,0.645
medium_variant,926,2089,0.634
medium_variant,926,2090,0.624
medium_variant,926,2091,0.613
medium_variant,926,2092,0.603
medium_variant,926,2093,0.593
medium_variant,926,2094,0.583
medium_variant,926,2095,0.573
medium_variant,926,2096,0.563
medium_variant,926,2097,0.553
medium_variant,926,2098,0.544
medium_variant,926,2099,0.535
