variant,region,year,infantmortalityper1000livebirth
estimates,915,1950,129.843
estimates,915,1951,128.76
estimates,915,1952,126.5
estimates,915,1953,124.05
estimates,915,1954,121.41
estimates,915,1955,118.584
estimates,915,1956,115.582
estimates,915,1957,112.423
estimates,915,1958,109.139
estimates,915,1959,105.786
estimates,915,1960,102.43
estimates,915,1961,99.145
estimates,915,1962,96.006
estimates,915,1963,93.07
estimates,915,1964,90.366
estimates,915,1965,87.878
estimates,915,1966,85.555
estimates,915,1967,83.33
estimates,915,1968,81.168
estimates,915,1969,79.076
estimates,915,1970,77.105
estimates,915,1971,75.33
estimates,915,1972,73.811
estimates,915,1973,72.572
estimates,915,1974,71.598
estimates,915,1975,70.873
estimates,915,1976,70.365
estimates,915,1977,69.983
estimates,915,1978,69.623
estimates,915,1979,69.193
estimates,915,1980,68.563
estimates,915,1981,67.614
estimates,915,1982,66.313
estimates,915,1983,64.663
estimates,915,1984,62.689
estimates,915,1985,60.462
estimates,915,1986,58.087
estimates,915,1987,55.701
estimates,915,1988,53.421
estimates,915,1989,51.311
estimates,915,1990,49.416
estimates,915,1991,47.738
estimates,915,1992,46.22
estimates,915,1993,44.807
estimates,915,1994,43.477
estimates,915,1995,42.195
estimates,915,1996,40.924
estimates,915,1997,39.645
estimates,915,1998,38.359
estimates,915,1999,37.073
estimates,915,2000,35.824
estimates,915,2001,34.667
estimates,915,2002,33.644
estimates,915,2003,32.776
estimates,915,2004,32.059
estimates,915,2005,31.463
estimates,915,2006,30.942
estimates,915,2007,30.439
estimates,915,2008,29.908
estimates,915,2009,29.33
estimates,915,2010,28.7
estimates,915,2011,28.033
estimates,915,2012,27.362
estimates,915,2013,26.711
estimates,915,2014,26.091
estimates,915,2015,25.504
medium_variant,915,2015,25.504
medium_variant,915,2016,24.948
medium_variant,915,2017,24.417
medium_variant,915,2018,23.902
medium_variant,915,2019,23.401
medium_variant,915,2020,22.914
medium_variant,915,2021,22.44
medium_variant,915,2022,21.98
medium_variant,915,2023,21.534
medium_variant,915,2024,21.099
medium_variant,915,2025,20.675
medium_variant,915,2026,20.26
medium_variant,915,2027,19.852
medium_variant,915,2028,19.452
medium_variant,915,2029,19.057
medium_variant,915,2030,18.668
medium_variant,915,2031,18.283
medium_variant,915,2032,17.905
medium_variant,915,2033,17.534
medium_variant,915,2034,17.171
medium_variant,915,2035,16.815
medium_variant,915,2036,16.469
medium_variant,915,2037,16.132
medium_variant,915,2038,15.805
medium_variant,915,2039,15.488
medium_variant,915,2040,15.182
medium_variant,915,2041,14.885
medium_variant,915,2042,14.599
medium_variant,915,2043,14.321
medium_variant,915,2044,14.051
medium_variant,915,2045,13.787
medium_variant,915,2046,13.528
medium_variant,915,2047,13.274
medium_variant,915,2048,13.023
medium_variant,915,2049,12.776
medium_variant,915,2050,12.533
medium_variant,915,2051,12.296
medium_variant,915,2052,12.066
medium_variant,915,2053,11.844
medium_variant,915,2054,11.63
medium_variant,915,2055,11.423
medium_variant,915,2056,11.222
medium_variant,915,2057,11.026
medium_variant,915,2058,10.834
medium_variant,915,2059,10.645
medium_variant,915,2060,10.459
medium_variant,915,2061,10.276
medium_variant,915,2062,10.097
medium_variant,915,2063,9.922
medium_variant,915,2064,9.75
medium_variant,915,2065,9.583
medium_variant,915,2066,9.418
medium_variant,915,2067,9.255
medium_variant,915,2068,9.094
medium_variant,915,2069,8.936
medium_variant,915,2070,8.781
medium_variant,915,2071,8.63
medium_variant,915,2072,8.486
medium_variant,915,2073,8.348
medium_variant,915,2074,8.216
medium_variant,915,2075,8.089
medium_variant,915,2076,7.968
medium_variant,915,2077,7.85
medium_variant,915,2078,7.734
medium_variant,915,2079,7.62
medium_variant,915,2080,7.507
medium_variant,915,2081,7.397
medium_variant,915,2082,7.288
medium_variant,915,2083,7.182
medium_variant,915,2084,7.079
medium_variant,915,2085,6.977
medium_variant,915,2086,6.878
medium_variant,915,2087,6.78
medium_variant,915,2088,6.683
medium_variant,915,2089,6.588
medium_variant,915,2090,6.493
medium_variant,915,2091,6.4
medium_variant,915,2092,6.309
medium_variant,915,2093,6.219
medium_variant,915,2094,6.131
medium_variant,915,2095,6.044
medium_variant,915,2096,5.96
medium_variant,915,2097,5.877
medium_variant,915,2098,5.797
medium_variant,915,2099,5.718
