variant,region,year,infantmortalityper1000livebirth
estimates,1501,1950,193.131
estimates,1501,1951,190.588
estimates,1501,1952,185.628
estimates,1501,1953,180.921
estimates,1501,1954,176.466
estimates,1501,1955,172.262
estimates,1501,1956,168.305
estimates,1501,1957,164.587
estimates,1501,1958,161.095
estimates,1501,1959,157.805
estimates,1501,1960,154.691
estimates,1501,1961,151.722
estimates,1501,1962,148.869
estimates,1501,1963,146.109
estimates,1501,1964,143.434
estimates,1501,1965,140.875
estimates,1501,1966,138.487
estimates,1501,1967,136.299
estimates,1501,1968,134.299
estimates,1501,1969,132.442
estimates,1501,1970,130.638
estimates,1501,1971,128.778
estimates,1501,1972,126.773
estimates,1501,1973,124.564
estimates,1501,1974,122.13
estimates,1501,1975,119.483
estimates,1501,1976,116.67
estimates,1501,1977,113.786
estimates,1501,1978,110.914
estimates,1501,1979,108.102
estimates,1501,1980,105.38
estimates,1501,1981,102.761
estimates,1501,1982,100.23
estimates,1501,1983,97.778
estimates,1501,1984,95.415
estimates,1501,1985,93.155
estimates,1501,1986,91.011
estimates,1501,1987,88.981
estimates,1501,1988,87.052
estimates,1501,1989,85.21
estimates,1501,1990,83.439
estimates,1501,1991,81.721
estimates,1501,1992,80.031
estimates,1501,1993,78.345
estimates,1501,1994,76.641
estimates,1501,1995,74.897
estimates,1501,1996,73.095
estimates,1501,1997,71.238
estimates,1501,1998,69.334
estimates,1501,1999,67.39
estimates,1501,2000,65.418
estimates,1501,2001,63.434
estimates,1501,2002,61.459
estimates,1501,2003,59.514
estimates,1501,2004,57.614
estimates,1501,2005,55.766
estimates,1501,2006,53.974
estimates,1501,2007,52.23
estimates,1501,2008,50.535
estimates,1501,2009,48.895
estimates,1501,2010,47.317
estimates,1501,2011,45.811
estimates,1501,2012,44.38
estimates,1501,2013,43.025
estimates,1501,2014,41.747
estimates,1501,2015,40.544
medium_variant,1501,2015,40.544
medium_variant,1501,2016,39.413
medium_variant,1501,2017,38.345
medium_variant,1501,2018,37.331
medium_variant,1501,2019,36.364
medium_variant,1501,2020,35.436
medium_variant,1501,2021,34.544
medium_variant,1501,2022,33.685
medium_variant,1501,2023,32.857
medium_variant,1501,2024,32.054
medium_variant,1501,2025,31.276
medium_variant,1501,2026,30.52
medium_variant,1501,2027,29.789
medium_variant,1501,2028,29.082
medium_variant,1501,2029,28.397
medium_variant,1501,2030,27.733
medium_variant,1501,2031,27.089
medium_variant,1501,2032,26.462
medium_variant,1501,2033,25.854
medium_variant,1501,2034,25.262
medium_variant,1501,2035,24.687
medium_variant,1501,2036,24.131
medium_variant,1501,2037,23.595
medium_variant,1501,2038,23.079
medium_variant,1501,2039,22.582
medium_variant,1501,2040,22.104
medium_variant,1501,2041,21.642
medium_variant,1501,2042,21.196
medium_variant,1501,2043,20.762
medium_variant,1501,2044,20.338
medium_variant,1501,2045,19.922
medium_variant,1501,2046,19.512
medium_variant,1501,2047,19.106
medium_variant,1501,2048,18.705
medium_variant,1501,2049,18.309
medium_variant,1501,2050,17.919
medium_variant,1501,2051,17.538
medium_variant,1501,2052,17.169
medium_variant,1501,2053,16.812
medium_variant,1501,2054,16.468
medium_variant,1501,2055,16.138
medium_variant,1501,2056,15.82
medium_variant,1501,2057,15.513
medium_variant,1501,2058,15.215
medium_variant,1501,2059,14.926
medium_variant,1501,2060,14.643
medium_variant,1501,2061,14.367
medium_variant,1501,2062,14.097
medium_variant,1501,2063,13.833
medium_variant,1501,2064,13.576
medium_variant,1501,2065,13.327
medium_variant,1501,2066,13.085
medium_variant,1501,2067,12.852
medium_variant,1501,2068,12.629
medium_variant,1501,2069,12.414
medium_variant,1501,2070,12.207
medium_variant,1501,2071,12.006
medium_variant,1501,2072,11.811
medium_variant,1501,2073,11.619
medium_variant,1501,2074,11.43
medium_variant,1501,2075,11.245
medium_variant,1501,2076,11.065
medium_variant,1501,2077,10.89
medium_variant,1501,2078,10.721
medium_variant,1501,2079,10.558
medium_variant,1501,2080,10.402
medium_variant,1501,2081,10.251
medium_variant,1501,2082,10.106
medium_variant,1501,2083,9.965
medium_variant,1501,2084,9.829
medium_variant,1501,2085,9.696
medium_variant,1501,2086,9.566
medium_variant,1501,2087,9.439
medium_variant,1501,2088,9.314
medium_variant,1501,2089,9.192
medium_variant,1501,2090,9.073
medium_variant,1501,2091,8.955
medium_variant,1501,2092,8.84
medium_variant,1501,2093,8.728
medium_variant,1501,2094,8.618
medium_variant,1501,2095,8.51
medium_variant,1501,2096,8.406
medium_variant,1501,2097,8.304
medium_variant,1501,2098,8.205
medium_variant,1501,2099,8.108
