variant,region,year,infantmortalityper1000livebirth
estimates,1502,1950,136.24
estimates,1502,1951,134.63
estimates,1502,1952,131.682
estimates,1502,1953,129.276
estimates,1502,1954,127.413
estimates,1502,1955,126.076
estimates,1502,1956,125.207
estimates,1502,1957,124.728
estimates,1502,1958,124.485
estimates,1502,1959,124.215
estimates,1502,1960,123.614
estimates,1502,1961,122.377
estimates,1502,1962,120.222
estimates,1502,1963,117
estimates,1502,1964,112.746
estimates,1502,1965,107.667
estimates,1502,1966,102.109
estimates,1502,1967,96.525
estimates,1502,1968,91.29
estimates,1502,1969,86.589
estimates,1502,1970,82.509
estimates,1502,1971,79.007
estimates,1502,1972,75.87
estimates,1502,1973,72.92
estimates,1502,1974,70.107
estimates,1502,1975,67.389
estimates,1502,1976,64.741
estimates,1502,1977,62.179
estimates,1502,1978,59.716
estimates,1502,1979,57.353
estimates,1502,1980,55.103
estimates,1502,1981,52.987
estimates,1502,1982,51.026
estimates,1502,1983,49.232
estimates,1502,1984,47.607
estimates,1502,1985,46.156
estimates,1502,1986,44.884
estimates,1502,1987,43.768
estimates,1502,1988,42.774
estimates,1502,1989,41.864
estimates,1502,1990,40.995
estimates,1502,1991,40.123
estimates,1502,1992,39.218
estimates,1502,1993,38.252
estimates,1502,1994,37.203
estimates,1502,1995,36.056
estimates,1502,1996,34.812
estimates,1502,1997,33.496
estimates,1502,1998,32.134
estimates,1502,1999,30.741
estimates,1502,2000,29.329
estimates,1502,2001,27.905
estimates,1502,2002,26.481
estimates,1502,2003,25.073
estimates,1502,2004,23.7
estimates,1502,2005,22.38
estimates,1502,2006,21.126
estimates,1502,2007,19.945
estimates,1502,2008,18.845
estimates,1502,2009,17.835
estimates,1502,2010,16.926
estimates,1502,2011,16.126
estimates,1502,2012,15.429
estimates,1502,2013,14.824
estimates,1502,2014,14.301
estimates,1502,2015,13.848
medium_variant,1502,2015,13.848
medium_variant,1502,2016,13.452
medium_variant,1502,2017,13.098
medium_variant,1502,2018,12.771
medium_variant,1502,2019,12.458
medium_variant,1502,2020,12.153
medium_variant,1502,2021,11.85
medium_variant,1502,2022,11.555
medium_variant,1502,2023,11.27
medium_variant,1502,2024,10.993
medium_variant,1502,2025,10.723
medium_variant,1502,2026,10.461
medium_variant,1502,2027,10.209
medium_variant,1502,2028,9.966
medium_variant,1502,2029,9.733
medium_variant,1502,2030,9.509
medium_variant,1502,2031,9.293
medium_variant,1502,2032,9.084
medium_variant,1502,2033,8.881
medium_variant,1502,2034,8.682
medium_variant,1502,2035,8.489
medium_variant,1502,2036,8.299
medium_variant,1502,2037,8.113
medium_variant,1502,2038,7.932
medium_variant,1502,2039,7.755
medium_variant,1502,2040,7.583
medium_variant,1502,2041,7.418
medium_variant,1502,2042,7.259
medium_variant,1502,2043,7.106
medium_variant,1502,2044,6.961
medium_variant,1502,2045,6.823
medium_variant,1502,2046,6.692
medium_variant,1502,2047,6.567
medium_variant,1502,2048,6.447
medium_variant,1502,2049,6.332
medium_variant,1502,2050,6.221
medium_variant,1502,2051,6.115
medium_variant,1502,2052,6.011
medium_variant,1502,2053,5.91
medium_variant,1502,2054,5.812
medium_variant,1502,2055,5.715
medium_variant,1502,2056,5.62
medium_variant,1502,2057,5.527
medium_variant,1502,2058,5.436
medium_variant,1502,2059,5.346
medium_variant,1502,2060,5.257
medium_variant,1502,2061,5.169
medium_variant,1502,2062,5.082
medium_variant,1502,2063,4.997
medium_variant,1502,2064,4.913
medium_variant,1502,2065,4.831
medium_variant,1502,2066,4.752
medium_variant,1502,2067,4.676
medium_variant,1502,2068,4.602
medium_variant,1502,2069,4.531
medium_variant,1502,2070,4.464
medium_variant,1502,2071,4.398
medium_variant,1502,2072,4.335
medium_variant,1502,2073,4.273
medium_variant,1502,2074,4.212
medium_variant,1502,2075,4.153
medium_variant,1502,2076,4.094
medium_variant,1502,2077,4.036
medium_variant,1502,2078,3.98
medium_variant,1502,2079,3.925
medium_variant,1502,2080,3.872
medium_variant,1502,2081,3.82
medium_variant,1502,2082,3.769
medium_variant,1502,2083,3.72
medium_variant,1502,2084,3.672
medium_variant,1502,2085,3.625
medium_variant,1502,2086,3.58
medium_variant,1502,2087,3.535
medium_variant,1502,2088,3.491
medium_variant,1502,2089,3.447
medium_variant,1502,2090,3.404
medium_variant,1502,2091,3.362
medium_variant,1502,2092,3.321
medium_variant,1502,2093,3.281
medium_variant,1502,2094,3.242
medium_variant,1502,2095,3.205
medium_variant,1502,2096,3.168
medium_variant,1502,2097,3.133
medium_variant,1502,2098,3.099
medium_variant,1502,2099,3.066
