variant,region,year,infantmortalityper1000livebirth
estimates,928,1950,142.876
estimates,928,1951,141.32
estimates,928,1952,138.285
estimates,928,1953,135.402
estimates,928,1954,132.671
estimates,928,1955,130.09
estimates,928,1956,127.649
estimates,928,1957,125.335
estimates,928,1958,123.123
estimates,928,1959,120.969
estimates,928,1960,118.822
estimates,928,1961,116.63
estimates,928,1962,114.341
estimates,928,1963,111.925
estimates,928,1964,109.377
estimates,928,1965,106.718
estimates,928,1966,103.994
estimates,928,1967,101.272
estimates,928,1968,98.608
estimates,928,1969,96.031
estimates,928,1970,93.57
estimates,928,1971,91.239
estimates,928,1972,89.013
estimates,928,1973,86.859
estimates,928,1974,84.751
estimates,928,1975,82.613
estimates,928,1976,80.355
estimates,928,1977,77.946
estimates,928,1978,75.407
estimates,928,1979,72.796
estimates,928,1980,70.253
estimates,928,1981,67.959
estimates,928,1982,66.043
estimates,928,1983,64.575
estimates,928,1984,63.55
estimates,928,1985,62.882
estimates,928,1986,62.424
estimates,928,1987,61.995
estimates,928,1988,61.454
estimates,928,1989,60.75
estimates,928,1990,59.883
estimates,928,1991,58.91
estimates,928,1992,57.942
estimates,928,1993,57.061
estimates,928,1994,56.283
estimates,928,1995,55.61
estimates,928,1996,55.018
estimates,928,1997,54.46
estimates,928,1998,53.896
estimates,928,1999,53.31
estimates,928,2000,52.686
estimates,928,2001,52.02
estimates,928,2002,51.322
estimates,928,2003,50.603
estimates,928,2004,49.871
estimates,928,2005,49.138
estimates,928,2006,48.42
estimates,928,2007,47.728
estimates,928,2008,47.065
estimates,928,2009,46.428
estimates,928,2010,45.807
estimates,928,2011,45.184
estimates,928,2012,44.541
estimates,928,2013,43.867
estimates,928,2014,43.162
estimates,928,2015,42.43
medium_variant,928,2015,42.43
medium_variant,928,2016,41.682
medium_variant,928,2017,40.934
medium_variant,928,2018,40.201
medium_variant,928,2019,39.491
medium_variant,928,2020,38.807
medium_variant,928,2021,38.151
medium_variant,928,2022,37.516
medium_variant,928,2023,36.898
medium_variant,928,2024,36.293
medium_variant,928,2025,35.696
medium_variant,928,2026,35.102
medium_variant,928,2027,34.507
medium_variant,928,2028,33.91
medium_variant,928,2029,33.313
medium_variant,928,2030,32.717
medium_variant,928,2031,32.13
medium_variant,928,2032,31.556
medium_variant,928,2033,30.999
medium_variant,928,2034,30.461
medium_variant,928,2035,29.941
medium_variant,928,2036,29.435
medium_variant,928,2037,28.938
medium_variant,928,2038,28.449
medium_variant,928,2039,27.965
medium_variant,928,2040,27.486
medium_variant,928,2041,27.016
medium_variant,928,2042,26.555
medium_variant,928,2043,26.106
medium_variant,928,2044,25.67
medium_variant,928,2045,25.245
medium_variant,928,2046,24.833
medium_variant,928,2047,24.43
medium_variant,928,2048,24.037
medium_variant,928,2049,23.652
medium_variant,928,2050,23.275
medium_variant,928,2051,22.906
medium_variant,928,2052,22.546
medium_variant,928,2053,22.192
medium_variant,928,2054,21.845
medium_variant,928,2055,21.501
medium_variant,928,2056,21.16
medium_variant,928,2057,20.818
medium_variant,928,2058,20.477
medium_variant,928,2059,20.136
medium_variant,928,2060,19.795
medium_variant,928,2061,19.458
medium_variant,928,2062,19.125
medium_variant,928,2063,18.799
medium_variant,928,2064,18.48
medium_variant,928,2065,18.17
medium_variant,928,2066,17.867
medium_variant,928,2067,17.57
medium_variant,928,2068,17.28
medium_variant,928,2069,16.993
medium_variant,928,2070,16.71
medium_variant,928,2071,16.427
medium_variant,928,2072,16.145
medium_variant,928,2073,15.863
medium_variant,928,2074,15.585
medium_variant,928,2075,15.311
medium_variant,928,2076,15.046
medium_variant,928,2077,14.794
medium_variant,928,2078,14.554
medium_variant,928,2079,14.328
medium_variant,928,2080,14.115
medium_variant,928,2081,13.911
medium_variant,928,2082,13.714
medium_variant,928,2083,13.519
medium_variant,928,2084,13.326
medium_variant,928,2085,13.133
medium_variant,928,2086,12.939
medium_variant,928,2087,12.746
medium_variant,928,2088,12.554
medium_variant,928,2089,12.364
medium_variant,928,2090,12.174
medium_variant,928,2091,11.986
medium_variant,928,2092,11.799
medium_variant,928,2093,11.613
medium_variant,928,2094,11.429
medium_variant,928,2095,11.246
medium_variant,928,2096,11.064
medium_variant,928,2097,10.883
medium_variant,928,2098,10.704
medium_variant,928,2099,10.525
