variant,region,year,infantmortalityper1000livebirth
estimates,911,1950,185.779
estimates,911,1951,184.67
estimates,911,1952,182.471
estimates,911,1953,180.314
estimates,911,1954,178.196
estimates,911,1955,176.119
estimates,911,1956,174.08
estimates,911,1957,172.076
estimates,911,1958,170.101
estimates,911,1959,168.145
estimates,911,1960,166.197
estimates,911,1961,164.243
estimates,911,1962,162.266
estimates,911,1963,160.254
estimates,911,1964,158.194
estimates,911,1965,156.065
estimates,911,1966,153.848
estimates,911,1967,151.549
estimates,911,1968,149.192
estimates,911,1969,146.805
estimates,911,1970,144.435
estimates,911,1971,142.136
estimates,911,1972,139.947
estimates,911,1973,137.897
estimates,911,1974,135.998
estimates,911,1975,134.235
estimates,911,1976,132.577
estimates,911,1977,130.978
estimates,911,1978,129.409
estimates,911,1979,127.866
estimates,911,1980,126.363
estimates,911,1981,124.926
estimates,911,1982,123.586
estimates,911,1983,122.364
estimates,911,1984,121.261
estimates,911,1985,120.265
estimates,911,1986,119.354
estimates,911,1987,118.501
estimates,911,1988,117.691
estimates,911,1989,116.923
estimates,911,1990,116.253
estimates,911,1991,115.763
estimates,911,1992,115.471
estimates,911,1993,115.339
estimates,911,1994,115.278
estimates,911,1995,115.127
estimates,911,1996,114.699
estimates,911,1997,113.847
estimates,911,1998,112.479
estimates,911,1999,110.567
estimates,911,2000,108.131
estimates,911,2001,105.248
estimates,911,2002,102.088
estimates,911,2003,98.813
estimates,911,2004,95.524
estimates,911,2005,92.297
estimates,911,2006,89.174
estimates,911,2007,86.15
estimates,911,2008,83.23
estimates,911,2009,80.452
estimates,911,2010,77.852
estimates,911,2011,75.454
estimates,911,2012,73.248
estimates,911,2013,71.217
estimates,911,2014,69.35
estimates,911,2015,67.627
medium_variant,911,2015,67.627
medium_variant,911,2016,66.024
medium_variant,911,2017,64.509
medium_variant,911,2018,63.054
medium_variant,911,2019,61.636
medium_variant,911,2020,60.242
medium_variant,911,2021,58.868
medium_variant,911,2022,57.524
medium_variant,911,2023,56.214
medium_variant,911,2024,54.936
medium_variant,911,2025,53.686
medium_variant,911,2026,52.462
medium_variant,911,2027,51.264
medium_variant,911,2028,50.092
medium_variant,911,2029,48.946
medium_variant,911,2030,47.827
medium_variant,911,2031,46.737
medium_variant,911,2032,45.678
medium_variant,911,2033,44.651
medium_variant,911,2034,43.657
medium_variant,911,2035,42.695
medium_variant,911,2036,41.765
medium_variant,911,2037,40.866
medium_variant,911,2038,39.995
medium_variant,911,2039,39.151
medium_variant,911,2040,38.331
medium_variant,911,2041,37.536
medium_variant,911,2042,36.763
medium_variant,911,2043,36.011
medium_variant,911,2044,35.28
medium_variant,911,2045,34.568
medium_variant,911,2046,33.873
medium_variant,911,2047,33.198
medium_variant,911,2048,32.541
medium_variant,911,2049,31.902
medium_variant,911,2050,31.281
medium_variant,911,2051,30.678
medium_variant,911,2052,30.094
medium_variant,911,2053,29.528
medium_variant,911,2054,28.981
medium_variant,911,2055,28.452
medium_variant,911,2056,27.942
medium_variant,911,2057,27.449
medium_variant,911,2058,26.973
medium_variant,911,2059,26.514
medium_variant,911,2060,26.068
medium_variant,911,2061,25.636
medium_variant,911,2062,25.215
medium_variant,911,2063,24.805
medium_variant,911,2064,24.405
medium_variant,911,2065,24.013
medium_variant,911,2066,23.63
medium_variant,911,2067,23.254
medium_variant,911,2068,22.887
medium_variant,911,2069,22.528
medium_variant,911,2070,22.177
medium_variant,911,2071,21.834
medium_variant,911,2072,21.499
medium_variant,911,2073,21.172
medium_variant,911,2074,20.852
medium_variant,911,2075,20.541
medium_variant,911,2076,20.236
medium_variant,911,2077,19.94
medium_variant,911,2078,19.65
medium_variant,911,2079,19.367
medium_variant,911,2080,19.09
medium_variant,911,2081,18.817
medium_variant,911,2082,18.55
medium_variant,911,2083,18.287
medium_variant,911,2084,18.027
medium_variant,911,2085,17.772
medium_variant,911,2086,17.521
medium_variant,911,2087,17.274
medium_variant,911,2088,17.033
medium_variant,911,2089,16.796
medium_variant,911,2090,16.563
medium_variant,911,2091,16.334
medium_variant,911,2092,16.109
medium_variant,911,2093,15.887
medium_variant,911,2094,15.668
medium_variant,911,2095,15.452
medium_variant,911,2096,15.239
medium_variant,911,2097,15.028
medium_variant,911,2098,14.82
medium_variant,911,2099,14.615
