variant,region,year,infantmortalityper1000livebirth
estimates,923,1950,106.004
estimates,923,1951,101.595
estimates,923,1952,93.078
estimates,923,1953,85.167
estimates,923,1954,77.861
estimates,923,1955,71.161
estimates,923,1956,65.069
estimates,923,1957,59.579
estimates,923,1958,54.685
estimates,923,1959,50.38
estimates,923,1960,46.648
estimates,923,1961,43.465
estimates,923,1962,40.787
estimates,923,1963,38.555
estimates,923,1964,36.691
estimates,923,1965,35.11
estimates,923,1966,33.733
estimates,923,1967,32.511
estimates,923,1968,31.403
estimates,923,1969,30.373
estimates,923,1970,29.433
estimates,923,1971,28.627
estimates,923,1972,28.004
estimates,923,1973,27.579
estimates,923,1974,27.317
estimates,923,1975,27.155
estimates,923,1976,27.012
estimates,923,1977,26.816
estimates,923,1978,26.516
estimates,923,1979,26.089
estimates,923,1980,25.542
estimates,923,1981,24.912
estimates,923,1982,24.261
estimates,923,1983,23.642
estimates,923,1984,23.071
estimates,923,1985,22.554
estimates,923,1986,22.084
estimates,923,1987,21.635
estimates,923,1988,21.19
estimates,923,1989,20.744
estimates,923,1990,20.303
estimates,923,1991,19.878
estimates,923,1992,19.474
estimates,923,1993,19.09
estimates,923,1994,18.715
estimates,923,1995,18.331
estimates,923,1996,17.917
estimates,923,1997,17.453
estimates,923,1998,16.928
estimates,923,1999,16.336
estimates,923,2000,15.673
estimates,923,2001,14.939
estimates,923,2002,14.154
estimates,923,2003,13.34
estimates,923,2004,12.518
estimates,923,2005,11.713
estimates,923,2006,10.945
estimates,923,2007,10.23
estimates,923,2008,9.578
estimates,923,2009,9
estimates,923,2010,8.501
estimates,923,2011,8.078
estimates,923,2012,7.717
estimates,923,2013,7.403
estimates,923,2014,7.129
estimates,923,2015,6.885
medium_variant,923,2015,6.885
medium_variant,923,2016,6.668
medium_variant,923,2017,6.474
medium_variant,923,2018,6.297
medium_variant,923,2019,6.132
medium_variant,923,2020,5.975
medium_variant,923,2021,5.823
medium_variant,923,2022,5.677
medium_variant,923,2023,5.539
medium_variant,923,2024,5.405
medium_variant,923,2025,5.275
medium_variant,923,2026,5.15
medium_variant,923,2027,5.029
medium_variant,923,2028,4.913
medium_variant,923,2029,4.803
medium_variant,923,2030,4.697
medium_variant,923,2031,4.594
medium_variant,923,2032,4.496
medium_variant,923,2033,4.402
medium_variant,923,2034,4.312
medium_variant,923,2035,4.227
medium_variant,923,2036,4.147
medium_variant,923,2037,4.074
medium_variant,923,2038,4.008
medium_variant,923,2039,3.947
medium_variant,923,2040,3.892
medium_variant,923,2041,3.841
medium_variant,923,2042,3.793
medium_variant,923,2043,3.748
medium_variant,923,2044,3.703
medium_variant,923,2045,3.659
medium_variant,923,2046,3.616
medium_variant,923,2047,3.573
medium_variant,923,2048,3.531
medium_variant,923,2049,3.49
medium_variant,923,2050,3.449
medium_variant,923,2051,3.41
medium_variant,923,2052,3.371
medium_variant,923,2053,3.334
medium_variant,923,2054,3.297
medium_variant,923,2055,3.262
medium_variant,923,2056,3.227
medium_variant,923,2057,3.193
medium_variant,923,2058,3.161
medium_variant,923,2059,3.129
medium_variant,923,2060,3.097
medium_variant,923,2061,3.066
medium_variant,923,2062,3.036
medium_variant,923,2063,3.006
medium_variant,923,2064,2.976
medium_variant,923,2065,2.947
medium_variant,923,2066,2.919
medium_variant,923,2067,2.892
medium_variant,923,2068,2.866
medium_variant,923,2069,2.84
medium_variant,923,2070,2.816
medium_variant,923,2071,2.792
medium_variant,923,2072,2.768
medium_variant,923,2073,2.745
medium_variant,923,2074,2.722
medium_variant,923,2075,2.699
medium_variant,923,2076,2.676
medium_variant,923,2077,2.654
medium_variant,923,2078,2.633
medium_variant,923,2079,2.612
medium_variant,923,2080,2.592
medium_variant,923,2081,2.573
medium_variant,923,2082,2.554
medium_variant,923,2083,2.535
medium_variant,923,2084,2.517
medium_variant,923,2085,2.498
medium_variant,923,2086,2.481
medium_variant,923,2087,2.463
medium_variant,923,2088,2.446
medium_variant,923,2089,2.429
medium_variant,923,2090,2.413
medium_variant,923,2091,2.398
medium_variant,923,2092,2.384
medium_variant,923,2093,2.37
medium_variant,923,2094,2.357
medium_variant,923,2095,2.345
medium_variant,923,2096,2.334
medium_variant,923,2097,2.324
medium_variant,923,2098,2.315
medium_variant,923,2099,2.306
