variant,region,year,infantmortalityper1000livebirth
estimates,1517,1950,161.945
estimates,1517,1951,160.16
estimates,1517,1952,156.752
estimates,1517,1953,153.662
estimates,1517,1954,150.891
estimates,1517,1955,148.431
estimates,1517,1956,146.25
estimates,1517,1957,144.309
estimates,1517,1958,142.528
estimates,1517,1959,140.769
estimates,1517,1960,138.877
estimates,1517,1961,136.695
estimates,1517,1962,134.084
estimates,1517,1963,130.977
estimates,1517,1964,127.408
estimates,1517,1965,123.518
estimates,1517,1966,119.525
estimates,1517,1967,115.675
estimates,1517,1968,112.157
estimates,1517,1969,109.044
estimates,1517,1970,106.347
estimates,1517,1971,103.995
estimates,1517,1972,101.826
estimates,1517,1973,99.699
estimates,1517,1974,97.556
estimates,1517,1975,95.354
estimates,1517,1976,93.076
estimates,1517,1977,90.754
estimates,1517,1978,88.416
estimates,1517,1979,86.07
estimates,1517,1980,83.719
estimates,1517,1981,81.364
estimates,1517,1982,79.026
estimates,1517,1983,76.736
estimates,1517,1984,74.528
estimates,1517,1985,72.459
estimates,1517,1986,70.59
estimates,1517,1987,68.942
estimates,1517,1988,67.513
estimates,1517,1989,66.284
estimates,1517,1990,65.215
estimates,1517,1991,64.25
estimates,1517,1992,63.315
estimates,1517,1993,62.34
estimates,1517,1994,61.282
estimates,1517,1995,60.103
estimates,1517,1996,58.787
estimates,1517,1997,57.358
estimates,1517,1998,55.84
estimates,1517,1999,54.246
estimates,1517,2000,52.588
estimates,1517,2001,50.885
estimates,1517,2002,49.16
estimates,1517,2003,47.438
estimates,1517,2004,45.741
estimates,1517,2005,44.082
estimates,1517,2006,42.467
estimates,1517,2007,40.895
estimates,1517,2008,39.373
estimates,1517,2009,37.912
estimates,1517,2010,36.53
estimates,1517,2011,35.245
estimates,1517,2012,34.061
estimates,1517,2013,32.978
estimates,1517,2014,31.993
estimates,1517,2015,31.102
medium_variant,1517,2015,31.102
medium_variant,1517,2016,30.294
medium_variant,1517,2017,29.551
medium_variant,1517,2018,28.856
medium_variant,1517,2019,28.195
medium_variant,1517,2020,27.558
medium_variant,1517,2021,26.939
medium_variant,1517,2022,26.34
medium_variant,1517,2023,25.759
medium_variant,1517,2024,25.192
medium_variant,1517,2025,24.636
medium_variant,1517,2026,24.091
medium_variant,1517,2027,23.557
medium_variant,1517,2028,23.038
medium_variant,1517,2029,22.53
medium_variant,1517,2030,22.032
medium_variant,1517,2031,21.545
medium_variant,1517,2032,21.066
medium_variant,1517,2033,20.597
medium_variant,1517,2034,20.136
medium_variant,1517,2035,19.686
medium_variant,1517,2036,19.248
medium_variant,1517,2037,18.822
medium_variant,1517,2038,18.41
medium_variant,1517,2039,18.012
medium_variant,1517,2040,17.628
medium_variant,1517,2041,17.259
medium_variant,1517,2042,16.903
medium_variant,1517,2043,16.559
medium_variant,1517,2044,16.226
medium_variant,1517,2045,15.902
medium_variant,1517,2046,15.585
medium_variant,1517,2047,15.275
medium_variant,1517,2048,14.971
medium_variant,1517,2049,14.673
medium_variant,1517,2050,14.381
medium_variant,1517,2051,14.097
medium_variant,1517,2052,13.821
medium_variant,1517,2053,13.556
medium_variant,1517,2054,13.299
medium_variant,1517,2055,13.052
medium_variant,1517,2056,12.812
medium_variant,1517,2057,12.58
medium_variant,1517,2058,12.354
medium_variant,1517,2059,12.132
medium_variant,1517,2060,11.914
medium_variant,1517,2061,11.699
medium_variant,1517,2062,11.488
medium_variant,1517,2063,11.281
medium_variant,1517,2064,11.077
medium_variant,1517,2065,10.879
medium_variant,1517,2066,10.686
medium_variant,1517,2067,10.499
medium_variant,1517,2068,10.319
medium_variant,1517,2069,10.146
medium_variant,1517,2070,9.979
medium_variant,1517,2071,9.816
medium_variant,1517,2072,9.658
medium_variant,1517,2073,9.504
medium_variant,1517,2074,9.352
medium_variant,1517,2075,9.204
medium_variant,1517,2076,9.059
medium_variant,1517,2077,8.919
medium_variant,1517,2078,8.784
medium_variant,1517,2079,8.654
medium_variant,1517,2080,8.53
medium_variant,1517,2081,8.41
medium_variant,1517,2082,8.295
medium_variant,1517,2083,8.184
medium_variant,1517,2084,8.076
medium_variant,1517,2085,7.97
medium_variant,1517,2086,7.868
medium_variant,1517,2087,7.767
medium_variant,1517,2088,7.668
medium_variant,1517,2089,7.571
medium_variant,1517,2090,7.475
medium_variant,1517,2091,7.381
medium_variant,1517,2092,7.289
medium_variant,1517,2093,7.198
medium_variant,1517,2094,7.11
medium_variant,1517,2095,7.023
medium_variant,1517,2096,6.938
medium_variant,1517,2097,6.855
medium_variant,1517,2098,6.774
medium_variant,1517,2099,6.695
